transliteration,translation
a-na pu-šu-ke-en6 qí-bi-ma um-ma bé-lá-tum ù ta-ri-iš-ma-tum-ma a-ṣé-er 8 ma-na KÙ.BABBAR ù ṣí-ba-ti-šu ša a-na É a-lá-hi-im ha-bu-lá-ni-ni 6 ma-na KÙ.BABBAR a-na ṣí-ib-tim ni-il5-qé-ma a-na DUMU qá-a-tim ni-iš-qúl a-bu-ni a-ta a-na ma-nim ša-nim ni-da-gal KÙ.BABBAR ša-ak-ni-ik-ma lu-šé-bi-lam a-bu-ni a-ta a-na ma-nim ša-nim ni-da-gal šu-ma i-na ṣú-ha-ri KÙ.BABBAR mì-ma e-ri-iš-kà um-ma šu-ut-ma qá-tí dí-nam mì-ma lá ta-da-an ù a-na a-lá-ma qí-bi-ma ṭup-pá-am ša a-lim{ki} nu-kà-al ša a-dí er-bu-um ù hu-bu-lu-um <gap><gap> ša-bu-ú <gap> hi-ir mu-ra-šu ra-bi-im ša a-lim{ki} dí-na-ši,"To Pūšu-kēn from Bēlātum and Tariš-mātum: Regarding the 8 minas silver and its interest which we owe to the house of Al-āḫum, we borrowed 6 minas silver on interest and we paid it to the son of Qayyātum. Our dear father, to whom else can we turn Cause silver to be sealed and send it here. Our dear father, to whom else can we turn If anyone asks you for silver from my youth, saying, ""Give me my possession"", do not give him anything. Also say to Alama, ""We have the tablet of the city."" Fulfill the things which are not yet arrived but owed ... give it f. ... the cheif of the city ..."
um-ma a-šùr-i-dí-ma a-na a-šùr-ta-ak-lá-ku qí-bi4-ma 3 TÚG ra-qá-tum 2 {TÚG}ší-li-ip-ki-ú 4 {TÚG}ta-ku-uš-ta-ú 2 {TÚG}lu-bu-šu 1 11 TÚG.HI.A 1 ma-na 0.83333 GÍN KÙ.BABBAR it-bu-lu 0.5 GÍN wa-ṣí-tum 0.33333 GÍN ší-im na-ru-qí-im 2 ma-na AN.NA a-na qá-tí-šu 17 GÍN.TA KÙ.BABBAR-áp-šu 7 GÍN KÙ.GI ša lá ta-dí-in a-ta-ma iš-tí wa-ar-ki-ú-tim ú-šé-ba-lá-ku-um KÙ.GI lu ša ma-i-šu lu ku-bu-ur-ší-nu-um ma-ma-an i-na ba-ri-ku-nu lá ú-šé-bi-lá-am šu-ma KÙ.GI pá-ša-lúm SIG5 šé-bi4-lá-nim mì-ma a-nim {d}UTU-ba-ni ù DINGIR-šu-ra-bi4 lu-qú-tám ša a-dí-na-ku-ni ù lu-qú-ut 1 GÚ-tim a-ni-qì za-ki-a-ma tí-ib-a-ma a-tal-kam,"From Aššur-idī to Aššur-taklāku: 3 thin textiles, 2 12 shekel: export duty. 13 shekel: the price of a sack. 2 minas of tin at his disposal--at the rate 17 to 1, in silver 7 shekels. Your gold was not sold. You said: ""I shall send it to you as soon as possible."" No one among you should send me any alluvial gold or any kuburšinnu-gold; if the pašallu-gold is of good quality, then send me some. All this Šamaš-bāni and Ilšu-rabi are bringing to you."
um-ma šu-be-lim-ma a-na pu-šu-ke-en6 PUZUR4-ša-tu-e hu-ra-ṣa-nim ù ma-nu-ki-a-šur qí-bi-ma šu-ma É kà-ri-im bé-tám i-ta-<gap> É-ti lá ta-<gap>-<gap>-a i-na KÙ.BABBAR-pì-a a-šar dam-qú-ma li-qé-a-ma id-a šu-ma i ha-bu-lu-tí-a ma-ma-an KÙ.BABBAR i-ša-qá-lá-ku-nu-tí ṭup-pí-a pí-te9-a-ma a ma-lá ṭup-pí-šu KÙ.BABBAR ù ṣí-ba-sú ša-áš-qí-lá-šu qá-ta-ta KÙ.BABBAR ša ub-lá-ni li-is-ni-qá-ku-nu-tí-ma i ku-nu-ki-ku-nu ku-un-kà-ma u4-ma-kál lá i-sà-hu-ur ṭur4-da-ni-šu šu-ma KÙ.BABBAR tù-uš-ta-áš-qí-lá ma-nu-um-ki-{d}a-šur iš-ti me-ra um-mì-a-nim ke-nim ṭá-hi-a-šu li-tal-kam a-hu-ú-a a-tù-nu a té-er-tí-a ih-da,"From Šū-Bēlum to Pūšu-kēn, Puzur-sadue, Ḫuraṣānum, and Mannu-ki-Aššur: If the colony office ... the house ... do not ... the housesmy house. Take from my silver wherever it is good and deposit it. If anyone among my debtors will pay you silver, open the tablets and cause them to weigh out the silver and its interests according to the tablet. As for Qatata, the silver which he brought, let him 'clear it out' to you and seal it in your seals and do not delay a single day. Dispatch him here. If you collect any silver, attach Mannum-kī-Aššur to a reliable affiliated trader. Let him come. My dear brother, heed my instructions."
a-na pu-šu-ke-en6 qí-bi-ma um-ma a-mur-IŠTAR-ma 4 GÚ 14 ma-na URUDU ma-sí-a-am 1 GÚ URUDU ha-bu-ra-ta-i-am ŠU.NÍGIN 5 GÚ 14 ma-na URUDU {d}NIN.ŠUBUR-ba-ni ú-šé-bi-lam um-ma šu-ut-ma URUDU ša pu-šu-ke-en6 ŠÀ.BA URUDU 5 ma-na URUDU SIG5 a-na É kà-ri-im a-dí-in 0.66666 ma-na 5 GÍN im-ṭí ši-tí URUDU 4 GÚ 8 ma-na 15 GÍN.TA ma-sí-a-am 0.66666 ma-na 6 GÍN KÙ.BABBAR-áp-šu 5.33333 ma-na 3.6666600000000003 GÍN 1 GÚ ha-bu-ra-ta-i-um KÙ.BABBAR-áp-šu 1 ma-na 5.5 GÍN ŠU.NÍGIN 6.33333 ma-na 9.16666 GÍN KÙ.BABBAR ŠÀ 6 GÍN KÙ.BABBAR lu a qá-tí ṣú-ha-ri-šu a-dí ú {d}IŠKUR-ba-ni 6.33333 ma-na 3.16666 GÍN {d}IŠKUR-ba-ni na-áš-a-kum,"To Pūšu-kēn from Amur-Ištar: Ilabrat-bāni sent 4 talents 14 minas of washed copper, 1 talent of Ḫaburatine copper: total - 5 talents 14 minas of copper. He said, ""The copper belongs to Pūšu-kēn."" Thereof, I gave about 5 minas of fine copper to the colony office. 45 shekels were deficient. The remainder of the copper, 4 talents 8 minas 15 shekel, washed copper, at a rate of 46 shekels silver, its yeilded silver was 5 minas 23 23 shekels. As for the one talent of Haburatāyyum copper, its silver was 1 mina 5 12 shekels. In total, it was 6 minas 29 16 shekels copper. Thereof, I deposited 6 shekels silver to the accounts of the youth. As for Adad-bāni, Adad-bāni brings you 6 minas 23 16 shekels of silver."
6.5 ma-na 2 GÍN KÙ.BABBAR ṣa-ru-pá-am i-ṣé-er dan-a-šùr pu-šu-ke-en6 i-šu i-lá-ak-ma i-na a-lim{ki} 2 ma-na KÙ.GI iš-tí um-mì-a-ni-šu pu-šu-ke-en6 i-lá-pá-at-ma i-tu-ra-ma iš-tù a-lim{ki} 1.3333300000000001 ma-na 8 GÍN KÙ.BABBAR pu-šu-ke-en6 a-na dan-a-šùr i-ša-qal IGI qá-ar-wi-a IGI dan-a-šùr,"Dān-Aššur owes Pūšu-kēn 6 minas 32 shekels refined silver. He will go and in the city he will write down 2 minas gold among his investors for Pūšu-kēn and he will return and Pūšu-kēn will pay 1 mina 28 shekels silver from teh city to Dān-Aššur. Witnesses: Qarwiya, Dān-Aššur"
KIŠIB DUG-ṣí-lá-a-šùr DUMU šu-nu-nu KIŠIB šu-lá-ba-an DUMU a-al-DUG KIŠIB pí-lá-ah-IŠTAR DUMU a-šùr-ba-ni KIŠIB a-ni-na DUMU ú-ṣur-ša-a-šùr KIŠIB i-dí-a-bi4-im DUMU a-šùr-ma-lik KIŠIB sú-e-a DUMU pu-šu-ke-en6 KIŠIB bu-za-zu DUMU pu-šu-ke-en6 KIŠIB i-ku-pá-ša DUMU pu-šu-ke-en6 KIŠIB a-ha-ha DUMU.SAL pu-šu-ke-en6 40 ma-na KÙ.BABBAR ša i-ku-pí-a DUMU a-ta-a i-na kà-ni-iš{ki} a-na pu-šu-ke-en6 i-hi-ib-lu-ma a-šùr-mu-ta-bíl ù bé-lá-nu-um ra-bi-ṣú-um KÙ.BABBAR il5-qé-ú-ni a-na KÙ.BABBAR šu-a-tí me-er-ú pu-šu-ke-en6 ù DUMU.SAL pu-šu-ke-en6 NIN.DINGIR a-na a-šùr-mu-ta-bi-il5 a-hi-šu-nu ú-lá i-tù-ru ú i-na e-lá-i-šu i-na kà-ni-iš{ki} ṭup-pá-am ša hu-bu-ul i-ku-pí-a DUMU a-ta-a me-er-ú pu-šu-ke-en6 ù DUMU.SAL pu-šu-ke-en6 NIN.DINGIR a-na a-šur-mu-ta-bi-il5 i-du-nu ma-lá dí-in a-lim{ki} KÙ.BABBAR me-er-ú pu-šu-ke-en6 ù DUMU.SAL pu-šu-ke-en6 ša-bu-ú i-dí-a-bu-um DUMU a-šùr-ma-lik ki-ma a-ha-ha i-zi-iz,"Seal of Ṭāb-ṣilla-Aššur son of Šū-Nunu, seal of Šū-Laban son of Āl-ṭāb, seal of Pilaḫ-Ištar son of Aššur-bāni, seal of Anina son of Uṣur-ša-Aššur, seal of Idī-abum son of Aššur-mālik, seal of Sueyya son of Pūšu-kēn, seal of Buzāzu son of Pūšu-kēn, seal of Ikūppaša son of Pūšu-kēn, seal of Aḫaḫa daugher of Pūšu-kēn. The sons of Pūšu-kēn and the daughter of Pūšu-kēn, the ugbābtum-priestess, will not return to did not return to their brother Aššur mutabbil for the silver--the 40 minas silver which Ikūppiya son of Attaya owed to Pūšu-kēn in Kaneš and Aššur-mutabbil and which Bēlānum the attorney received. Now, right at his ascent to Kanesh, the sons of Pūš-kēn and the daughter of Pūšu-kēn, the ugbābtum-priestess, will give the tablet stating the debt of Ikūppiya son of Attaya to Aššur-mutabbil. According to the verdict of the city, the sons of Pūšu-kēn and the daughter of Pūšu-kēn are paid their silver in full. Iddin-abum son of Aššur-mālik stood for Aḫaḫa."
um-ma ša-lim-a-hu-um-ma a-na pu-šu-ke-en6 ù dan-a-šùr qí-bi-ma AN.NA ù TÚG.HI.A ša šé-ep dan-a-šùr lu ša a-gu-a ù ku-lu-ma-a ma-lá iz-ku-a-ni té-er-ta-ak-nu li-li-kam i-na KÙ.BABBAR ša hu-ra-ṣa-nim ù a-šùr-ma-lik 7.5 ma-na ša TÚG.HI.A ša ta-áš-pu-ra-ni 30 ma-na KÙ.BABBAR ù ni-is-ha-sú ku-nu-uk-ma i pá-ni-ú-tí-ma wa-ṣé-e šé-bi-lam šu-ma dan-a-šùr sà-he-er ù ší-tí KÙ.BABBAR lu i ša ANŠE.HI.A lu KÙ.BABBAR 1 GÍN a-šar i-ba-ší-ú 20 ma-na KÙ.BABBAR ma-li-ma iš-tí wa-ar-ki-ú-tim šé-bi-lam KÙ.BABBAR ša PUZUR4-{d}IM ù en-um-a-šùr šu-ma u4-mu-šu-nu ma-al-ú ša-áš-qí-il5-šu-nu-ma šé-bi-lam lu lu-qú-tám ša šé-ep dan-a-šùr lu ša a-gu-a ù ku-lu-ma-a za-ki-a-ma dan-a-šur ṭur4-dam i-na KÙ.BABBAR ša tù-ší-ba-la-ni ha-nu ú-ul kà-lá-pá-am <gap> šu-ma am-tám dan-a-šùr i-na a-lá-ki-šu lá ir-de8-a-am li-bi4 i-lá-mì-na-kum i-na ṭup-pì-kà um-ma a-ta-ma KÙ.BABBAR ša a-pì-lá a-šùr-iš-tí-kál i-ša-qal,"From Šalim-aḫum to Pūšu-kēn and Dān-Aššur: Let your message come as to how many tin and textiles from the transport of Dan-Aššur, as much as they clear. From the silver of Ḫuraṣānum and Aššur-mālik, and the 7 12 minas silver worth of textiles about which you wrote me, seal 30 minas silver and its excise, and send it with the first departers. If Dān-Aššur is late, then the remainder of silver, whether from donkeys, or wherever a single shekel is available, fill 20 minas silver and send it with the next travelers. As for the silver of Puzur-Adad and Ennum-Aššur, if their terms are full make them pay and send it to me. Clear both the goods from Dān-Aššur's transport and Agua and Kulumaya's transport and dispatch Dān-Aššur here. From the silver which you will send, Ḫanu must not ... If Dān-Aššur does not bring the maid at his departure, I will be angry with you. In your tablet, you said, ""Aššuriš-tīkal will pay the silver of Apila."""
um-ma ša-lim-a-hu-um-ma a-na pu-šu-ke-en6 qí-bi4-ma a-šu-mì É-tí ša ta-áš-pu-ra-ni šu-ma ni-iš-ta-a-ma-kum KÙ.BABBAR i ra-mì-ni-a ma-la ša-qá-li-im a-ša-qal-ma té-er-tí i-lá-kà-kum a-wi-lu KÙ.BABBAR ma-dam e-ri-šu a ší-a-tí nu-ta-qá šu-ma lá ku-a-tí ša-im-šu-nu ú mu-ri qá-áb-li-tim ú-li-ba-ší šu-ma ta-da-nu-um i-ta-áb-ší a-na-hi-id-ma a-ša-a-ma-ku-šu-nu ù KÙ.BABBAR i ra-mì-ni-a a-ša-qal KÙ.GI ša DUMU a-šùr-ma-lik ha-bu-lá-ni a mì-nim 1 ma-na 11 GÍN KÙ.BABBAR ta-tur4-šu-um a ki-ma iš-mu-hu-ma a-ni-ša-am iš-pu-ra-ni 14 ma-na AN.NA ma-ZI-ra-am ša dan-a-šùr a-na a-gu5-a ub-lu a-na i-ta-aṭ-li-im dí-in-ma a-ṣé-er KÙ.GI ša ì-lí-iš-ra-ni ša 5 GÍN.TA ù 4 GÍN.TA 0.33333 ma-na KÙ.GI ú 1 ma-na pá-ša-lam i pá-nim-ma šé-bi4-lam ú-tù-ku ú-ša-ah-du-ru-ni,"Šalim-aḫum to Pūšu-kēn: Concerning the houses about which you wrote me, if we purchase them for you, I will pay as much as is required from my own funds, and my message will come to you. The men requested a lot of silver. On this account, we will wait. Besides you there are no buyers or murri qablītim. If any sales develop, I will make sure to purchase them for you, and I will pay the silver from my own funds. The gold which Aššur-mālik's son owes me, why did you return 1 minas 11 shekels silver to him On account of this he defaulted and wrote me here. Sell for cash the 14 minas ma-ZI-ra-am-tin which Dān-Aššur brings on behalf of Agua, and besides the 5 or 4 shekels of gold from Ilī-ašranni, send 13 mina gold and 1 mina pašallum-gold immediately. The"
um-ma ša-lim-a-hu-um-ma a-na la-qé-ep ù pu-šu-ke-en6 qí-bi-ma ta-áš-pu-ra-nim um-ma a-tù-nu-ma i-na lu-qú-tim ša šé-ep ì-lí-áš-ra-ni 6.33333 ma-na AN.NA ù 0.5 TÚG iš-tí {d}NIN.ŠUBUR-ba-ni e-ta-lu-tám e-pu-uš-ma šu-uq-li ip-ṭù-ur-ma AN.NA-ki il5-qé a-pu-ùh a-wi-lim sà-ri-im šu-ut AN.NA i-a-am il5-té-qé a-na AN.NA-ki-a 6 GÍN.TA ša-áš-qí-lá-šu a-ša-me-ma i-na lu-qú-tim ší-a-tí-ma 16.5 ma-na-KÙ BABBAR AN.NA ù 0.5 ma-na 7 GÍN KÙ.BABBAR iš-tí i-dí-a-bi-im DUMU i-dí-IŠTAR a-na AN.NA 6 GÍN.TA ú-lá i-ba-ta-aq IGI {d}en-LÍL-ba-ni IGI PUZUR4-a-šur DUMU e-la-lí ú-nu-tí ù ú-nu-sú-nu iš-té-ni-iš a-na-nu-um ir-de8-ma a-wi-lúm sà-ru-um a-ṣé-er AN.NA qá-tim ša a-dí-nu-šu-nu-tí ù AN.NA 1 GÚ ù 2 GÚ up-ta-re-er a ki-ma šu-nu a-ma-kam wa-áš-bu-ni a-wi-lam ú-dí-du-ma i-na i-a-im il5-qé-ma ú-nu-sú-nu ša-lim-tám il5-ta-qé-ú ILLAT-at lá-qé-ep ú-ku-ul-tám 0.66666 ma-na 5 GÍN.TA iš-ku-nu šu-nu šu-a-tí 0.33333 ma-na.TA ú-ša-áš-ki-nu-šu mì-šu a-num ša i-na i-a-tim-ma lu-qú-tim e-ku-lu lu i-na AN.NA-ki-šu-nu il5-qé lu i-na TÚG-tí-šu-nu il5-qé-e ú-dí-du-šu-ma i-na i-a-im il5-qé-ma ṣú-ba-tí-šu-nu ù AN.NA-ak-šu-nu šál-ma-am-ma ú-ta-er a-pu-tí-a-ma a-na-ku lá a-ha-li-iq iš-tí-in ù šé-na lu-uš-bu-ma a-šar us-ma-at-ni le-pu-šu šu-ma da-nu-tám e-ta-wu-ú a-na kà-ri-im al-kà,"From Šalim-aḫum to Lā-qēpum and Pūšu-kēn You wrote me. You said, ""From the merchandise of Ilī-ašranni's transport, 6 13 minas tin and 12 textile are with Ilabrat-bāni."" He acted on his own authority and opened my package and took my tin Instead of some random thief, he took my tin Cause him to pay a six shekel rate for my tin I read that Iddin-abum s. Iddin-Ištar owes 19 12 minas silver for tin from those very same goods, paying 12 mina silver per kutānum textile and a 7 shekel rate for tin. He will not pay less than a 6 shekel rate for the tin In the presence of Enlil-bāni and Puzur-Aššur son of Elāli, he drove my goods and their goods together from here and the thief i.e. Ilabrat-bāni broke up 1 or 2 ‘talents’ i.e. sacks of tin in addition to the hand tin which I gave to them. In this way they who were there ‘informed’ the man so that he took from mine while they took away their merchandise intact. As for the caravan of Lā-qēpum, they charged feed expenses of 45 shekels each. How is it that they took it out of my own merchandise Did he take anything from their tin or did he take anything from their textiles They 'informed' him and he took from mine, and he returned their textiles and tin intact Urgent I shall not lose out Let one or two of them stay and do whatever is appropriate. If they speak harsh words, go to the colony."
um-ma ša-lim-a-hu-um-ma a-na pu-šu-ke-en6 qí-bi-ma 0.66666 ma-na KÙ.GI pá-ša-lam ša ha-ra-an a-lim{ki} PUZUR4.IŠTAR DUMU a-šur-ma-lik ha-bu-lam i-na kà-ni-iš i-na e-ra-bi-šu-ma ša-qá-lam qá-bi ù me-he-er ṭup-pí-šu ha-ar-mì-im a-na-ku a-dí-na-kum a-wi-lúm a-ma-kam i-na e-ra-bi-šu-ma a-na iš-té-en6 u šé-na ma-áš-qá-al-tám i-ša-qal e-tí-iq-ma ṣa-ba-sú-ma KÙ.GI ša-áš-qí-il5-šu um-ma a-ta-ma iš-tí <gap> DUMU šu-a-šùr ú-šé-ba-lá-kum 0.33333 ma-na KÙ.GI i-na KÙ.BABBAR-kà ra-dí-ma iš-té-ni-iš 1 ma-na KÙ.GI a-na ik-ri-bi-a ku-un-kam-ma ì-lí-a-lim i šé-pí-šu lu-ub-lam a-hi a-ta a-na té-er-tí-a i-hi-id-ma ṭup-pé-e-a za-ki-ma en-nam-a-šur u4-ma-kál lá i-sà-hu-ur ṭur4-da-šu,"Šalim-aḫum to Pušu-ken: Puzur-Ištar son of Aššur-mālik owes me 23 minas He promised to pay upon his arrival in Kaneš. Now, I personally gave you a copy of his certified tablet, saying “As for the man, there, he will pay in installments severally at his arrival. Travel overland, seize him, and make him pay the gold.” You said, ""I will send it to you with PN son of Šū-Ištar."" Add 13 mina gold from your own gold and seal 1 mina gold in a single package for my My dear brother, give heed to my messages and clear my tablet and do not detain Ennam-Aššur for a single night. Send him to me."
um-ma ša-lim-a-hu-um-ma a-na lá-qé-pí-im ù pu-šu-ke-en6 qí-bi-ma a-na lá-qé-ep qí-bi-ma 10 ma-na KÙ.BABBAR ša a-ta ù a-šur-{d}UTU-ši DAM.GÀR ta-qí-pá-ni tù-šé-bi-lá-nim 53 ku-ta-ni 2 ANŠE ša-lim-a-šur na-áš-a-ku-nu-tí i-na ṭup-pí-ku-nu lu-qú-tum e-li-a-ma me-eh-ra-tim i-da-ni-a-tí-ma qá-at-ni ú-kà-al a-ša-me-ma DAM.GÀR qá-sú eṣ-lá-at a-wi-lúm u4-mu-šu ma-al-ú <gap> KÙ.BABBAR i <gap><gap> lá <gap><gap> a <gap><gap> <gap><gap>,"From Šalim-aḫum to Lā-qēpum and Pūšu-kēn: To Lā-qēpum: You sent me the 10 minas silver which you and Aššur-šamšī entrusted the merchant. Šalim-Aššur brings to you 53 I hear that the merchant, his hand is weak. As for the man, his terms are full. ... silver ..."
a-na pu-šu-ke-en6 qí-bi-ma um-ma PUZUR4-a-šùr-ma i-na ša-nim u4-mì-im ša DINGIR-ma-lik e-ru-ba-ni ṭup-pé-e a-ni-ú-tim ú-lá-pí-ta-kum KÙ.BABBAR ap-kà DINGIR-ma-lik ub-lam a-šu-mì AN.NA ša ta-áš-pu-ra-ni AN.NA 13 GÍN.TA ú šu-uq-lúm za-ku-tum lá-šu ANŠE ù 20 bu-tù-uq-tum i-na ki-kam-lim ša-am-ú e-ru-bu-nim-ma AN.NA ni-ša-am-ma i ba-tí-qí-im pá-nim-ma nu-šé-ba-lá-kum a-na KÙ.BABBAR ša šé-pí-a ki-ma AN.NA ba-at-qú-ni mì-ma AN.NA ú-lá áš-a-am AN.NA e-ra-ba-ma a-ša-a-ma iš-tí AN.NA-ki-kà a-ba-kà-kum ú ší-mu-um ša a-ki-dí-e šu-ma i-ta-áš-ra-am ša KÙ.BABBAR 1 ma-na a-ša-a-am a-na ku-ta-ni ša ta-áš-ta-na-pá-ra-ni ša-ap-tum šu-ur-bu-i-tum lá-šu 1 TÚG kà-ab-tám i-na ma-hi-ri-im ni-ša-a-ma nu-šé-ba-lá-kum ra-qá-tum lá-šu ri-ig-li ú sú-lu-pí KI šu-IŠTAR ú-šé-ba-lá-kum ta-áš-pu-ra-am um-ma a-ta-ma mì-ma i pí um-mì-a-ni-a ta-ša-me-ú-ni uz-ni pí-té ta-zi-im-tum mì-ma lá-šu li-ba-kà ša-ni-a-tám mì-ma lá ú-ba-lam a-dí ša e-lá um-ma šu-hu-bu-ur-ma mì-šu-um KÙ.BABBAR a-šar ša-ni-im ú-šé-ri-ib,"To Pūšu-kēn from Puzur-Aššur: On the second day after Ilī-mālik arrived, I wrote you these tablets. Ilī-mālik brought your silver. Concerning the tin about which you wrote, tin is at a 13 shekel rate. Moreover there is not a full package available. Donkeys and 20 sacks were purchased in the gigamlum. They will arrive and we will purchase tin and send it to you by the first express. For silver of my transport, because tin is in short supply, I did not purchase anything. The tin will arrive, I will make purchases and I will depart with your tin. Now, as for the purchases of Akkadian-textiles, if someone saved some, I will purchase goods worth 1 mina of silver. About the textiles about which you keep writing me, there is no northern wool. We purchased 1 heavy textile in the market and we will send it to you. There are no fine textiles. I will send to you foodstuffs and ripened dates with Šū-Ištar. You wrote me. You said, ""Inform me about what you heard from the talk of my investors."" There are no complaints. Your heart must not bear any concern. Regarding the matter of Ela: Šū-Ḫubur said, ""Why did he send the silver somewhere else"""
a-na pu-šu-ke-en6 qí-bi4-ma um-ma PUZUR4-a-šùr-ma 7.5 GÚ AN.NA ku-nu-ku 1 me-at 80 {TÚG}ku-ta-nu 2.33333 ša kà-ṣa-ri-im 1 GÚ AN.NA qá-tim 9 ANŠE ṣa-lá-mu ù ú-nu-sú-nu mì-ma a-nim {d}UTU-ba-ni i-ra-de8-a-kum 2.5 GÚ AN.NA ku-nu-ku 10 ku-ta-ni šu-IŠTAR i-ra-de8 a-li KÙ.BABBAR 1 GÍN e-li-a-ni AN.NA ù TÚG.HI.A ša ta-da-nim a-na šu-IŠTAR dí-in-ma a-ṣé-er ša ki ku-a-tí šu-pur-ma i ša-ha-tí-šu li-zi-zu <gap>-am li-qé lá ú-šu-ru KÙ.BABBAR le-ru-ub-ma AN.NA ù TÚG.HI.A lu-uṣ-ú i wa-šu-ur ha-ra-nim lu-qú-tí a ku-lu-ma-a a-pá-qí-da-ma a-ta-bé-a-ma a-ta-lá-kam,"To Pūšu-kēn from Puzur-Aššur: 7 12 talents of tin under seals, 180 kutānum-textiles, 2 13 textiles for the transporter, 1 talent of 'hand-tin', 9 black donkeys and their equipment: Šamaš-bāni transports all this to you. Šū-Ištar transports 2 12 talents tin under seals and 10 kutānum-textiles. Wherever any shekel of silver arises, sell the tin and textiles which can be sold to Šū-Ištar and send them to your representatives and let them stand at his side."
a-na pu-šu-ke-en6 qí-bi4-ma um-ma PUZUR4-a-šùr-ma a-šu-mì a-mu-tim ù hu-sà-ri ša ta-áš-pu-ra-ni É li-mì-im ù-lá i-du-nu mì-ma <gap> ú-ṣa-kà lá i-ba-ší ta-áš-pu-ra-am um-ma a-ta-ma 10 ma-na KÙ.BABBAR ša šé-ep DINGIR-ma-lik li-qé ù i-na 25 ma-na KÙ.BABBAR ša šé-ep šu-IŠTAR URUDU ku-a-am ù ša DAM.GÀR li-qé-ma ší-tí KÙ.BABBAR a-na ša li-bi4-a li-qé 10 ma-na KÙ.BABBAR šé-bi4-lam-ma a-na-kam iš-tí ša ki-ma ku-a-tí lá-sí-ma šu-ma KÙ.BABBAR ap-kà i-té-ṭé-er a li-bi4 KÙ.BABBAR-pì-kà lu ni-dí ta-áš-pu-ra-am um-ma a-ta-ma 2 ma-na KÙ.GI ša a-wi-il5-tim a qá-tí-a ṭé-hi i ṭup-pì-im lá-pá-tim a-wi-il5-tum e ik-lá té-er-ta-kà li-li-kà-ší-im a-bi a-ta be-lí a-ta KÙ.BABBAR <gap> AN.NA ú TÚG.HI.A lu ša i-a-šar lu ba-ab-tí za-ki-ma šé-bi4-lam-ma ší-ma-am qá-tí li-iš-a-am šu-ma ba-ab-tí ma-aṣ-ra-at 10 ma-na KÙ.BABBAR šé-bi4-lam-ma i wa-ṣa ba-ab-tí-a li-qé-ma ma-lá u4-me-šu <gap>-ku-kà ta ah <gap> i-dí <gap> šál-ṭam,"To Pūšu-kēn from Puzur-Aššur: Concerning theamūtum-mineral and lapis about which you wrote, the -office will not sell them. There was nothing at your departure. You wrote me. You said, ""Take 10 minas of silver from the cargo of Ilī-mālik. Also, take 25 minas of silver from the proceeds of the cargo of Šū-Ištar, your copper and that of the merchants and take the remainder of the silver for that of my account."" Send 10 minas of silver so that I can make a reckoning with your representatives here so that if they took your silver we can deposit in your silver. You wrote me. You wrote, saying ""Add 2 minas of gold belonging to the lady to my account."" In the tablet, may the writing of the lady's name not be retained. Let your message go to her. My dear father and lord, clear the silver, tin, and textiles both as to that of Ea-šar and of my outstanding claims and send them to me so that he may make purchases for my account. If my claims persist as outstanding, send 10 minas of silver so that he may take it when my assets go out, and as much as their term period ... ... know. ... available ..."
um-ma a-šur-ba-ni ù ša-lim-a-šùr a-na pu-šu-ke-en6 qí-bi-ma a-na a-wa-tim ša ta-áš-pu-ra-ni um-mì-a-ni-kà nu-pa-he-er-kà na-áš-pá-ar-ta-kà iš-ta-me-ú-ma um-ma šu-nu-ma lu qá-ra-tám iq-ra lu ir-be ú-šé-ri-ib lu be-tám iš-am ma-num <gap><gap> ba-ni ṭup-pè <gap> {d}UTU-ta-ak-lá-ku na-áš-a-kum a-šùr-na-da DUMU PUZUR4-a-na ù DUMU me-šar-GAL ṭup-pá-am kà-na-kam lá i-mu-ú um-ma šu-nu-ma ú né-nu ki-ma tap-pá-e-ni-ma ma-ag-ra-ni a-ta a-ma-kam ma-lá-kà 5.5 ma-na KÙ.BABBAR ša DUMU qá-a-a-tim šu-hu-bur ta-da-nam lá i-mu-a-ni-a-tí um-ma šu-ut-ma a-na a-hi-šu a-<gap> a-da-an-šu 0.66666 ma-na KÙ.BABBAR ša <gap> a-hi-kà ni <gap> i KÙ.BABBAR <gap> <gap> a-šur-i-mì-tí <gap>,"From Aššur-bāni and Šalim-Aššur to Pūšu-kēn: Concerning the matter about which you wrote, we gathered your investors for you. They read your letter and said, ""Whatever wages he has received, income he has gained, houses he has bought, who ..."" ... Šamaš-taklāku brings ... Aššur-nādā son of Puzur-Anna and the son of Mešar-rābi did not want to seal the tablet. They said, ""We also will agree if our partners are in agreement. Make your own decision there. Šū-Ḫubur did not want to give us the 5 12 minas silver of the son of Qayyātum. He said, ""To his brother, I will go and ... I will give him ... We will give 23 mina silver which ... to your brother. From the silver ... Aššur-imittī ..."
