source_pdf,transliteration,translation
AKT 6c.pdf,um-ma A -la-hu-um-ma a-na SIGs-pi-i-A-sur qi-bi-ma 112 ma-na KB ku-nu-ki-!a usa 8 GiN KB sa-he-er-tdm E-16-li it En-um-i-li na-as-u-ni-kum a-ma-kam i-na dVTU-si tup-pi ta-sa-me-u E.GAL-limsic_ku-nu ap-la-ma ra-bi si-ki-tim me-et la-ma : rna-tum is-me-it ra-ma-ku-nu : .~u-ul-ha-a TlJG.HI.A a-na li-ta-ab-Si-/a lu su-ru-um : lu bu-ra-am sa A -ki-di-e is-tu Hu-ra-ma: a-na DUMU um-me-/a-nim di-ma : /u-16-hi-pu-su-ma lu-se-ri-bu-ni-su TUG.HI.A a-li-tab-sf-ala i-/su a-hi a-ta ki-ma a-na Ku-bu-ur-na-at ta-asJfi-lJmu su-lu-um-ka L~-ti ·Fi-ha-ri sa 1-na-ah-DINGIR li-li-kam u su-ma ANSE.HI.A SIGs i-na Hl -ri-a i-ba-Si is-ti ~u-ha-ri sa 1-na-ah-DINGIR a-na ha-ra-ni-a se-b[i-lam] 1/2 ma-na KB ni-is-ha-sit [DIRI] sa-du-a-su sa-bu be-it-16-ti-a A-gi-a ha-bu-[lam] a-ha-rna 10 GiN KB u 3 GIN KB si-im UDU.HI.A a-na GU A-gi-a 17 ma-na AN.NA sa ki-ma i-a-ti i-di-nu-ma 4 ma-na KB i-qa-ti-su TAB NU,"From Ali-ahum to Damiq-pT-Assur: Elali and Ennam-ilT bring you Y2 mina of silver under my seal and small goods worth 8 shekels of silver. The very day you hear my letter there you (plur.) must satisfy your palace, for the rabi sikkitim is dead. Before the land has heard it you must withdraw yourselves. Give a set of textiles for me to wear, ei- ther a black one or an Akkadian bur a 'u from Hurama, to an affiliated trader so they may wrap it up and have it brought in. I have no textile to wear. My dear brother, when you have come safely to Kubumat send me greetings with Enah-ilT's servant. Also, if there are any good donkeys among my donkeys, send it here with Enah-ilT's servant for my own trip. Agiya owes me Y2 mina of silver, its im- port duty added, its transport tariff paid for, my working capital. Further, 10 shekels of silver plus 3 shek- els of silver, the price of sheep, for 3 tal- ents: Agiya. My representatives gave 17 minas of tin and 4 minas of silver remain in his possession."
AKT 6c.pdf,a-rna1 A-ta-rhi-im 1 qi-bi-ma um-ma SIG5-pi-li-[A-sur-ma] i-na ct[UTU-si] E-la-li e-ra-ba-ni Ia i-be-at a-na· ma- a na-as-pe-er-t1-a ti-ir-tam : di-su-ma fur 4-da-su u-ma-am is-ti-in : e is-hu-ur tap-pa-u-a e- zz- u -x tit-us-me-ta-ni a-na r Ku-sa 1-ra ni-is-ta-pa-ar sa-pi-ru-um e-ti-qa-ma i-na si-ki-im ni-la-ak E-la-li e ta_r ak-/la1 we-da-ku E-la-li lu pa-zu-ur a-dia-na [x x x]-pu-ra-a[m] [x x x x x] rqi-birma 1 [x x x x k]u-nam [w ]e-da-ku sa u-nu-tam i-na-~1/ -ru Ia i-su and he warns Ali-ahum against detaining Elali.,To Ali-ahum from Damiq-pi-Assur: The day Elali arrives he must not stay. Give him orders in accordance with my missive and send him. He must not delay a single day. My partners have abandoned me(?); you have caused my death. We have written to Kussara. The overseer will travel here and we shall go tn a convoy. Do not detain Elali. I am alone. Elali should travel in secret. Until ... goods.
AKT 6c.pdf,a-na A-la-hi-im qi-bi-ma um-ma SIG5-pi-/A-sur-ma sa r31 GIN K/B sa-he-er-tam si-pa-ra-tim me-at si-na-[ ... ] a-pa-ni-a se-b[i4-lam] sit-ha-ru-um sa DUMU Ka-si-[a] lu-ub-lam i-[ na] urmi-im sa rxl [ ... ]-/nu-rxl i-Ha-hi-im u-nu-ut i-na it ra da [ ... ] ha-ra-ni I Ia a-be-r el 1,"To Ali-ahum from Damiq-pi-Assur: Small goods worth 3 shekels of silver, bronze pins, 100 ... . .. send to me. The servant of the son of Kasiya should bring it. On the day that in Hahhum ..."
AKT 6c.pdf,"a-na A-di-da it A-la-rhi-lim 1 qi-bi-ma um-ma S1G5-;]Ji-A-sur-ma i-na dUTU-si A-ba-a e-ra-ba-ni: AN~m'-ri it ~it-ha-ru Ia i-bi-tu turrda-ni-su-nu KB si-im 1 .~it-ba-tim it URUDU Ii-i[ b? -sf] ~it-ba-tam is-ti-in it si-na di-na-ma 1 r 1/211 ma-na a-na qa-ti-a is-ti A-ba-a se-birla-nim ha-ra-an : sit-ki-nim-ma a-ta-la-ak be-h/ -a a-tu-/nu i-ih-da KB sa ra-na? 1 [DUG-,~ ]i-la-A-sur ha'-bi4-la-lku-ni [i-na a ]-la-ak [PN] su-uq-la [su-ma] TUG-ti pa-ni-l/ -tim rzc/ 1 ta-di-na u-ta AN./NA [x x] a-na gam-ri-a [sa ha-]ra-an su-ki-nim r X X 1","To Adida and Ali-ahum from Damiq-pi- Assur: The day Abaya arrives you must not let my donkeys and servants rest - send them! Let the silver, the price of 1 textile and the copper stay. Sell a couple of textiles and send me 1 Yz mina with Abaya for me to dispose over. It is on the Narrow Track that I have left. My dear lords, as to the silver that I owe to Tiib-~ill-Assur, pay when PN arrives. Narrow Track .. ."
AKT 6c.pdf,a-na A-di-da A-la-hi-im u A-ba-a : a-na A-ba-a qi-bi-ma um-ma SIG5-pi-A-sur-/ma «qi-bi-ma» (erasure) ta-as-pu-ra-am um-ma a-ta-ma 8 GIN T A AN.NA-ka: ta-di-in TUG a-bar-ni-am a-na 1/2 ma-na 113 GIN ta-di-in : a-na iia-lnim 1/3 ma-na 5 GIN u-kil-lu-u lu KB ma-na 1 GiN si-im TUG.HI.A 21 ma-na URUDU sa e-zi-ba-ku-nu-ti-ni lu KB sa A-ba-a ub-la-ku-rnu 1-/ti-ni KB sa a-na DUG-~i-la-A-sur ha-bu-la-ku-nu KB su-uq-la-ma tup-pi se-.~i-a-ma tup-pa-am li-it-a-ma a-li-be tup-pi-a id-a: A-ba-/a u Me-zi-ta-num ue-rma 1-ru,"To Adida, Ali-ahurn and Abaya; specifically to Abaya from Damiq-pi- Assur: You wrote as follows: ""Your tin was sold at the rate 1:8. 1 Abarnian textile was sold for 1/2 mina 113 shekel. For the second one they offer 1/3 mina 5 shekels."" As to both the 1/3 mina 1 shekel of sil- ver, the price of a textile, the 21 minas of copper that I left with you, as well as the silver that Abaya brought to you, the sil- ver that I owe to Tab-~ill-Assur- pay the silver, take out my tablet, split the tablet and place it among my other tablets. Abaya and Mezitanum and the donkeys"
AKT 6c.pdf,"a-na A -la-hi-im qi-bi4-ma «qi-bi-ma»: um-ma SIG5-pi-!A'-su/ u MAN-A-sur: a-na-kam i-na ma-ta KB MAN-A-.~ur: e-pu-lu KB sa SIG 5-pi-A-sur a-hu-ni a-ta a-ma-kam : si-gis-is-ma KB (erasure) Wa-li-a ka-~a-ru-um sa A-sur-be-el-sa-ldu-i sa-as-qi-ils-su KB Ia i-ru-a-aq a-na A-la-hi-im qi-bi-ma um-ma SIGs-pi-A-sur a-di: Ia ,5a-hu-ti-a MAN-A-sur: e-pu-lu KB a-su-mi Dam-qa-a i-sa-qal MAN-A-sur fa ta-hu KB ki-ma : tal-qe-u ti-ir-ta-ka : a-sar wa-as-ba-ku-ni : li-li-kam I. 18: Damqaya is an abbreviated form of the name Damiq-pi-Assur.","To Ali-ahum from Damiq-pi-Assur and Puzur-Assur: They satisfied Puzur-Assur here for the deficit on the silver. The silver belongs to Damiq-pi-Assur. Our dear brother, exert yourself there and make Waliya, Assur-bel-sadu'e's packer pay the silver. The silver must not go missing. To Ali-ahum from Damiq-pi-Assur: They have satisfied Puzur-Assur before clearing me. He will pay the silver in the name of Damqaya. Puzur-Assur is not concerned. Send me word to where I am staying when you have received the silver."
AKT 6c.pdf,a-na A-la-hi-im qi-bi-ma um-ma SIG5-pi-A -sur-ma a-di: sa Wa-li-a ka-~a-ar A-sur-be-el-sa-du-e na-as-pe-er-tam a-na-ku u Puzur4-A-sur is-tit Hu-ra-ma nu-lti-pi-ta-ku-um u i-na-li~-pe-er-ti-ni lti-ap-ta-ku-um ki-ma KB : KB-pi-ni-/ma a-du-um lti sa-hu-ti-a i-ma-ta <KB> Puzur4-A-sur i~-.~a-pi-i/5 u PuzurrA-.~ur: a-na 1-na-Su-in u ku-a-ti na-as-pe-er-tam u-la-pi-tam i-na ha-ra-nim gam-ra-am zl-sa-qi-i/5 a-hi a-ta i-hi-id-ma KB sa-as-qi-i/5 su-ma KB tu-u.~-ta-as-qi-i/5 a-sar wa-as-ba-ku-ni ti-ir-ta-ka li-li-kam-/ma uz-ni pe-te a-di bu-ra-im sa li-tab-si-ka sa ta-a.s-/pu-ra-ni bu-ra-am u-ta na-as-a-kum,"To Ali-ahum from Damiq-pi-Assur: Concerning Waliya, Assur-bel-sadu'e's packer, I and Puzur-Assur wrote a mis- sive to you from Hurama, and in our missive it was stated for you that the silver is my silver and before I was cleared I have caused Puzur-Assur to be satisfied with the deficit on the silver. 10 e. rev. Also, Puzur-Assur has written a missive to Enna-Suen and you. He has paid the various expenses on the journey. My dear brother, take care and have the silver paid.  If you have already had the silver paid, then send word to me wherever I may be staying and inform me. 25 Le.  With respect to the burii 'u for your dress that you wrote about, he does not bring you a burii 'u."
AKT 6c.pdf,a-na A-la-hi-im U-.~ur-s a-IS tar u Zu-ku-a qi-bi-ma um-ma SIGs-pi-A-sur-ma ma-na AN.NA ku-nu-ki-a U-~ur-sa-Istar u $i-li-a na-as-r u-ni1-ku-nu-ti sA.BA [5 ma-n]a AN.N[A ik-r ]i-bu sa A _r sur 1 a-hu-u-a a-tu-nu a-ma-lti ta-le-e-a-ni la-ma ILLAT -tum e-ru-ba-ni AN.NA-ki a-na KB ~a-ru-pi-im di-na-ma Si-im 5 ma-/na AN.NA sa ik-ri-be KB lu sa-li-it a-si-ti KB-pi-a pi-ri-ka-ni na-ar-bu-tim wa-as-lmu-tim sa-ma-ma li-ib-si: .5u-ma pi-ri-ka-r nu 1 /a-su KB i-ku-nu-ki-su li-ib-si Damiq-pi-Assur,"To Ali-ahum, U~ur-sa-IStar and Zukuwa from Damiq-pi-Assur: U15ur-sa-IStar and Silliya bring you 15 minas of tin under my seal. Of that 5 minas of tin are votive offerings for Assur. My dear brothers, sell my tin for refined silver as well as you can before the cara- van arrives, and the proceeds from the 5 minas of tin from the votive offering must be available in silver. Buy pirikannus, soft and pleasant, for the rest of my silver and let them be. If there are no pirikannus, then let the silver remain under seal."
AKT 6c.pdf,"a-na A -la-hi-im r qi-bi-ma 1 : um-ma Sl[G5-pi-A-.§ur-ma] a-di r ti-sz:/ -bi 1 sa r E-na-nim 1 10 GIN rKB1 .§a ILLAT-rtim 1 rsa IGJl U-~ll-ra-nim [iz-Yku-a-ni 1 [10 GIN] rKB1 i-na KB-pi-a sa e-zi-ba-ku-ni su-qu-ul-su-ma u ,§i-lbe .§u-ku-sum : a-na-lkam i~-ba-ta-ni-ma um-ma su-ut-ma rKB1 di-nam um-[ma] r a-na-ku-ma 1 ta-a~-[ ... ] KB ta-la-rqe 1 now wants Ali-ahum to reimburse for him.","To Ali-ahum from Damiq-pi-Assur: Concerning Ennanum's additions, the 10 shekels of silver from the caravan that be- came available to me with U~udinum as witness, pay him 10 shekels of silver out of my silver that I left with you and then set witnesses for him. rev. He seized me here and said: ""Give me the silver!"" I answered: "" ... you will receive the silver."" I.e."
AKT 6c.pdf,a-na A-la-h[i-irn qi-b ]i-rna um-ma SI[G5-pi-A-sur- ]rna a-na KB s[a X X X (x)]-ti ha-b[ u-la]n[i x x x] §a/-maJ ni1 [x X] tarn-ka-ri-irn e-pu-su i-na .~e-ri-ka e a-ru-kurn a-hi a-ta a-hi a-ta 17 112 GiN I KB si-im e-ri-im DUMU Ku-zu-za-ri-im ha-bu-lam : A -mur-Btar a-hu-ka qa-ta-tu-su KB sa-as-qi-la-rna a-na pa-ni : se-birlam 1/2 ma-na u 5 GIN KB sa-hi-ir-tarn : a-na Ha-hi-irn ki-ma na-as-pe-er-ti ta-as-< me> -u se-bi-lam a-di sa ha-ra-an su-ki-ni-im su-rna lci na-tu-u tf-ir-ta-lka a-na Ha-hi-im a-na pa-ni< -a> li-li-kam-ma li-bi ki-ma : sa-lu-um KB sa DAM.GAR «sa» le-pu-us Damiq-pi-Assur,"To Ali-ahum from Damiq-pi-Assur: With respect to the silver that PN owes We are well ... they made for the merchant.  1 0  I must not be alienated from you. rev. silver, the price of copper. Your brother Amur-IStar is his guarantor. Make him pay the silver and send it to me. As you hear my missive send me small goods worth Yz mina 5 shekels of silver to Hahhum. Concerning the matter of the Narrow Track, if it is not feasible, send me word in Hah- hum, then I shall act so as to bring the silver  of the merchant safely on."
AKT 6c.pdf,a-na A-la-hi-im [qi-bi-ma] um-ma SI G 5-pi-[A -sur-ma] I ma-na KB 5 ma-na [URUDU] f5 71 ma-na ni-ga-li rsa1 5 GIN KB [~£-pa-ra-tim] i-na a-li-ki[-im pa-ni-im-ma] u a-ni-qi za-ap-ru-tim a-na DUMU um-me-a-nim ke-nim : di-in-ma [lu-ub-lam] rx ma1 dMAR.TU li-l[i-Yik [a-n ]a ~e-ri-ka [x x x]: a-na DUMU um-[me-a]-lni-im [x x x x] : a-na [ ... ] mi-ma [a-w ]a-tum da[-x (x)] i-na pa-ni-i[ rn-rna] a-li-ki-i[ rn] li-li-[karn ... ] be-te-e: 12 roiN1 [KB] A-sur-i-[rni-t]i: ha-bu-la[rn] A-mur-Is[tar x x] rta 1 ka rx 1 [ .. ] A-mur-Istar a-wa-at rna-[ ... ] KB sa-as-qi-i/5-su-ma ku-nu-uk-rna a-na pa-ni-a se-bi-lam a-hi [ a-ta ... ] ti-ir-ta-ka za-ku-s[a ... ] li-li-karn-rna [ ... ] ha-ra-[ ... ] is-ti ILLA T -ti[ m ... ] [tup-p]a-am s[a] 4 GIN KB [li-l]i-a-rna a-pa-ni-a [se-bi-lam a-hi a ]-ta a-la-nu-ka [a-ha-am ra-b ]i-am u-la i-su a-na [a-wa-a]t tup-pi-irn i-hi-id,"To Ali-ahum from Damiq-p1-Assur: 1 mina of silver, 5 minas of copper, 5 minas  of sickles, bronze pins worth 5 shekels of silver with the first transport - also, zapru rings - give that to a reliable affiliated trader so he may bring it. ... -Amurrum should come. ... to you ... to an affiliated trader ... ... the matter ... rev. have him come with the first transport. Assur-imitti owes me 12 shekels of silver Amur-IStar .. . Amur-!Star ... the matter ... Make him pay the silver, seal it and send it tome. My dear brother, a final report should come to me and ... ... with the caravan. Produce the tablet concerning 4 shekels of silver and send it to me. My dear brother, apart from you I have no elder brother. Pay attention to the words of the tablet."
AKT 6c.pdf,a-na A -la-hi-im qi-bi-ma um-ma SIG5-pi-A-sur MAN-A-sur u $i-li-a-ma a-di DUMU Hi-na-a sa ta-as-pu-ra-ni a-na-kam DUMU Hi-na-a ni-i~-ba-at-ma um-ma ne-nu-ma KB sa A-la-hi-im su-qul um-ma su-ut-ma A-ni-na a-na Ka-ni-is ha-ra-su KB i-Ka-ni-is A-ni-na [i-s]a-qal-sum [a-m ]a-kam KB A-ni-na rli-is- 1qu-la-kum A-ni-na ni-is-al-/ma um-ma ni-nu-ma KB a-ta ta-sa-qal um-ma A -ni-na-rna mi-ma IS-rna-A-sur Ia ta-~a-ba-ta KB i-Ka-ni-is a-na A-la-hi-im a-na-ku a-sa-qal a-di Ku-ku-la-nim sa ta-as-pu-ra-ni a-na-kam ni-i~-ba-at-ma um-ma m!-nu-ma 1/2 ma-na KB sa ik-ri-bi-su i-di-na-kum KB u si-a-ma-ti-su [su-qu-ul],"To Ali-ahum from Damiq-pi-Assur, Pu- zur-Assur and $illiya: With respect to Hinnaya's son about whom you wrote, we seized Hinnaya's son here and said: ""Pay Ali-ahum's silver!"" He answered: ""Annina is on his way to Kanesh. Annina will pay him the silver in Kanesh."" rev. Have Annina pay you the silver there. We questioned Annina, saying: ""About the silver, is it you who will pay?"" Annina answered: ""Do not seize anything from ISma-Assur. It is I who will pay the silver in Kanesh to Ali-ahum."" With respect to Kukkulanum about whom you wrote, we seized him here and said: ""He gave you Yz mina of silver of his votive offerings. Pay the silver and the purchases made."""
AKT 6c.pdf,a-na A-di-da zl A-la-[hi-i]m qi-bi-ma: um-ma SIG5-pi-i-/A-sur-ma it MAN-A-sur 11 TUG SIG5 i-a-u-tim : 11 n)G SIG5 ma-n[ a] si-pa-tim sa ba-ri-ni [s]a 6 GIN KB a-na qa-ti-su AN .NA I mi-ma ' a-ni-im : a-na Sa-lim-be-li iR sa A-mur-A-sur X DUMU diM-ba-ni: A-sur-pi-!G-ah TUG ku-nu-ki-ni ni-ip-r qi-id1 su-ma : c~u-ba-tit-ni is-rli-mu-ni-ma 1 e-ru- u-mm §aJap-ti-im 1 a-na H-na ag-[ri] 3 GIN rKB1 su_r uq 1[ -IG-ma si- ]ti «KB» rKB1 a-na Sa-lim-be-li u tap-pa-i-su di-ma KB ma-la ils-<qe->u-ni: wa-di-a-nim TUG SIG5 Zu-zu-a ub-la-ku-nu-ti TUG SIG5 sa MAN-A-sur Ku-lu-ma-/a ub-lti-ku-nu-ti !fU-ba-ti-ni lti-hu-pu-tim di-na-ma KB is-ti A-ba-ba rse-bi4 1-la-nim Ia i-sa-hu-/ur is-tu a-ni rsa ta ni li nix x 1 u-za-ni : Ia ta-pa-te-a su-ma a-wa-tum da-na u-za-ni pi!-le-a,"To Adida and Ali-ahum from Damiq-pi- Assur and Puzur-Assur as well: 11 good textiles belonging to me, 11 good textiles belonging to Puzur-Assur, 3 7 minas of wool belonging to us both, tin worth 6 shekels of silver for his dis- posal - all this we entrusted to Salim- beli, slave of Amur-Assur son of Adad- bani (and) Assur-pilah- the textiles under our seals. If our textiles have arrived safely and entered (the city), pay 3 shekels of silver to two hired men out of the proceeds from the wool, and give the rest of the silver to Salim-beli and his partner and indicate to me how much silver they have received. Zuzuwa brought you 1 good textile; Kulumaya brought you 1 good textile belonging to Puzur-Assur. Sell our wrapped textiles and send the silver with Ababa. He must not delay. Since ... you do not inform us. If matters are urgent, then do inform us!"
AKT 6c.pdf,"a-na A -di-da u A -lti-hi-im qi-bi-ma um-ma SIG5-pi-A-sur-ma TUG.HI.A SIG5 ANSE u-nu-su u si-na pa-li-li Sa-lim-be-li: u A-sur-pi-la-ah na-as-u-ni-ku-nu-ti rsA.BA 1 ku-ta-nu SIG5 DIRI 10 TUG.HI.A r sa 1 A -ki-di-i 5 ra-qa-tum [ka-am ]-su-um 3 sa ma-i [ su ]-ma r sal1- [ m ]u-ma e-ru-bu {u Se r X 1 [l]i-ib-sf-U? 2/3 ma-na 112 GIN KB Sa-lim-be-li u A-sur-pi-la-ah ha-bu-lu-nim a-ma-kam GIN.TA a-na pa-zu-ur-ti ~it-ba-ti-a lu-!ja-he-ru-ni si-ti KB IR sa r La-q(J1-[ ep] li-is-qit-lu ANSE u-nu-su u pa-li-li su-ma Sa-lim-be-li it tap-pa-su sa-ah-ru a-na D""UG-ab-~i-ld-A-sur pi-iq-da/-ma li-ir-di-a-am : a-hu-a a-tu-nu 1/3 ma-na 1 GiN KB si-im' : !fu-ba-tim 21 ma-na 10 GiN URUDU SIG5 : e-zi-ba-ku-[nu]-ti a-na KB di-na-rna KB ku-un-ka-ma li-ib-si a-na hu-sa-hi-im Ia til-ma-na-a mu-la KBI-ku-nu sa a-na D'UG-!fi-la-A-sur ha-bu-la-ku-nu : a-ma-su u ma-ru-ma KB su-uq-lcl-ma (up-pi se-~i-a-nim-ma li-ti-a-su-ma i-li-bi4 tup-pi-a su-uk-na na-ru-qa-tim 22 TUG i-[na?] ku-nu-ki-a i-na hu-ur-si-im e-zi-ib sA.BA 12 TUG.HI.A SIG5 8 qa-ab-li-u-tum ~u- a-tu sa s-ma-a su-n u -tz a-na di-na 9: could also be read -lu-um. Damiq-pT-Assur","To Adida and Ali-ahum from Damiq- pi-Assur: Salim-beli and Assur-pilah bring you 22 good textiles, a donkey, its harness and two palilus. Thereof: 12 extrafine kutiinus, 10 Akkadian tex- tiles, 5 thin textiles, 1 kamsu-textile, 3 water-proof- if they have entered safe- ly they should remain ... Salim-beli and Assur-pilah owe 2/3 mina Yz shekel of silver. They should deduct 1 shekel each on the smuggling of my textiles there. They should pay the rest of the silver (to) Ui-qep's slave. As to the donkey, its harness and the palilus, if Salim-beli and his colleague are delayed, then en- trust it to Tab-~ill-Assur so he may lead it here. My dear brothers, I left 1/3 mina 1 shekel of silver, the price of a textile, and 21 minas 1 0 shekels of good cop- per with you. Sell it for silver, seal the silver and let it remain. Do not consider it for your own needs. Pay the balance of your silver that I owe to Tab-~ill-Assur- his maid and sons, and get my tablet, split it and place it with my tablets. I left 6 sacks with 24! textiles ... under my seal in the store-room. Thereof: 12 good textiles, 8 of medium quality, 4 textiles belonging to Usmaya. Sell those for silver."
AKT 6c.pdf,"a-na A-di-da u A-!a-hi-im qi-bi-ma um-ma Da-mi-iq-pi-A-/sur-ma TUG i-na 6 na-ru-qa-tim i-na hu-ur-si-im ku-nu-ki-a e-zi-ib sA.BA 12 TUG dam-qu-tum TUG tar-di-u-tum TUG sa U.~-ma-a ,§u-ma hu-ur-su-um Ia sa-.r~l-ur TUG-ba-ti-a a-sar sa-.ru-ru-u su-uk-na a-hu-u-a a-tit-nu TUG-ba-ti-a di-na-ma KB li-im-hu-ra-ni ba-ab-tam Ia a-ra-si a-na i-ta-at-li-im di-na 113 ma-na 1 GiN KB ma-na 10 GiN URUDU SIG5 sa e-zi-ba-ku-ni-t[J ni1 URUDU a-na KB di-na-ma KB ku-un-< ka-> ma l i-ib-s i e-ma-.~a-am i-na hu-ur-si-im le-qe-a-ma is-ti Sa-lim-be-li u DUG-~i-lci-A-sur se-bi-la-nim ~u-ba-ti <sa> Sa-lim-be-li : u-se-ra-ba-ni ti-ib-si a-na A -di-da qi-bi4-ma i-na TUG-ba-ti-ka 1 ra-qa-tam 1 bu-ra-um sa ma-i","To Adida and Ali-ahum from Damiq-pT- Assur: I left 24 textiles in 6 sacks in the store- room under my seal. Thereof: 12 good textiles, 8 second quali- ty textiles, 4 textiles belonging to Usma- ya.  If the store-room is not guarded, then place the textiles where they will be un- der guard. My dear brothers, sell my textiles so that the silver is ready for me. I should not As to 113 mina 1 shekel of silver (and) 21 minas 10 shekels of copper of good quality that I left with you - sell the cop- per for silver, seal it and let it remain. Take 10 shekels of silver (and) 1 litre of oil (in) an emazum-container in the store- room and send it with Salim-beli and Tab-~ill-Assur. Let the textiles which Salim-belT will bring in remain. To Adida: In your textiles buy for me 1 thin one and 1 waterproof burii 'u."
AKT 6c.pdf,a-na A-di-da u A-la-hi-lim qi-bi-ma um-ma S1G5-/pi-A-sur-ma na-ru-qa-tim TUG.HT.A ku-nu-ki-a i-na hu-ur-lsi-im e-zi-ib sA.BA TUG.Hl.A SIG5 8 T1JG.Hl.A tar-di-u-tim r41 TlJG.HI.A sa Us-ma-a ~u-ba-ti-a a-sar sa-~it-ru .5u-uk-na 1/3 ma-na 1 GiN KB si-im : ~it-ba-tim ma-na 10 GiN KB e-zi-ba-ku-nu-ti URVDV-ri-i a-na KB di-na-ma it KB si-im ~it-ba-ti-a ku-un-ka-ma li-ib-si KB a-na hu-sa-rhi1-ku-nu Ia tit-ma-na li-[ib ]-sf a-hu-a a-tit-nu KB ~it-ba-ti-a a-na i-ta-at-lim i-ta-di-na ba-ab-tam la a-ra-Si GiN KB Sa-lim-be-li DUMU Ba-su ha-bu-lu-ni-im i-na ba-ni-x-im 13: the writing KB is an obvious mistake for URUDU.,"To Adida and Ah-ahum from Damiq-pi- Assur: I left 6 sacks with textiles under my seal in the store-room. Among those (were) 12 textiles of good quality, 8 second quality textiles, 4 tex- tiles belonging to Usmaya. Place my textiles where they will be un- under guard. I left the price of a textile, 1/3 mina 1 shekel of silver (and) 21 minas 10 shek- els of copper with you. Sell my copper for silver, then seal the proceeds in silver from my textiles and let it remain. Do not consider the silver for your own needs, let it remain (intact). My dear brothers, as to the silver for my textiles, they should be sold for cash on delivery. I shall not have any outstanding claims. Salim-beli son ofBasu owes me 14 shek- els of silver. m ..."
AKT 6c.pdf,a-[na A-lci]-hi-im it Dam-qa-a KI[~UB Sa ]-ta-na,To Ali-ahum and Damqaya; seal of Sat-Anna
AKT 6c.pdf,"a-na A-la-hi-im u Dam-qa-a qi-bi-ma um-ma Sa-ta-na-ma a-na Dam-qa-a qi-birma ma-na KB ni-is-ha-su DIRI sa-du-a-su sa-bu-a-ti a-na si-a-ma-tim a-na A-limki a-di-na-kum um-ma a-na-ku-ma AN .NA sa-ma-am a-ma-kam AN.NA .Si-im KB-pi-a a-na A-la-hi-im di-in a-na A-la-hi-im qi-birma a-hi a-ta a-ma-kam Dam-qa-a AN.NA li-di-na-kum [(x)] 2/3 ma-na 5 GIN KB [i-l]i-bi4 A-na-na [x] ram-tam 1 i-li .fa ma [x] rx me x a 1 am-tum ra-di-ni 1 wa-as-ba-at ra 1-hi a-ta be-li a-ta [K]B sa-as-qi-i/5-si u: am-tam [a ]-na si-mi-im di-in pi-ri-ka-ni a-na Ha-nu a-di-in um-ma a-ta-ma ha-ra-nam Lf-te-et u ,5 i-ta lu-ka-si-id-ma a-na-ku KB-ap-ki a-da-na-ki-im a-hi a-ta AN.NA-ki lu KB sa li-hi4 A-na-na lu .§i-im GEME-ti-a lu si-im pi-ri<-ka>-ni sa Ha-nu pi-ri-ka-ni sa-ma-ma u AN.NA-ki L~-ti pa-ni-im-ma se-bi4-lam 2 TUG.HI.A se-hi4-lci-ma zi-sa-ri-it-ma 1 GiN rKB 1 [ ... ] hu-ur-.~i-a-nam it ta-maJ !G-kam a 1 [ ... ] sa ip-qi-du-ni-ku[ -ma (. .. )] a-di e-ni-a za ta-[ mu-ru] deposited in the house ofSu-Nunu.""","To Ali-ahum and Damqaya from Sat- Anna; specifically to Damqaya: I gave you 2 minas of silver, its import duty added, its transport tariff paid to you, for purchases in the City. I said: ""Buy tin for me."" Give the tin, the proceeds from my sil- ver, to Ali-ahum there. To Ali-ahum: My dear brother, have Damqaya give you the tin there. possession of Anna-anna. ... the slave girl is still living in ... My dear brother and lord, have her pay the silver and offer the slave girl for sale. I gave 6 pirikannus to Hanu. You said: ""Let him complete one or two journeys, then I shall personally give you your sil- ver."" My dear brother, my tin as well as the silver in Anna-anna's possession, the proceeds from my slave girl and from the pirikannus from Hanu- sell the pirikan- nus and then send me my tin with the first transport. Send me 2 textiles, for I tore (mine), and 1 shekel of silver ... the hursianu- container and the tablet-box ... that they entrusted to you ... as long as you do not see my eyes."
AKT 6c.pdf,um-ma 1-di-Su-in-ma a-na SIG5-pi-i-A-sitr u A-ld-hi-im qi-birma a-di-i na-as-pe-er-ti sa Be-fum-ba-ni sa te-zi-ba-ni is-ti-in i-na ba-ri-ku-/nu li-li-kam-ma KB-ap-ku-nu li-ils-qe KB-ap-ku-nu !a i-ru-aq a-di-i Be-fum-ba-ni a-na-kam lri na-tu-ma ti-ir-ti lQ e-zi-ib a-na Ti-sa-mu-ur-na !a e-ti-iq a-na SIG5-pi-i-«BE»A-sur qi-bi4-ma wa-di a-wa-tim sa ni-ta-u-ni ta-am-ti-Si e-et-qam-ma e-et-qam-ma a-sar a-wa-/tim i-la-ku lu ne-pu-u.~ Damiq-pi-Assur,"From Iddin-Suen to Damiq-pi-Assur and Ali-ahum: Concerning the missive about Belum- bani that you left me, one of you should come and receive your silver. Your silver should not disappear. Concerning Belum-bani it is not appro- priate for me to leave instructions here; he will not go overland to Tismuma. To Damiq-pi-Assur: Apparently you have forgotten the matter we discussed. Do come here, come here, so we can do what the situation demands."
