tablet_id,transliteration,translation,source_pdf
368. kt 94/k 952,"a-na Ku.r zi-zi-a ŠŠtar-ld-ma-šz₁ r Na-ab-Šu-in 1 .rna-a-na 1 -mur-ŠŠtar Sa-r lim-ar-di u 1 Ma-nu-ki-rz-li-a qi-bi₁-ma um-ma En-um-rA-šur-ma 11/2₁ ma-na 5 GIN KB ku-nu-ki r ša Ku-ku-wa 1 u r ku-nu-ki-a 7 ANSE_HP u u-nu-šu-nu mi-ma r a-nim i-a-um Ma-nu-ki-i-li-a na-aš-a_r ku-nu-d KB a-nim 1 šaMa-nu-r{ki}-DINGIR-a .- na-aš-a-ku-nu ₁[-ti-ni] a-na 3 r ma-na KB u 1 ša Ku-ku-wa r a-na Ma-nu-ki-A -šur 1 D UMU MAN -ŠŠtar r ha-bu-lu-ni-ma 1 20 GU sfG_HI.A ra-na ša-par-tim 1 u-k?l-lu-ni r a-na ša ki-ma i-a-tz'l qí-bi-ma a_r ma-kam ma-la KB 1 Htar-la-ma-ši u Ma-nu-r ki-1-li-a 1 i-ha-šu-hu-ni KB lu i-na ša ba-ab-d-a ta-am-hu-ra-ni lu KB ša a-na -na-na ku-nu-ki-a u-še-bi4-[la-ni] a-na KB ki-ma a-wa-at ka-ri-im dí-na-šu-nu-d-ma SA.BA 1 ma-na KB 'h tz -? -z -a-šu-nu-tz-ma y / tup-pa-am , ša v hu-bu-Jí ul₁ ŠŠtar-la-ma-šì u Ma-nu-ki-1-li-a DVMV-i-ša: i-qa-qa-ad šal-mi-šu-nu hi-ir-ma-ma a-na am-ti-a tup-pa-am di-na-ma a-di a-ša-ka-ni iŠ-d-ša li-ib-ši u a-tu-nu i-na ša-ha-at ŠŠtar-la-ma-šì u Ma-nu-ki-i-li-a i-zi-za-ma KB a-na Ma-nu-ki-A -šur u-la a-ša ki-ma Ma-nu-ki-A-šur šu-uq-la-ma 20 GU SfG.HI.A u ši-ka-LVGAL ša a-ša-pa-ar-tim Ma-nu-ki-A -šur u-ka-lu ki-ma KB ta-ša-qa-la-ni a-šar SIG.HI.A ka-an-ku ku-nu-ki Ma-nu-ki-DINGIR-a lu-di-ma 140 Letters- Kuziziya u tup-rpa-am 1 ša 3 ma-na KB u tup-pa-am šu-a-ti u si-/kt-[LUGAL] a-na ŠŠtar-la-ma-ší pi-iq-da u i-ša-qa-al KB ki-ma ša-ap-tum i-a-tu-ni Hbe šu-uk-na u šiG.HI.A .-a-na Ša-lim-ar-di u Ma-n[u-k]i-DINGIR-a ša-ni-qa ma-la SfG.HLA i-za-ku-a-ni H-be šu-uk-na-šu-nu-ti I.e. ki-ma SfG.HLA u 7 ANSE.HLA ša En-um-A -šur-ni u SfG.HI.A ka-ni-ka ku-nu-ki-ku-nu iŠ- ti lu-qu-ti-a-ma pz-iq-da-ma li-ir-di-u-nim a-ma-la a-na-kam Ša-lim-ar-di na-hu-du le-pu-uš-šu-nu-ti","To Kuziziya, IStar-lamassi, Nab-Suen, An- na-anna, Amur-IStar, Salim-wardi and Mannum-ki-iliya from Ennam-Assur: 1 \.-2 mina 5 shekels of silver sealed by Ku- kuwa and by me, 7 donkeys and their harness - all this belonging to me, Man- num-ki-iliya brings to you_ In addition to this silver that Mannum-ki- iliya brings to you, for the 3 minas of sil- ver and its interest that Kukuwa owes to Mannum-ki-Assur son of Puzur-IStar, and for which he holds 20 talents of wool as security - say to my representatives: Whatever silver IStar-lamassi and Man- num-ki-iliya ask for there, lend them silver against interest according to the rate of the colony - from what silver you have recei- ved from my outstanding claims, or silver I sent to Anna-anna under my seal, and transfer 1 mina of refined silver thereof to them, write a debt-note for IStar-lamassi and Mannum-ki-iliya, her son, certify it with joint liability, and give the tablet to my maid so it may remain in her posses- sion until I come. Also, you must personally assist IStar- lamassi and Mannum-ki-iliya and pay the silver to Mannum-ki-Assur or to Man- num-ki-Assur's representatives, and as to the 20 talents of wool and the šikkan-šarru- stone that Mannum-ki-Assur holds as se- curity, when you pay the silver let him identify Mannum-ki-iliya's seal in case the wool is sealed, and then take out the tablet of the 3 minas of silver and its interest, entrust this tablet and the šikkan-šarru- stone to IStar-lamassi. Also, when the silver iš paid, set witnesses to prove that the wool iš mine. Also, check the wool for Salim-wardi and Mannum-ki-iliya, and set witnesses for them about how much wool you clear, namely that the wool and 7 donkeys be- long to Ennam-Assur; then seal the wool and entrust it under your seals together with my other goods so they may conduct it here. May Salim- wardi act for them as he was instructed here.",AKT 6b.pdf
369. kt 94/k 1266,"Ku-zi-zi-a IŠtar-la-ma-/šì -na-na na-anna, -mur-ŠŠtar Ša-lim-ar-dì Mannum-ki-iliya Ma-nu-ki-IDINGIR-a um-ma En-um-A-šur-/ma ma-na GIN 1/2 5 KB 5 u ša Ku-ku-wa kuwa","Kuziziya, IStar-lamassi, Nab-Suen, An- Amur-IStar, Salim-wardi (and) from Ennam-Assur: 1h mina 5 shekels of silver sealed by Ku- and by me plus 7 black donkeys",AKT 6b.pdf
370. kt 94/k 742,ŠŠtar-la-ma-ší u Ma-nu-ki-DINGIR i-zi-za-ma rKB₁ a-na Ma-nu-ki-A-šur u-La a-na ša ki-ma Ma-nu-ki-A -šur šu-uq-La-ma GU sfG.HI.A 20 u ší-ka-an-LUGAL ša a-na ša-pa-ar-tim Ma-nu-ki-A -šur u-ka-lu ki-ma KB ta-ša-qa-la-ni a-šar ša-par-tum ka-an-ku ku-nu-ki Ma-nu-ki-i-lí-a r lu ₁-dí-ma u tup-pa-am ša 3 ma-na KB u tup-pa-am šu-a-tí u ší-ka-LUGAL ku-un-ka-ma a-na Htalla-ma-šì pí-iq-da u i-r ša 1- < qa- > al KB ki-ma ša-ap-r tum i-a-tu-ni l Ši-be šu-uk-na u ša-ap-tam a-na Ša-lim-w[a-a]r-dì u Ma-nu-ki-i-lt-a ša-ni-qa-ma rna- l '.'['Jr-l ša-ap- tam z -za- k u-a-nz - Ší-be-e šu-uk-na-šu-nu-tí u₁ ki-ma ša-ap-tum r 7 ANSE.HI.A ša En-urn-A-šur Ša ša-ap-ltam ka-ni-ka-ma ku-nu-ki-ku-nu e. zš-tt 'v u-qu-tz-a-ma pz-zq- --rna li-ir-dì-u-nim a-ma-ld I.e. [a-n]a-kam Ša-lim-ar-dì nu-r na ₁-hi-du-ni le-pu-uŠ-Šu-nu-tì,"IStar-lamassi and Mannum-ki-iliya and pay the silver to Mannum-ki-Assur or to Man- num-ki-Assur's representatives, and as to the 20 talents of wool and the šikkan-šarru- stone that Mannum-ki-Assur holds as se- curity, when you pay the silver let him identify Mannum-ki-iliya's seal in case the security is sealed, and then take out the tablet of the 3 minas of silver and its inte- rest, and seal this tablet and the šikkan- šarru-štone and entrust it to IStar-lamassi. Also, when the silver is paid set witnesses to prove that the wool is mine. Also, check the wool for Salim-wardi and Mannum-ki-iliya, and set witnesses for them about how much wool is cleared, stating that the wool and 7 donkeys be- long to Ennam-Assur. Seal the wool and entrust it under your seals together with my other goods so they may conduct it here. Salim-wardi shall do for them what we instructed him to there.",AKT 6b.pdf
371. kt 94/k 824,"um-ma Ku-zi-zi-a-ma a-na Ku-ku-a u En-urn-A -šur 1 1/2 ma-na KB ša Ma-nu-um-ki-/z-lt ub-la-ni KB : ma-šu-uh 5 GIN im-tí-ma 1 tup-pu-um ša 2 2/3 ma-na KB 1 tup-pu-um ša 1/3 ma-na 2 1/2 GIN I KB 144 Letters - ša Ma-nu-um-ki-i-1í Ma-nu-um-ki-A -šur ld-šu-ma ša ki-ma šu-a-tí 113 ma-na 2 112 GIN I KB i/5-qe-u SUNIGIN 3 1/3 ma-na 5 GIN KB i-H-qí-i/₅ sA.BA 2 ma-na LA 5 GIN I KB A-na-na: a-ma-at En-um-A -šur ta-aš-qu-ul sA.BA 516 ma-na KB a-na ma-la : tí-ir-tí-ku-nu tup-pu-um ša ŠŠtar-la-ma-šì u Ma-nu-um- < ki > -'i-lf ni-i/ypu-ut iš-tu ha-mu-uš-tim ša I-na-a DUMU A-mu-ra-a ITU.1.KAM a-/a-na-tim tup-pu-um a-na -na-na a-dì-in 20 bi4-ld-tim SIG.HI.A a-na ma-la tí-ir-tí-ku-nu a-mì-Ša-am na-[ aš-u]-ni-ku-nu- < tì> tup-pu-um u š[zúka-an-LUGAL E'M. k"" v' v,' a-nu- t-A -šur: a-na [lštar]-la-ma-šì ni-di-in a-na En-um-A-šur qí-bi4-ma ha-ra-lni a-na Wa-ah-šu-ša-na a-ta-la-ak : wa-dì: a-hi a-ta me-er-i a-ta : a-na tì-ir-tí-ka ša ta- <aš> -pu-ra-ni um-ma a-ta-ma (erašure) a-na Wa-ah-šu-ša-na a-ša-par-lra-ma URUDU u-šu-ru-ni-kum U4-ma-ma tì-ir-ta-ka li-li-kam-ma URUDU lu-šìru-nim: a-na KB lu-ta-e-ler-ma ma-ah-ri-ka la-[ ašlku-un-ma a-ta-ma _. a-l[i ma-la-ki]-im mz-íiJ ik 1 [X X X X] ha-íi-i[qìJ URUDU d[a- X X X X X b]u u-ka-al lei i-[x x x x x x] a-na-kam tup-pu-[um x x x x r]i-im e. r ša-hi-ir-₁[ X X X tup-pa-am] u-ka-a[ l] ša UR UD U i-ša-qu-lu-ni-ni i-hi-id-ma ti-ir-ta-ka li-li-kam u En-um-A-šur ši-ri-a-am pi-ri-ka-ni a-na nu-a-im .- i-di-in-ma šu-ma i-ti-ki-ir","From Kuziziya to Kukuwa and Ennam- Assur: Concerning 1 1;2 mina of silver that Man- num-ki-ili brought- the silver was of infe- rior quality. We melted it down and 5 shekels were lost, and the tablet about 2 2/3 minas of silver and a tablet about 1/3 Kuziziya mina 2 lh shekels of silver belonging to Mannum-ki-ili - Mannum-ki-Assur was 10 absent so his representatives took as inte- rest 113 mina 2 lh shekels of silver; in all3 1/3 minas 5 shekels of silver was paid. Thereof Anna-anna, Ennam-Assur's maid, 15 paid 2 minas less 5 shekels of silver. Of that we wrote a debt-note for IStar- lamassi and Mannum-ki-ili for 516 mina of refined silver in accordance with your 20 e. instructions - from the week of Innaya son of Amuraya, month Allanatum. rev. I gave the tablet to Anna-anna. 25 We brought out 20 talents of wool from Mannum-ki-Assur's house, and following your instructions they bring it you the- to re. We brought out a tablet and some šikkan- šarru-štone from Mannum-ki-Assur's 30 house and gave it to IStar-lamassi. To Ennam-Assur: I have left on a journey to W ahsusana. Know, my dear brother and son, as the to message you sent me, saymg: ""I shall write to W ahsusana that they shall release the copper to you."" Send word even today, so they release the copper to me and I can convert it to silver, and place it before you so you yourself may decide what is to be done. is lost ... copper ... ... here the tablet ... ___ I hold a tablet stating that they must pay the copper to me. Take care to send word to me. Also, conduct Ennam-Assur to me. He gave the pirikannuš to the Anatolian, and if he denies ...",AKT 6b.pdf
372. kt 94/k 1145A'',"[KISIB Ku-k ]u-a-ma [KISIB] Šu-ŠŠtar a-na En-um-A-šur Two seals; one Old Assyrian style without inscription, 146 Letters - Kuziziya inscription: ša Ku-ku-wa. first seal belonged archive; CS 228 Teissier 156.",Seal of Kukuwa and seal of Su-IStar; to Ennam-Assur. and one in indeterminate style with to Su-IStar and is attested on other tablets in,AKT 6b.pdf
373. kt 94/k 1145B,"um-ma Ku-ku-a u [Šu-ŠŠtar-ma] a-na En-um-A -[šur qi-bi-ma] a-na ma-la ti-ir-[ti-ka] vk- k ,. r''""l ša z-ma : u-a-tz : z-na qa- -tr 1 ma-na KB a-mu-ra-am 5/6 ma-na KB a-na ŠŠtar-La-ma-šì u Ma-nu-ki-/e-li-a a-na : i-di-in a-na-kam 2 ma-na 4 GIN KB Ku-ku-a : iŠ-qu-ul-ma : ku-nu-ki-šu a-na Šu-ŠŠtar: ip-qí-id a-na Ka-ni-iš: ni-La-ak-ma tup-pa-am : ša ku-nu-ki-šu i-ma-ar-ma: KB u a-na ša < ki- > ma DAM.GAR-ri-im i-ša-qu-lu-ma tup-pa-aŠ-nu nu?-ša-ar : KB a-šu-ml-Šu-nu-ma GAN-lam5 i-ti-iq 5/6 ma-na 3 GIN KB a-ha-ma ša tup-pi-Šu ša-al-tim KB iŠ-qu-ul-ma ku-nu-ki-šu a-na Šu-Htar ip-qí-id um-ma šu-ut-ma ša-ap-ra-ti-a : u-qa-ma a-na Ka-ni-iš: a-na ša ki-ma : ku-a-ti li-li-/kam ša-ap-ra-ti-Šu u tup-p1Au lu-šhu-u 15 GU SIG.HI.A u 7 ANSE.HI.A: i pa-li-lu A-ba-ba Ša-lim-wa-ar < -dì> u ŠC-ep-Htar i-ra-dí-u-ni-kum : a-ma-kam lu-qu-ut-ka Ša-lim-wa-ar-dí l. ' k k "" ,, ' l u- b a- t-ta- um: i/₅-mì-nu-ma: a-dì ur[mì-i]m a-/ni-im iš-hu-ru: a-na E[n-u]m-/A-[Šur] qí-bi-ma: um-ma Su-r Htar₁-ma tí-ir-ta-ka a-na K[a-]ni-iš li-li-kam-ma: ra₁[-dt] URUDU-i a-šar ka-šu-dim lu [ ... ] i-na Ka-ni-iš ld-[šu]","From Kukuwa and Su-IStar to Ennam- Assur: In accordance with your instructions your representative ... gave 1 min a of checked silver and 5/6 mina of refined silver to IStar-lamassi and Mannum-ki-iliya against interest. Here Kukuwa paid 2 minas 4 shekels of silver and entrusted it to Su-IStar under his seal. We shall go to Kanesh and he will see the tablet with his seal, they will pay the silver and its interest to the representatives of the merchant, and we shall release their tablet. The silver will then travel overland in the- 1r name. He further paid 5/6 mina 3 shekels of sil- ver from his valid tablet, and entrusted it under his seal to Su-IStar. He said: ""I am waiting for my surety,"" so let him go to Kanesh to your representatives, so they may release his surety and his tablet. Ababa, Salim-wardi and Sep-Istar lead 15 talents of wool, 7 black donkeys and 7 paliluš to you. Have Salim-wardi credit your goods to you there. The winter has become bad and until today they are delayed. To Ennam-Assur from Su-IStar: Send your instructions to Kanesh and with respect to my copper - where it may be reached ... is not in Kanesh.",AKT 6b.pdf
374. kt 94/k 1447,"um-ma Ku.í zi-zi-a ₁-ma a-na r En-um ₁-A -šur qi-bi-ma a-na ma-la 148 Letters- Kuziziya tí-ir-tí-ka hu-ur-Ší_r ka 1 ša tup-pe.e Pí-la-ah-Htar i-dì.r nam?₁ hu-ur-H-a-nu-um u 1 r ku-nu-ku-ka r ku-nu-ku 1 ša -lu-la-a um-ma Pí-la-ah-Htar-ma tup-pa-am ša r ₁-a-kam-ma ni-il5""qe-ma u a-na hu-ur-Ší-/a-nim ni-iJ.ku-šu-ma hu-ur-Ší-a-nam ša tup-/pí-ka Eb-ri-mu-ša na-aJ.a-kum u a-ma-la tí-ir-tí-ka tup-pí-ka : a-na Pu-ru-uŠ-/ha-dim nu-u5-te-bi-il5 dš-pu-ra-kum um-ma a-na-/ku-ma U-ta-ta[m x]-a-ku-ma X X a-we-el-tim r dí-in 1 u tí-ir-ta-r ka 1 li-li-kam I.e. ta-aš-pu-ra-am um-ma a-ta-ma a-da-[ an] a-hi a-ta dí-[in]","From Kuziziya to Ennam-Assur: In accordance with your message Pilah- IStar gave me (accesss to) your store-room with the tablets - the container and your seal, sealed by Alulaya. Pilah-IStar said: ""We have taken the tablet of his harnessor somewhere, and then we placed it in the container and Alulaya sealed it."" Ewarimusa brings you the container with the tablet; also, as you instructed, we have sent your tablets to Purushaddum. I wrote to you and said: ""Give the grain ... to(?) the lady. So, send word. You wrote, saying: ""I shall give it."" My dear brother, give it!",AKT 6b.pdf
375. kt 94/k 589B,a-na E-na-ah-DINGIR Šu-A-šur En-urn-A -šur qi-bi-ma um-ma u Ma-ma-hi-ir Šu-ku-tum-ma 2 ma-na 15 GIN KB ša Šu-ku-tum a-na DAM.GAR ha-bu-lu ša tup-pì-šu ha-ar-mì-im KB ku-nu-ki ša Šu-ki-tim En-urn-A -šur na-aŠ-a-ku-nu-ti tup-pa-am ša hu-bu-li-šu am-ra-rna ma-la u4-mu-šu : e-ti-qu-ni 2 ta-ah-ši-iš-te-en₆ pa-ti-te-en₆ lu-up-ta-ma iš-ti-it E-na-ah-DINGIR lu-ka-i/5 iš-ti-it Šu-A -šur lu-ka-i/5 i-nu-mì Šu-ku-tum iŠ-ti tam-ka-ri-im i-na-mu-ru-u šu-ma li-bu-šu DAM.GAR ma-la u4-mu-šu e-ti-qu-ni šu-ki-tim li-ilrqe šu-ma la i-la-qe gi-mz-li a-na Šu-ki-tim li-di-ma li-ig-mì-i/5./Šu KB ša ki-ma DAM.GAR li-i/5-qi-u-ma tup-pa-am ša hu-bu-ul Šu-ki-tim u Šu-A -šur En-urn-A -šur li- < il5 > -qe-u 154 Letters - Man-mahir,"To Enah-ili, Su-Assur and Ennam-Assur from Man-mahir and Sukkutum: As to the 2 minas 15 shekels of silver that Sukkutum owes to the merchant, according to his certified tablet - Ennam- Assur brings you the silver sealed by Sukkutum. Look at his debt-note and write two open memoranda about how much his terms are in arrears, and Enah- ili should keep one while Su-Assur should keep the other. When Sukkutum meets with the mer- chant, the merchant may, if he wishes to do so, charge interest from Sukkutum in accordance with how much his terms are overdue. If he does not charge interest he will do Sukkutum a real favour. The representatives of the merchant should receive the silver, and Su-Assur and Ennam-Assur must take Sukkutum's debt-note.",AKT 6b.pdf
377. kt 94/k 601B':-,um-ma Ma-ma-hi-ir-ma a-na r En-nam ₁-A -šur qí.bi₄-ma 1 GU ma-na URUDU ma-ší-am 20 [SIG₅] A-ni-na DUMU rub ₁-lam tup-pu-šu a-na a-bi4-ka u [e-]zi-ib a-na-ku 1 ma-na 10 GIN KB ha-bu-ld-ak-/šu-um 1 ma-na 10 GIN KB ku-nu-ki-a Še-lu-um-ar-di na-{d}Š.a-kum a-ma-kam A-ni-na URUDU u liJ iŠ.qu-ld-kum ₁-ma [x x x] KB u ršu?-qU-ul-ma URUDU₁₁ [x] ma-na /[x] GIN rKB₁ [x] ŠIG₅-pi-I[A-šur] um-ma rA-mur-ŠŠtar₁-ma 1 TUG [x] rma-na TA ku x₁ ka X rni-di-ina-ma-kam₁ URUDU ršiG₅-pi-A-šur₁ li-iš-qu-ld-/kum ri-na {d}UTU-si₁ tup-pl r ta-ša-me-u₁ ti-ib-a-ma a-tal-kam u lu ni-iz-ku ša r11₁ GU URUDU SIGs tup-pu-šu ha-ar-ma-/am ša -šur a-na a-bi4-ka [x x x x] ti ka ta ni ... ] [,"From Man-mahir to Ennam-Assur: Annina son of Assur-bel-awatim brought 1 talent 20 minas of washed fine copper. He left his tablet for your father. Also, I personally owe him 1 mina 10 she- kels of silver. Salim-wardi brings you the 1 mina 10 shekels of silver under my seal. Have Annina pay you the copper and its accrued interest there, and pay the ... silver and its accrued interest, and ... the copper ... x minas x shekels of silver Damiq-pi-Assur __ _ Amur-IStar said: ""We sold 1 textile worth x min a ... "" Let Damiq-pi-Assur pay you the copper there. The very day you hear my letter you should set out and come and then let us settle ac- counts. For 11 talents of good copper ... the certi- fied tablet that ... to your fa- ther __ _",AKT 6b.pdf
378. kt 94/k 1384,um-ma Ma-ma-hi-ir-ma a-na En-urn-A -šur u Lu-lu qi-bi-ma [a]-na Lu-lu qi-bi-ma [x] ma-na KB [s1a Ku-ul-ma-ku-ul-ma a-na šhi-a₁ u-še-bir/la-r kašiq_ni 156 Letters - Man-mahir KBa-na En-um-A -šur šu-qul-ma u tup-pa-am ša ku-nu-ki-šu li-/dì-na-kum a-ša ki-ma a-na Ku-ul-ma-ku-/ul-ma KB ku-nu-k(ic-šu-ma iš-tí En-um-A-šur li-ib-H a-na a-na En-um-A -šur qì-bi-ma 2 ANSE u ' u-nu-šu-nu ' ' Lu-lu li-dì-na-kum u 1 ANSE Ar-H-ah li-dì-na-kum En-na-ŠU-in ša-al-ma šu-ma KB [(x)] qa-tí il5-qe I.e. e-ri-šu-ma: ma-li-a-/šu-nu šu-ma ld-šu ANSE.HLA a-na 1/2 ma-na TA,"From Man-mahir to Ennam-Assur and Lu- lu; specifically to Lulu: x minas of silver that I sent to you with Kulma-kulma, pay that silver to Ennam- Assur. Then let him give you a tablet with his seal to the effect that I shall not raise claim against Kulma-kulma. Seal the silver and let it remain with En- nam-Assur. There is a complaint against the City. To Ennam-Assur: Have Lulu give you 2 black donkeys and their harness; also, have Arsi-ah give you 1 donkey. Ask Enna-Suen and if he has received silver for expenses demand it from him and load them (the donkeys). If he is not there (sell) the donkeys for 1;2 mina each.",AKT 6b.pdf
379. kt 94/k 920,"a-na En-na-nim Ku-ku-u-a Ma-ma-hi-ir u Ha-dì-tim qí-bi-ma um-ma En-nam-A-šur-ma a-na Ha-di-tim qi-bi-ma i-na pa-ni-tim-ma iš-ti Ma-ma-hi-ir ti-ir-ti i-[li-ka]-l{ki}-[im] um-ma a-na-ku-ma u-ta-t[am] ša a-na a-wi-ld-tim ša KB 2 ma-na a-na u₄-[me] ,., k ,,• u-še-ru-ma u-a-tz u Ša-x[ ... ] KB ši-im u-ta-tim[ ... ] ' . ' [ ] ta-u- ... ra₁-na-ku ra₁-n[a ... ] a- d' ma- [l' u ' št-m-šu ., . t v ] KB [ ... ] a-na Ld-[qe-ep ... ] di-ni u x [ ... ] a-ha-ma li-bi-ši a-dì ha-ra-ni i-na a-ld-ki-[a] li-bi mi-ma ld tu-ša-n[i] u u-ta-tam ša rru₁-um-[li-a-im] uša DUMU UŠ-h[a-ta (x) m]a-ld i-ša-nim ni-[. .. ] 158 Letters- Man-mahir l z. 'b'""fl[] z-šz ... a-na Ku-ku-[a qì-bi-ma] um-ma E[ n-um-A -šur-ma] H-im e-[. .. ] tup-pa-ka [ ... ] U4-me-e aŠ-( ... ) um-ma Šu-Be-[lum-ma u4-mu-ka] ma-al-u KB r ša X X 1 1/2 ma-na KB Ši-im TUG.HI.A iš-tí Wa-al-dí-lim I.e. KB ša-dŠ-qí.ld-šu 25 na-ru-uq GIG Ka-ar-H-ni er-ša-ma i-be-et En-na-nim li-bi4-H","To Ennanum, Kukuwa, Man-mahir and Haditum from Ennam-Assur; specifically to Haditum: Earlier I sent word to you with Man- mahir, saying: ""The grain that I released on terms to the ladies for 2 minas of silver ... and which ... for you and Sa ... , the silver, the price of the grain ... to me."" I ... both once and twice ... the silver ... give to La-qepum . .. and ... let it remain apart until the journey. Do not alienate me when I arrive. Also, the grain from the man from Tumliya and from Ushata's son in the second ... it should remain ... To Kukuwa from Ennam-Assur: The price of .. . your tablet .. . terms ... e. Su-Belum said: ""Your term is up. Have him pay the silver."" 1h mina of silver, the proceeds from the sale of my textiles is in Waldi-ilum's pos- session, so seize him and make him pay. Demand 25 sacks of wheat from Karsini, and let them be kept in Ennanum's house.",AKT 6b.pdf
381. kt 94/k 657,a-na Ha-nu-nu En-nam-A-šur qi-bi-/ma um-ma Ma-ma-hi-ir-ma a-ma-kam a-na qa-ra-bi-tim er-ba-ma tup-pa-am ša be-u-la-at Da-ra-aš En-um-A -šur na-Ši i-na li-bi Letters- Man-mahir tup-pi-a šu-uk-na [_ u ta-ah-ši-iš-tam ša a-na En-um-A-šur u-ša-qi-lu am-ra-/ma i-na na-aš-pler-ti-ku-nu u-di-a-nim u ta-ah-ši-iš-tam En-nam-A -šur lu-ka-i/5-Ši,"To Hanunu and Ennam-Assur from Man- mahir: Enter the interior of the house there, and place the tablet (that) Ennam-Assur carries concerning the working-capital of Daras among my other tablets. 161 Also, look at the memorandum stating that he paid for Ennam-Assur's various expenses, and make it known me in to your m1ss1ve. Also, Ennam-Assur should keep the me- morandum.",AKT 6b.pdf
382. kt 94/k 980,um-ma Ku-da-tum u Ma-ma-hi-ir-ma a-na E-nam-A -šur qi-bi₄-ma 1 ma-na KB ša Da-ra-Ši u l-li-di-na₁ H-im e-ma-ri ku-nu-ki-šu-nu Ma-nu-um-ki-A -šur DUMU -hu-wa-qar na-aš-a-kum e. 162 Letters - Man-mahir a-ma-kam KB li-iš-qu-ld-ku-ma u tup-pa-aš-nu dì-in,"From Kudatum and Man-mahir to Ennam- Assur: Mannum-ki-Assur son of Ahu-waqar brings you 1 mina of silver from Darasi and Ili- iddina, the price of donkeys, under their seals. Have them pay the silver there to you and then give them their tablet.",AKT 6b.pdf
383. kt 94/k 1004,"a-na I-di-a-bi-im I-tur,.DINGIR En-na-nim -la-hi-im qi-bi-ma um-ma En-nam-A -šur-ma a-šu-mzlu-qU-tim ša a-bi-/ni a-na ša-ld-hi-ša ta-aš-pu-ra-ni-ni a-na-kam A-da-da iš-tiA-šur-DUG DUMU A-zu-za-a i-Ša-la-ah-šu-wa i-mz-ig-ru-ma a-na Ku-ša-ra -da-da a-na a-wi-lim ta-mu-im r e ₁-ti-ti-iq ma-mz-tam iš-ti a-wi-lim i-ld-qe-r rna 1 u lu-qu-tam ša DUMU A-zu-za-a-ma ha-ra-an šu-qa-ni-ma i-ša-ld-ah a-ba-u-a be-lu-a : a-tu-nu šu-ma a-ma-kam a-wa-at ka-ri-im u e-kal-lim da-na-rna lu-qu-tum a-mi-ša-am la nu-šha-ba-H KB 1 ma-na ti-ri i-na KB-ap a-bi-ni le-qla-ma iŠ-ti ba-ti-qi-im u-ta iš-ti še-bi4-la-nim-ma lu-qu-ut a-bi-ni a-šar šu-ul-mz-im I.e. li-H-li-ih be-lu-a a-tu-nu ih-da-ma tu-ur-da 166 Letters - Itur-ili","To Iddin-abum, Itur-ili, Ennanum and Ali-ahum from Ennam-Assur: You have written me about dispatching our father's goods. Here Adada agreed with son of Azuzaya in Salahsuwa, and Adada has travelled to Kussara to have the man swear an oath. He will get an oath from the man and then he will dispatch the goods of Azu- zaya's son on the Narrow Track. My dear fathers, if the orders of the co- lony and the palace are strict there, then we shall not let the goods enter for that destination. Get every mina of tiri-šilver from our father's silver and send it here with an express caravan or with my servant, so our father's goods may be dispatched safely. My dear lords, take care to send my ser- vant.",AKT 6b.pdf
384. kt 94/k 786,a-na I-dì-a-bi-im I-[tur4-DINGIR] Ku-ku-wa -dì-da -lei-[ hi-im J qí-bi-ma um-ma En-um-A -šitr-m[ a] a-šu-mzlu-qu-tim ša a-bi-ni a-šar ša-la-mi-Ša ša ki-ma a-bi-ni it a-dí ma-la u 5í-ni-šu aš-pu-ra-ku-nu-tì i-na tí-ir-tí-/ku-nu ha-ra-an šu-qì-ni-ma a-šhu-ub lu-qu-tim ta-aš-ta-na-pa-ra-nim um-ma a-tit-nu-ma a-šar ša-lei-am lu-qu-tim ša a-bi-ka mi-li-ik u a-na-kam a-wa-at e-kal-li ša ša-la-ša-at šu-nu-ti da-na-ma a-šar iš-te-en₆ a-wa-šu-nu ša-ak-na-at r D UMU -zu-za-a tu ₁-ma a-di u₄-mi-im a-nim ka-li-i a-di KB ša a-di Ši-ni-šu aš-pu-ra-ku-nu-ti-ni-ma [šu-ut] u-la e-zi-ba-ni [a-ba-u-a] be-lu-a : a-t[ u-nu] a-ma-la lu-q[u-tim ša a-bi-ni] Ša-lcl-ml-Ša ša i-X X 1-[ r ... ] i-na KB-ap a-bi-a iš-ti ba-lti-qi-[ im] še-bi-la-nim-ma lu-qu-tam lcl-aš-lu-uh ih-da-ma La a-ša-hu-lur u a-ta mi-nam ša a-ma-kam ta-ta x i ha ri u,"To Iddin-abum, Itur-ili, Kukuwa, Adida and Ali-ahum from Ennam-Assur: Once or twice I have written to our father's representatives and to you about how to deal with our father's goods in a safe manner. In your instructions you keep writing to me about bringing the goods on the N ar- row Track. You wrote: ""Decide about the safety of your father's goods!"" However, here the orders of the palaces, three of them, are strict, and they have made common cause. So, they have seized Azuzaya's son on the narrow track and he is detained until this day. As to the silver that I wrote you about twice, and which he has not left for me, my dear fathers, every mina of tiri-silver as saving our father's goods Send me some of my father's silver with an express caravan so I can dispatch the goods. Take care so I am not delayed and indeed, why is that there you have ...",AKT 6b.pdf
