transliteration,translation,source
"CAD A, I, 258a, io; read ibid. in\nBIN 4, 47, g not Ka-hi-1i, but sk'a ki-li, ""that of all (the silver",to satisfy a claimant.,publications_extraction
Z. 11-13; tatum aber nicht ausdrücklich genannt,"si-it-ra-am sa [....]\n206. BIN VI, 185\nText: NBC 3855, Handel; koll.\nAufzeichnung in subjektiver Stilisierung über Einnahmen und Ausgaben, darunter für den\nWegezoll.",publications_extraction
VLQ YH 6DYDú +DUPDQND\D ³  'H÷LUPHQWHSH 0DODW\D  øPDPOÕ .|\ \n.XUWDUPD .D]ÕVÕ´ VIII. KazÕ SonuçlarÕ ToplantÕsÕ (26-30 MayÕs 1986,"H÷LUPHQWHSH 0DODW\D  .XUWDUPD .D]ÕVÕ   <ÕOÕ 5DSRUX´ VI. KazÕ\nSonuçlarÕ ToplantÕsÕ, (16-20 Nisan 1984),ø]PLU   \n8IXN.",publications_extraction
wie hu-sa-e sonst zu eri'am,li-dí ist natürlich substantivische\nApposition zu kaspam.,publications_extraction
"Rasu\nA-Sli,tr-mu-ta-bicil5]\nA-Sli,tr-mu-ta-bi ci1\n(10",`\n(5) i-sé-er A-Sùr-mu-ta-bi oil5 (6) Bu-za-zu mi-ma (7) ía-ld 11 5-0 Su-ma.,publications_extraction
12 na-[d]s-pé-er-[ti-a] (13,i x] x [x ki-ma].,publications_extraction
"s. I. GELB, OIP XXVII 21 ff.\nund oben Nr. 21, io : ma-ru","ú (me-er-ú). Daneben kommt aber\nauch die babylonisierende Form mdrü (ma-ru, ma-ar-g) vor.",publications_extraction
z subdtam\nkà-db-tcím," ]-ma\n(5)\n-t]im 9 ma-na\n(6)\n]x 1 emdrum sa-lcí-mu-u[m]\n(7)\n] x Puzu [r4-\n(2) Zu subdtum kabtum s. noch CCT 2, 28 (r subdtum kà-db-tum), ICK 28, 4.",publications_extraction
cf. In-na-sú-in,"um 35, 38\nE-na-sii 38, zg\nEn-na-sú V. Ni-mar-aadad.",publications_extraction
ta-áš-ta-\nna-me a-ma-kam ki-ma a-na-kam ma-tum8 da-al-ha-at-ni ú KÙ.BABBAR da-nu-ni : a-dí ki-a-am\na-na-kam wa-ar-ha-am iš-té-en6 ú šé-na ù uš-ta-as-hi-ru-ni um-ma a-na-ku-ma KÙ.BABBAR ku-\nun-kà-ma lá-ma a-na sí-kà-tim tù-ṣa-ni lá-at-bé-ma lá-ta-lá-ak-ma iš-tí-ku-nu lá a-sà-ke-er ú-ma-\nam iš-tú Ša-lá-tù-a-ar a-na si-kà-tim ni-tí-ṣí a-hi a-ta be-lí a-ta i-na tù-a-ar si-kà-tim a-wi-li a-na-\nhi-id-ma KÙ.BABBAR ú-ša-ak-na-šu-nu," Today we will go out to the sikkātum from Šalatuwar. Dear brother:\nwhen the sikkātum returns, I will take care of the men and produce the money for them.’.",publications_extraction
a-dí sí-kà-tim i-tù-ra-\nni-ni a-na Ša-lá-[tù-ar] a-ṣé-er I-na-[-x-(x,"about a sikkātum being far away and giving\nthe prices of copper in Šalatuwar and Ulama.\n116 Kt 94/k 1406: 23-27 Until the sikkātum returns, ... to Šalatuwar to Ina...",publications_extraction
lá ta-áš-ta-na-me-e\nki-ma a-li-ku i-na Wa-ah-šu-ša-na ù Ša-lá-tù-ar kà-al-ú-ni,"\n46-48 to Imdī-ilum, who dies c. REL 103, that may refer to the same set of incidents ‘Do you not\nkeep hearing that travellers are being held up in Wahšušana and Šalatuwar?’.",publications_extraction
a-dí [x] u4-me\nsí-kà-tum i-tù-ra-nim a-ta-bé-a-ma a-ta-lá-kam,1-3 In [x] days the sikkātum will return. Then I will get up and leave.,publications_extraction
ki-ma sú-ku-ur-tù-ni a-na-\nkam-ma wa-áš-ba-ku,"3-4: ‘Since there is a blockade, I am staying over here’.",publications_extraction
son of Aššur-taklāku,– Ennam-Aššur.,publications_extraction
son of Ayaš-kī-iddinam,– Suen-muballiṭ.,publications_extraction
son of Anum-pīša,– Rēš-Šamaš.,publications_extraction
son of Aššur-nimri/-nīšu,"– Ikūn-pīya son of Šalim-Aššur\nThe patronym is attested in OIP 27, 39; see also Veenhof 1985: 204-5.\n\n19) REL 192 – Nimar-Suen.",publications_extraction
son of Bēliya or Ikūn-pī-Aššur,"Aššur-ni-⌈im?-ri?⌉. A collation of both texts is needed.\n\n20) REL 193 – Adad-bānī son of Puzur-ilī\nThe patronym is attested in ARM 21, 263.\n\n21) REL 194 – Ṭāb-ṣill-Aššur.",publications_extraction
ki-ma a-wa-\nat na-ru-a-im DUMU A-sur su-um-su KU.GI a-na a-ki-di-im a-mu-ri-im u su-bi-ri-im ma-ma-an Ia i-da-an sa i-du-\nnu u-lci i-ba-la-at,"In accordance with the words of the stele, a citizen of Assur may not\npay any gold to an Akkadian, anAmorite, or a Subarean. The one who does pay (in gold) will not live.",publications_extraction
I. 30-34: §a i.l:-tf A-mur-Btar te-er-ti Ia\ni-li-ka-ni a-ka-.l:a-di-.iiu-nu su-ku-ur-tum i-ta-ab-<§i>-ma a-ta Ia ta-as-ta-na-me,Do you not keep hearing that my report did not come with\nAmur-IStar because a blockade came into effect (preventing) his arrival?,publications_extraction
"1. 7-12: a-ma-kam i-na dUTU-si [up-pi ta-.\:a-me-u E.GAL-lim""'-ku-nu ap-!a-ma ra-bi\nsi-ki-tim me-et la-ma ma-tum i§-me-u ra-ma-ku-nu .l:u-ul-ha-a","On the day you\nhear my letter there, you must satisfy your palace for the rabi sikkitim is dead. Before the land has heard it you\nmust pull yourselves out.",publications_extraction
I. 3-7: Ia li-bi DINGIR-ma .\:a-tam i.l:-te-et\nsu-ku-ur-tum i-.l:i-ki-in-ma qa-di-ma DUMU A-.l:itr .l:u-um-§u u ne-nu ni-tam-sa-ar,"Alas, there has been blockade (last-\ning) an entire year, and all Assyrians, including us, have been detained.",publications_extraction
1. 3-6:\na-sa-me-mama-tum sa-hi-at u ha-ra-num pa-hi-<at>-ma la-qa-[ a X X l u KU .BABBAR Ia' [nd'-tu'',"I heard that the country\nwas in turmoil, and that the roads were closed so that the collecting of[ ... ] and silver [was not possible].",publications_extraction
1. 13-17: LUGAL da-me e-ta-pa-a.ii-ma ku-si-.l:u Ia ta-aq-na-at .1:£-ik-na-tum a-hu-ra\nru-ba-u i-na ba-ri-.l:u-nu i-ta-[it-lu,The king has committed a bloody deed and his throne is blemished. The agreements are suspended. The princes\nkeep watching each other.,publications_extraction
I. 4-7: r ki-ma 1 ni-i.\:-ta-na-me-u ma-r tum 1 [ d]a-al-ha-at-ni u ti-ir-ti ka-ri-\nim da-na-at-ni,"Since we keep hearing here that the land is in unrest, and\nthat the order of the Colony is strict ...",publications_extraction
11 LA I TUG.HI.A Sa-la-ah-.\:u-a-i-u ub-lu-nim sA.BA 6\nHJG.HI.A .§a Kur-ub-Btar i.\:-te-en ku-nu-ku-.\:u la-§u 6 GiN KU a-na Sa-!a-ah-.\:u-a-i-e a-di-in,"Out of\nthe eleven minus one textile that the SalahSuwean brought to me, six belong to Kurub-IStar. One had no seal. I\nhave paid the SalahSuweans six shekels of silver.",publications_extraction
"PN1]9. 1250\nUnfortunately, the city between Tuhpiya and Tismurna is lost in a break, but a likely interpre-\ntation of Kuliya's route would be that he went from Durhumit via Sinahuttum on an eastern\nroad to Tuhpiya. His return could then have taken a western road, perhaps through Tawiniya\nto Tismurna and Durhumit.\nThe position of Tuhpiya on the western limit of the Assyrian trade system controlled from\nDurhumit coincides with the observation that Purushaddum as a region (cf. 4.7","utum-tax, and [we entrusted it to\nPN16] in [GN] and [he is bringing it to the Co]lony under our seals. [We collected ... ] of\nsilver from [PJN 17 in Tispurna, and [we entrusted it to P]Nl8 and to.",publications_extraction
I. II: I /2 qa sa-ar-dum,"-ar-dam); AKT 6, 163 (1. 20-21: I qa i.GIS sa-ar-dam); AKT 6, 203 (I. 27: 3 qa sa-ar-dam sa DUB.SAR);\nAKT 6, 515.",publications_extraction
1. 1-4: 6 ma-na 15 GiN URUDU\nda-a-su sa is-tu Sa-la-tu-ar a-di Pu-ru-us-ha-dim (I. 9-11,6 minas 15 shekels of copper- fees on what (went) from Salatuwar to Purushaddum 000\n4 112 shekels of silver- fees on what (went) from Purushaddum to Salatuwar.,publications_extraction
l. 16-19: i-hi-id-ma 1 ma-na KÙ.BABBAR a-pá-ni-a a-na Ha-hi-im šé-bi-lam (l.\n24-25,sent from\nEluhhut near Mardin to Kaneš: ‘Take care and send 1 mina of silver in advance of me to Hahhum [on the Euphrates]\n… We have just left Eluhhut’.,publications_extraction
l. 25-26: 1\nṣú-ba-ar-kà i-ha-ra-nim me-et,‘One of your labourers has died on the road’.,publications_extraction
l. 17-22: a-ni na-ab-ri-tum\ni-na Ur-šu i-ṣa-ba-at-ku-nu ki-ma ku-pá-um ma-du-ni a-na lu-qú-ut DAM.GÀR-ri-im ša ki-ma qá-qí-dí-a ú-lá\náš-tap-ra-am,‘Now the winter has caught up with you in Uršu. Since there is a lot\nof snow I have not sent anyone in whom I could trust to get the goods of the merchant’.,publications_extraction
l. 8-9: a-bi a-ta be-lí a-ta ku-ṣú-um\nlá i-kà-ša-dá-ni,"‘My dear father and lord, the cold must not catch up with me’.",publications_extraction
l. 15-16: ku-ṣú-um ik-ta-ša-ad … (l. 21-22,above and cf. CAD s.v. Kt 87/k 426: ‘The cold has arrived … the snow has seized us in\nLakuz for two days’.,publications_extraction
l. 7-12: a-ma-kam i-na dUTU-ši ṭup-pí ta-ša-me-ú É.GAL-limsic.-ku-nu áp-lá-ma ra-bi\nsí-ki-tim me-et lá-ma ma-tum iš-me-ú ra-ma-ku-nu šu-ul-ha-a,"‘On the day you\nhear my letter there, you must satisfy your palace for the rabi sikkitim is dead. Before the land has heard it you\nmust pull yourselves out’.",publications_extraction
l. 13-17: LUGAL da-me e-ta-pá-áš-ma ku-sí-šu lá ta-aq-na-at ší-ik-na-tum a-hu-ra\nru-ba-ú i-na ba-ri-šu-nu i-ta-ṭù-lu,\n‘The king has committed a bloody deed and his throne is blemished. The agreements are suspended. The princes\nkeep watching each other.,publications_extraction
l. 4-7: ⌈ki-ma⌉ ni-iš-ta-na-me-ú ma-⌈tum⌉ [d]a-al-ha-at-ni ú tí-ir-tí kà-ri-\nim da-na-at-ni,"‘Since we keep hearing here that the land is in unrest, and\nthat the order of the Colony is strict …’.",publications_extraction
l. 11-15: ma-at\nZa-al-pá sà-hi-a-at lá na-ṭù-ma ma-ma-an i-na wa-áš-bu-tim a-da-gal-ma mì-ma lá ú-šé-té-eq,‘The country of Zalpa is in\nturmoil. It is not feasible that I should rely on any of the residents and have anything dispatched’.,publications_extraction
l. 13-17: šu-ma\na-dí-ni i-Kà-ni-iš wa-áš-ba-tí a-na Wa-áš-ha-ni-a et-qá-ma a-dí ma-tum i-nu-hu lá té-ra-ba-am,"‘If\nyou are still in Kaneš, then go to Wašhaniya, but do not enter before the land has settled down’.",publications_extraction
l. 3-4: ki-ma sú-ku-ur-tù-ni a-na-kam-ma wa-áš-ba-ku,"‘Since\nthere is a blockade, I am staying here’.",publications_extraction
l. 8-11: a-na-kam ki-ma sú-ku-<ur>-tù-ni iš-tù\nÚ-lá-ma a-na Kà-ni-iški i-tal-kam-ma,"‘Be-\ncause there was a blockade here, he went from Ulama to Kaneš’.",publications_extraction
decided by the Plenary Assembly of the Purušhattum Col-\nony,"‘Upon his departure’, ICK 1, 188: ‘In\nthe Gate of the God’, KUG 14: ‘On the marketplace’.",publications_extraction
l. 21-26:\nší-tí TÚG.HI.A i-na Hu-ra-ma le-zi-bu šu-ma ILLAT-tám! a-na e-ra-bi-im ma-as-ra-at ma ha-ra-an sú-qí-nim\nú-šu-ra-at,‘They should leave\nthe rest of the textiles in Hurama. If the caravan is held back from entering then the Narrow Track is free’.,publications_extraction
l. 10: a-na a-ší-\ntí-[šu x x,lists a number of textiles given as an erbum to the king of Hurama and his wife.,publications_extraction
l. 4-7: 2 MA.NA URUDU i-na ba-té ša Tí-iš-mur-na ik-lu-ú-ni-ma a-dí-in,‘They held me back and I paid 2 minas of copper in the territory of Tišmurna’\n.,publications_extraction
l. 4-6: a-na ru-ba-im iš-tù sí-kà-tim i-tù-a-ri-šu i-ba-tí-šu\nam-hu-ur-šu-ma,"‘Upon the king’s return\nfrom the sikkātum, I confronted him in his territory’.",publications_extraction
"l. 3-5: 6 GÍN AN.NA i-na ba-té ša Ha-na-ak-na-ak a-šar ni-iz-kà-ru a-na É\nub-ri a-dí-in’; AKT 6, 273: ‘They took 6 1/3 shekels of tin as nishātum-tax in the territory of Zuhta (l. 14-15: 6 1/3\nGÍN AN.NA ni-[is-]⌈ha-tim i-na⌉ [ba]-té-e ša Zu-ùh-ta ⌈il5-qé⌉-ú (coll. from photo",‘I paid 6 shekels of tin for lodgings in the territory of Hanaknak at the place where\nwe made a declaration under oath’.,publications_extraction
l. 1-5: 2 LÁ 1/4 GÍN AN.NA a-na É-be-té ub-ri i-na ba-té ša Ra-za-ma a-dí-in,"and\nTC 3, 163 all refer to the same situation and so only BIN 4, 124 is quoted: ‘I paid 2 shekels less 1/4 of tin for inns\nin the territory of Razama’.",publications_extraction
l. 12-13: [x] GÍN a-na ba-té ni-iš?-[qul,‘We paid? [x] shekels at the fron-\ntier’.,publications_extraction
l. 24-26: 6 GÍN KÙ.BABBAR ⌈a⌉-na ni-is-ha-tim a-ba-té š[a GN] a-dí-in,‘I paid 6 shekels of silver as nishātum-tax at the border\nof [GN]’.,publications_extraction
l. 18-20: 1 1/3 MA.NA 2 GÍN a-na ⌈ba⌉-[x] ⌈Wa⌉-[áš]-ha-\nni-a nu-šé-bi4-il5,‘We had 1 1/3 minas and 2\nshekels of silver brought to the territory of Wašhaniya’.,publications_extraction
l. 27-28: ha-ra-na-tum a-na Ku-bu-ur-na-at lá na-ṭù-ma,‘The roads to Kuburnat are\nnot feasible …’.,publications_extraction
l. 3-5: a-na-ku a-na ṣé-er Ì-lí-dan a-na\nKu-bu-ur-na-at e-tí-iq-ma’; kt 94/k 1024: ‘to Ili-dan in Kuburnat’ … ‘I left the certified tablets in Kuburnat’ (l.\n17-18: a-na Ì-[lí-dan i-na Ku-bur-na-at … l. 50-51: ṭup-pé ha-ru-mu-tim i-na Ku-bu-ur-na-at ⌈e⌉-[zi]-ib,‘I have personally travelled to Ili-dan in Kuburnat’.,publications_extraction
l. 45-47: 8 GÍN KÙ.BABBAR mu-sú-kà-e ša-du-a-tám i-Ku-bu-ur-na-at\ni-dí-ma,"and AKT 5, 3 above, and note OIP 27, 62: ‘He paid 8 shekels of impure\nsilver in šaddu’utum-tax in Kuburnat’.",publications_extraction
"rubā’um ku-bur-na-ta-i-im in relation to a substantial amount of silver, cf. Hecker 2004b: 66",and section 4.9.\n1054. Kt m/k 148.,publications_extraction
Puzur4-A-na a-na\nWa-lá-ma lá ak-ta-áš-dam a-na Ša-lá-tí-wa-ar i-ta-lá-ak,"‘I did not catch up with Puzur-Anna in Ulama, and now he has gone to Šalatuwar’.",publications_extraction
l. 31-33: ha-ra-ni a-na\nWa-ah-šu-ša-na a-ta-lá-ak,Kuziziya to Ennam-Aššur: ‘I have left on a journey to Wahšušana’.,publications_extraction
l.\n4-9: … a-ṣé-er Ku-zi-zi-a Šé-ep-Ištar ù Ša-lim-wa-ar-dí a-na Wa-ah-šu-ša-na ub-lu-ú,‘Šep-Ištar and Šalim-wardi brought … to Kuziziya to Wahšušana’.,publications_extraction
l. 14-17: šu-ma Ša-ba-na-tum DAM Ku-zi-zi-a a-na Wa-ah-šu-ša-\n[na] ta-ta-lá-ak,"states that: ‘If Šabanatum,\nwife of Kuziziya, has gone to Wahšušana’.",publications_extraction
l. 2-3: 10 ma-na URUDU KI Ku-la i-na\nA-li-a-ša i-lá-qé-ú,‘They will take 10 minas of copper from Kula in Aliašša’.,publications_extraction
Sadberk HK 1008-5537,and kt 94/k 808 that refer to wares coming from the Narrow\nTrack that appear to have Purušhaddum as their final destination. Note that the smuggling of textiles through\nKaneš.,publications_extraction
a-ta u-la [ta-as]-ta-na-me ki-ma i-na [Sa-la-tit]-ar\nsi-ka-tit-ni-ma [it i-na] qe-ra-ab a-li-rna [i-na pu-it]h-ri-su-nu si-hi-tit-ni-ma [x x x (x,"Do you not keep hearing that there is\nsikkatum in Salatuwar: that inside the city itself their assembly is in revolt, and that J .. ] keeps\ngiving offence and has turned[ ... ] to sin[ ... ]?",publications_extraction
"a remarkable spelling of this name, since it is written\nAdad-GAL in line 5, a spelling usually rendered as Adad-rabi",\nAššur-mâlik and Adad-ribi.,publications_extraction
according to the esip-tabal rule known from OB,32 — 1991-92\ncan keep the whole yield.,publications_extraction
"i.e., towards\nIšme-Dagan's forces at Razamâ in the direction of Babylon-11. 24-29;\nOBTTR 68: 4-9","s\nloyal generals (Yansibum, Yasim-El, and Bélšunu) led their armies to\nAndariq (from Karanâ?) to start out towards Babylon.",publications_extraction
-kà\nha-ar-mi-im sa ha-bu-ia-ii-ni\n15\nsa ku-nu-ki-kà /V ma-ia Ku.BABBAR\nu. K.\nù a-na 1/2 ma-na Kù.BABBAR\nbé-û-ia-tz-kà / ma-la\nRs.\nK1,-ma / a-na\n10\n5 u4-me-e / û-qa-a-kà\nsu-ma / ba-lûm / sa-a-li-a\nGÂNIum ta-ta-ia-ak\na-na KÙ.BABBAR / sa tup-p.,publications_extraction
i I-di-Sû- en6\ni-ta-ba-al i-na\nna-as-pè-er-ti-a Ku-lu-ma- a\nù I-di-Sû-en6 i-ra-des-û-ni-ku-nu-i\nmi-su sa a-na-ku I--di-Sû-en 6\n30\nuk-ta-na-su-du\na-na Dan-A-sur qibi4-ma\nis-tz KÛ.BABBAR sa ik-ri-bi4-a\n10 GIN KÛ.GI ù 5 ma-na URUDU\nma-si-a-am lu-ub-lu-nim\no. K. 35\nrsa-du-a'-tâm ml-ma ta-da-na-[am]\nKU.BABBAR i-la-kam-ma ik-ri-bi 4-a\nû-sé-ra-ab\n1. S.\na-na si-a-ma-tim û-ld i-tù-ar\n1-3,À.BA 10 TIJG kà- db-tù-tum A-sur-ma-lik i-ra-de s-a-ku-nu-t{\nlu-qû-tam a-ni-tam lu sa sS-ep\nPuzur4-A-sur za-ki-a-ma\nDan-A-sur li-ta-al-kam\nmi-su sa ta-as-pu-ra-ni-ni\n25\n6 TJG.HIt`-k.,publications_extraction
-qû mi-ma\n40\ni-su-û sa-ba-at\n1-3,\nù a-na mi-ma a-sé-er\n1. S.\na-wi-il5-tim / as-pu-ra-ni / lu ta-di-in-ma\nlu-ub- lu-nim a-na Ku-bu-ur-na-at\ne-is-qa-ma la-ma Sa-lim-A -sur / e-t.,publications_extraction
ta-bu-ra-ni Z. 47,nachweisen.,publications_extraction
I-sa-a i-Ha-hi-im i-na-di 3 né pi-su (6,nden söz edilmektedir.\n(1) 2 né-pi-ia-an (2) 16 ma-na KU.BABBAR (3) sa A-kir-re-si (4) 1 né-pi-sum 10 ma-na\nKU.BABBAR (5) sa.,publications_extraction
en] söyle söylüyor de: (5-8,a I(di]- Su.,publications_extraction
uzu]r Assur'un K(ik]arsa ve ka[n]si üzerinde 11/2] mina 5 segel iyi cins liti gümü§ü var-\ndir. (10-11,nm ve karismm mührü. (5-9)\nP.,publications_extraction
IGJI A-sur-DUG i-sa-kà-an-ma (9,dIM-sù-lu-li (8).,publications_extraction
h]u-uz i-na GÉ11V1im (10,1-\ndIM (8) I-di-dIM A-na-na (9) e-.,publications_extraction
Idi-IStar'm babaSi,"in oglu).\nAssur-idi:\nA-sur/sùr-i-di/di: 34, t. 5; 42, z. 2.",publications_extraction
Bélum-bâni'nin babaSi,"nin oglu).\nA-gAr-mi-ti: 80, 14.",publications_extraction
Assur-bâni'nin babasi,"ûm:\nA sur-SIPA: 3, t. 19, z. 1; 63, z. 1.",publications_extraction
Mannum-la-ASgur'un babas',"\nSn-Bélum:\n;u-Be-lim: 10, 6.",publications_extraction
"""a-di-in.\n2. kârum Buruddum. CCT III 36a, l'de bu şehrin esirtum'undan söz edilmiştir. Tableti\niçerisinde bir zarf olan, rı/k 1730'da şunlar kaleme alınmıştır: la-n]a a-wa-tim a-ni-a-tim\n4 fkà]-nt-um Bu-ru-dum\nKf1.DİNGIR 6[İGİ G'R s]a A-sùr 7 (-bu-ti ]ni\nni-di-in.\n3. kârum Simala. CCT III 36a metninin 3. satırında bu şehrin esirtum'undan bahsedil-\nmektedir. Kt a/k 503 t.: 'kd-ru-um 2S(-ma-là 3di-nam i-di-ma; a/k 503 z.: 'KISIB kà-ri-im\nSi-ma-léı 2kà-ru-um Si-ma-léı 3di-nam i-di-ma\nB",5i-di-nu-ma IGI G1R 16sa A-sur si-bu-t.,publications_extraction
"-\nS.K.\nsu-ma a-di 2 u4-me-e URUDU là is-taq-lam\nsa 20 TUG URUDU û-sa-c%s-qà-al-su<-um>\n30 TUG e-ti-ir-su a-wi-lu-urn\ne-du-ud\n1-2Uşur-si-(Istar]'a İkûppia şöyle söylüyor: 3-5S[en] bana: Ilunnia ile bana 10 mina gü-\nmüşü gönder diye yazdin.6-711 1/3 mina 3 1/2 segel gümüşü Hunnia sana getirmekte-\ndir.8Lutfen, rica ederim (sen babamsın, sen efendimsin",-su i-ba-si-û\nurn-ma su-ut-ma a-di 2 u4(-me-e]\nsi-im TUG.Hİ.A\nK.\na-da-na-ıum\nlu-mu-k(à\n30. là a-ra.,publications_extraction
"-\nS.K.\nsu-ma a-di 2 u4-me-e URUDU là is-taq-lam\nsa 20 TUG URUDU û-sa-c%s-qà-al-su<-um>\n30 TUG e-ti-ir-su a-wi-lu-urn\ne-du-ud\n1-2Uşur-si-(Istar]'a İkûppia şöyle söylüyor: 3-8S[en] bana: Hunnia ile bana 10 mina gü-\nmüşü gönder diye yazdin.6-711 1/3 mina 3 1/2 segel gümüşü Hunnia sana getirmekte-\ndir.8Lutfen, rica ederim (sen babamsın, sen efendimsin",-su i-ba-si-û\nurn-ma su-ut-ma a-di 2 u4(-me-e]\nsi-im TUG.Hİ.A\nK.\na-da-na-ıum\nlu-mu-k(à\n30. là a-ra.,publications_extraction
"„Königinnentum, -würde""",h/Kammenhu-\nber 1975ff.:57.,publications_extraction
"= L. ROBERT, Op. Min. V 485-509; SEG 29, 1205; vgl. zuletzt\nSEG 46, 1531; M. PAZ DE Hoz 1999, 130, Nr. 2.1",\nL. ROBERT 1975.,publications_extraction
"Académie des Inscriptions & B elles-\nLettres, Comptes Rendus, 597-619; Paris","\nROBERT, L.\n1971 Un oracle gravé à Oinoanda.",publications_extraction
PN DUMU ša-an-gé-e Sippar,"priest (šangû) of\n16 The family name itself is possibly attested earlier, notably in the Middle Babylonian ration list BE\n15 168:17.",publications_extraction
"another uncle of Bél-rémanni, a baker's\nprebendary and the current overseer of the bakers",...s prebendary and former overseer of the bakers). This barley was\nsubsequently given for offerings to Tagiš-Gula.,publications_extraction
and his father Igiša-Marduk/Etel-pî-Samaš,s\nprebend of Šamaš (cf. also VS 4 200).\nA third archive of this family may have belonged to Tabn éa/Igi a-Marduk/Šangû-\nSamaš.,publications_extraction
"of\nbarley, ""food rations for the servant girls of the king"", due from amaš-iddina//Amél-Ea", BM 74522=Bertin 2531 (Dar 16-II-24) and BM 74640=Bertin 2454 (Dar 02-IX-[x]);\nPurchase deed of a slave: BM 74610=Bertin 2738 (Dar VIII-34); Guarantor in a promissory note.,publications_extraction
concerning his business venture with a certain Bël-iddina/Marduk?-\nšëzib,"...s private archive: Cyr 119 (with retro-act\nNbn 212), BM 63848=Bertin 3086.",publications_extraction
Marduk-šum-ibni's brother,...s son) and\namaš-z&-ibni.,publications_extraction
"compare texts nos. 50-54 in Donbaz/Stolper, Murašû"," In practice, many people bought off this duty, either by\narranging a replacement for themselves (which is the case here), or by paying an amount of silver\n.",publications_extraction
ina GI.MEg N-b-š ipuš,built on the plot of Nabû-bêl-šumâti.,publications_extraction
giri-Ur-ni9-gar <dumu> -l`eš-šeš," dub-\nsar): AAS 194, 161 (vgl. Neumann, Handwerk, 104f. Anm. 566); CTBM II 19502a, Siegel l; DAS 306,\n8; 335, 7; ITT III 5212, 12.",publications_extraction
"19Lagaš.\n7-183.\n""The Smith at Lagash"", MCS 1 (1951",\nBagM 28.,publications_extraction
"il est\nsignificatif que les créances les plus récentes, tant dans les archives d'Ibni-Amurrum que\ndans celles de Dadâ, datent du mois v 57",an 28 de son règne.,publications_extraction
"vars. pi-tu-u, pi-ti","186f.,\ncf. AMT 6,2: 3.\npi-tu.",publications_extraction
see Ha-na-nu-um (27,58 and 56:6.8.14.18.19). From the same point of view we may surmise that our name\ncan be either I-ku-a or I-ku/gu5-za.,publications_extraction
in l.3 Šál-mah,"= TPAK 1, 110, a witnessed record documenting that Šalmahum.",publications_extraction
s. den Hinweis\nunter Assur-dän,Stark ist Assur.,publications_extraction
"Kanesh : An Assy-\nrian Colony in Anatolia », dans J SASSON (éd","\nTabiri ve degerlendirilmesi », DTCFD 34 [1990], p. 251-265 ;\nK. R. VEENHOF, (( Kanis kärum A. Philologisch », dans RlA\n5 [1980], p. 369-378; K. R. VEENHOF, (.",publications_extraction
"Vint u rubâ'im « ta-\nblette de la Ville et du prince », ces tablettes comportent\nles verdicts de la Ville dans toutes sortes d'affaires privées\njugées en appel à Aššur. Par l'envoi de certains de ces do-\ncuments officiels, la Ville clarifie ou précise la législation\ninscrite sur la stèle officielle (nârum",expression tuppum ša.,publications_extraction
"Hommes et femmes prêtent serment à l'époque paléo-\nassyrienne », dans S. LAFONT (éd","Evidence\nfor Old Assyrian Legislation », Chicago-Kent Law Review 70\n[1995], p. 1717-1744, surtout p. 1730-1731, ainsi que par C. MI-\nCHEL, (.",publications_extraction
"An Old Assyrian In-\ncantation », Mél. H. Hirsch, 1996, p. 425-433. Cet auteur\ntraduit l'adjectif parsnm « coupé, séparé » et l'expression\nILLATtdm pd-ri-is-tdm par « caravane isolée D.\n49 (KTP 12","incantation republiée ré-\ncemment par K. R. VEENHOF, (.",publications_extraction
"M. GUI-\nCHARD, NABU 1993/54",en tant que roi de Hassum.,publications_extraction
" Some\nRemarkable Contracts of 1-B Period Kültepe Tablets », Mél.\nT. Ozgiiç, 1989, p. 84.\n156. Notons toutefois que l'utilisation du nisbe ne renvoie\npas systématiquement au chef d'État, mais peut aussi, au pluriel,\ndésigner des ressortissants de la localité concernée, employés par\nexemple comme transporteurs ; KTS 1, 33a, 18-22 : « Donnez\nle chaudron à des gens de Wahšušana (Wa-ah-su-sa-na-i-e","cité par V. DONBAZ,.",publications_extraction
"Transporteurs, responsables et propriétaires\nde convois dans les tablettes paléo-assyriennes. Réfiexions sur\nles expressions sep NP et ellat NP », dans D. CHARPIN et\nF. JOANNÈS (éd","v,ldtum », JCS 41 [1989], p. 87-95 ; M. T. LAR-\nSEN, OACP, 1967; M. T. LARSEN, (( Caravans and Trade in\nAncient Mesopotamia and Asia Minor », BSMS 4 [1982], p. 33-\n45 ; C. MICHEL, (.",publications_extraction
à un mar-\nchand,Aššur-idi que vous avez confiés.,publications_extraction
"malédiction » représente ici\nun euphémisme, K. R. VEENHOF, AOATT, n. 382.\nd. K. R. VEENHOF, Cl Two Marriage Documents from Kül-\ntepe », ArAn 3 [1997], p. 365-366 a étudié l'association des\ntermes BAZum et sillatum.\ne. Selon le AHw p. 944a, les symptômes de la maladie ra'ibnm\nconsisteraient en crampes et tremblements.\nf. La lettre se termine de façon abrupte, sans doute une se-\nconde (( page » était-elle glissée également dans l'enve-\nloppe ?\n162 ( TC 3, 94",ikribum par (.,publications_extraction
Fais attention et tiens-toi à ses côtés,"exemple des Assyriens à\nKaniš », dans J. PROSECKY (éd.), Intellectual Life of the\nAncient Near East, CRRAI 43, Prague, 1998, p. 249-267.\nb. Littéralement : (.",publications_extraction
