entry_type,form,norm,lexeme,type,known_meaning,train_frequency,in_train_data,eBL
lexicon,dí-na-šu-um-ma,dināšumma,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,ú-ut-ni-a-aḫ-šu,Utniaḫšu,Wadniaḫšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wadniaḫšu
lexicon,ut-ni-aḫ-šu,Utniaḫšu,Wadniaḫšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wadniaḫšu
lexicon,ta-pu,ṭābū,ṭābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭābu
lexicon,ṭa-bu,ṭābū,ṭābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭābu
lexicon,ta-bu-ú,ṭābū,ṭābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭābu
lexicon,ta-ba-tim,ṭābātem,ṭābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭābu
lexicon,a-dí-na-šu,addinaššu,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-dí-ni-ma-a,addinīma,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-dí-in-šu-nu-tí,addinšunūti,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-dí-in-šu-nu-tí-ma,addinšunūtima,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-dí-nu-ki-ni,addinukinni,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,UGULA,waklum,waklu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waklu
lexicon,wa-ak-lúm,waklum,waklu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waklu
lexicon,a-dí-nu-šu-nu-tí,addinušunūti,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-ak-lu-um,waklum,waklu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waklu
lexicon,a-dí-ší-ma,addiššima,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-dí-ší-na,addiššina,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-di-šu-ma,addiššuma,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,UGULA,waklem,waklu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waklu
lexicon,a-dì-šu-um,addiššum,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-ak-lim,waklem,waklu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waklu
lexicon,a-di-šu-um,addiššum,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-ku-ta-ma,Wakutama,Wakutama,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wakutama
lexicon,wa-ak-le-e,Wakli,Wakli,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wakli
lexicon,a-dì-in-ma,addinma,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-da-šu-nu-tí-ma,addaššunūtima,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,ṭá-ba-at,ṭābat,ṭābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭābu
lexicon,wa-lá-áp-ra,Walabra,Walabra,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Walabra
lexicon,ta-ab,ṭāb,ṭābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭābu
lexicon,ta-áb,ṭāb,ṭābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭābu
lexicon,ṭá-áb,ṭāb,ṭābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭābu
lexicon,di-na-šu-nu-tí,dināšunūti,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-tí,wadi,wadi,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wadi
lexicon,dí-ni-ma,dinīma,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-ti-di-in,attidin,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-ki-li-it,Wakiled,Wakiled,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wakiled
lexicon,dí-in₄,din,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-aḫ-šu-ša-na-i-im,waḫšušanā'iem,Waḫšušanā'iu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=Waḫšušanā'iu
lexicon,dì-nam-ma,dinamma,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-aḫ-šu-ša-na-ma,Waḫšušana-ma,Waḫšušana,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Waḫšušana
lexicon,wa-aḫ-šu-UŠ-na,Waḫšušana,Waḫšušana,GN,,0,False,https://www.ebl.lmu.de/dictionary?word=Waḫšušana
lexicon,aḫ-šu-a,Waḫšua,Waḫšua,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Waḫšua
lexicon,di-na-šu-nu-tí,dinaššunūti,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-aḫ-šu-a,Waḫšua,Waḫšua,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Waḫšua
lexicon,wa-aḫ-šu,Waḫšu,Waḫšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Waḫšu
lexicon,dì-na,dinā,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-ḫa-ni-a-it,Waḫaniait,Waḫaniait,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Waḫaniait
lexicon,wa-at-ni-iš-tù-a-an,Wadnistuan,Wadnistuan,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wadnistuan
lexicon,dí-na-nim-ma,dinānimma,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-at-ni-is-du-an,Wadnistuan,Wadnistuan,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wadnistuan
lexicon,wa-at-ni-aḫ-šu,Wadniaḫšu,Wadniaḫšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wadniaḫšu
lexicon,aṭ-ḫe-ma,aṭḫema,ṭaḫā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭaḫā'u
lexicon,aṭ-ḫi-ma,aṭḫema,ṭaḫā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭaḫā'u
lexicon,aṭ-ḫe-šu-ma,aṭḫešuma,ṭaḫā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=ṭaḫā'u
lexicon,uš-te-bi₄-lam,uštēbilam,wabālu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wabālu
lexicon,ta-pá-i-ni,tappā'īni,tappā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tappā'u
lexicon,ús-té-bi₄-lá-ku-ni,uštēbilakkunni,wabālu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wabālu
lexicon,uš-té-bi₄-lá-ku-ni,uštēbilakkunni,wabālu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wabālu
lexicon,uš-té-bi₄-lá-kum,uštēbilakkum,wabālu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wabālu
lexicon,ta-pá-ú-ni,tappā'ūni,tappā'u,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tappā'u
lexicon,a-tí-di-in,attidin,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-ta-na-dí-na-kum,atanaddinakkum,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,dí-in-šu,dinšu,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-ta-ad-na-ku-um,atadnakkum,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,dí-in-šu-um,dinšum,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,wa-dì,wadi,wadi,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wadi
lexicon,wa-di,wadi,wadi,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wadi
lexicon,wa-di-i,wadi,wadi,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wadi
lexicon,dí-ší-na,diššina,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,ú-u₄-ṭí,wadi,wadi,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wadi
lexicon,dí-šu,diššu,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,ú-tí,wadi,wadi,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wadi
lexicon,a-wa-ti,wadi,wadi,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wadi
lexicon,a-wa-tí-i,wadi,wadi,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wadi
lexicon,a-ti,wadi,wadi,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wadi
lexicon,dí-šum,diššum,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,di-in-šu-um,diššum,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,dí-in-šu-um,diššum,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,dí-šu-um-ma,diššumma,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,ut-ni-aḫ-šu,Wadniaḫšu,Wadniaḫšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wadniaḫšu
lexicon,wa-ak-le,Wakli,Wakli,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wakli
lexicon,wa-ad-ni-aḫ-šu,Wadniaḫšu,Wadniaḫšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wadniaḫšu
lexicon,wa-at-ni-a-aḫ-šu,Wadniaḫšu,Wadniaḫšu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wadniaḫšu
lexicon,wa-ak-li-e,Wakli,Wakli,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wakli
lexicon,wa-ak-li,Wakli,Wakli,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Wakli
lexicon,a-ta-dí-in,ataddin,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-ta-dí-in-ma,ataddinma,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-ta-dí-nu,ataddinu,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,a-ta-dí-šu-um,ataddiššum,tadānu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=tadānu
lexicon,qí-bi-sà,qibīssa,qibītu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=qibītu
lexicon,qí-li-im,qīlim,qīlu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=qīlu
lexicon,ki-il₅-im,qīlim,qīlu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=qīlu
lexicon,ša-pì-iq,šapik,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-ta-áp-ku-ni,ištapkūni,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,is-ta-áp-ku-ni,ištapkūni,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-ta-pu-ku,ištappuku,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pá-né-e,panē,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,zu-zu-ú-a,Zuzuwa,Zuzuā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuā
lexicon,ú-ṣa-áb-ma,uṣṣabma,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,iš-ta-pu-ku-ni,ištappukūni,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-ta-áp-ku-ma,ištapkūma,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-ta-ap-ku-ma,ištapkuma,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-ta-áp-ku-ma,ištapkuma,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,tù-ṣa-ab,tūṣṣab,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,pá-ni-a-tum-ma,paniātumma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,ší-ta-áp-ku-um,šitapkum,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,ša-pá-ar-tám,šapartam,šapartu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapartu
lexicon,ší-ta-áp-kum,šitapkum,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pá-ni-em-ma,paniēma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,nu-ša-pí-lá-am,nušappilam,šapālu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapālu
lexicon,ú-ša-pí-li,ušappilī,šapālu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapālu
lexicon,pá-ni-e-em-ma,paniēma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,ša-pí-lá-ma,šappilāma,šapālu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapālu
lexicon,pá-ni-um-ma,paniumma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,ṣí-ib-šu-um,ṣibšum,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,ṣí-ib-šum,ṣibšum,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,pá-ni-ù-tí-ma,paniūtemma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,ša-pár-tám,šapartam,šapartu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapartu
lexicon,pá-ni-ú-te-ma,paniūtemma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,iš-tap-ku-ma,ištapkūma,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pá-nu-ma,panūma,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,pá-ni-ku-nu,panīkunu,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,iš-ta-áp-ku,ištapkū,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pá-nu-a,panūa,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,šu-up-kà,šupkā,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,šu-up-kà-ma,šupkāma,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,ni-iš-pu-uk,nišpuk,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pá-nam,panam,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,ší-ta-áp-ki-im,šitapkim,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,tí-ša-áp-ki-im,tišapkim,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,sú-sú-wa,Zuzuwa,Zuzuā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuā
lexicon,uṣ-ba-ku,uṣbāku,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,ta-ša-pá-kà-ni,tašapākani,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-ta-ap-ku-ma,ištapkūma,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,tù-ṣa-ab,tūṣṣab,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,zu-ú-zu,Zuzu,Zuzuā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuā
lexicon,pá-na-am,panam,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,pa-nu-šu,panūšu,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,li-iš-pu-ku-ni-kum,lišpukūnikkum,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-ta-pu-ku,ištapukū,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,BA-ni,pani,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,ba-ni-i,pani,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,iš-ta-ku-pu,ištakkupū,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-ta-áp-ku,ištapku,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-tap-ku-ma,ištapkuma,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-tap-ku,ištapkū,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pa-ni-im,panem,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,pá-né,pani,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,pa-nim-ma,paniemma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,pa-ni-im-ma,paniemma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,iš-té-ni,išteni,šanā'um,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šanā'um
lexicon,(d)UTU-ma-ru-um,Šamaš-marum,Šamaš-maru,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-maru
lexicon,(d)UTU-e-na-ma,Šamaš-ennamma,Šamaš-enna,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-enna
lexicon,ša-ma-aš-ga-mi-il,Šamaš-gamil,Šamaš-gamil,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-gamil
lexicon,(d)UTU-i-dí-na,Šamaš-iddinam,Šamaš-iddina,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-iddina
lexicon,(d)UTU-DINGIR-ma,Šamaš-ilīma,Šamaš-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-ilī
lexicon,(d)UTU.DINGIR-ma,Šamaš-ilīma,Šamaš-ilī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-ilī
lexicon,ta-áp-qi-du,tapqidu,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ú-ší-tim,wašītem,wašiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wašiu
lexicon,e-té-el-pí-a-šur,Šamaš-imittī,Šamaš-imittī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-imittī
lexicon,ša-ma-aš-ma-lik,Šamaš-malik,Šamaš-malik,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-malik
lexicon,ta-áp-qí-id-ni-a-tí,tapqidniāti,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,ta-áp-qí-da-ni,tapqidāni,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,(m)(d)UTU-ma-lik,Šamaš-malik,Šamaš-malik,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-malik
lexicon,ša-ma-aš-mu-ba-li-iṭ,Šamaš-muballiṭ,Šamaš-muballiṭ,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-muballiṭ
lexicon,ša-pa-ar-tám,šapartam,šapartu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapartu
lexicon,(d)UTU-mu-šé-li,Šamaš-mušēli,Šamaš-mušēli,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-mušēli
lexicon,(m)(d)UTU-mu-šé-li,Šamaš-mušēli,Šamaš-mušēli,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-mušēli
lexicon,(d)UTU-i-mì-tí,Šamaš-imittī,Šamaš-imittī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-imittī
lexicon,(d)UTU-en-nam,Šamaš-ennam,Šamaš-enna,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-enna
lexicon,(d)UTU.ILLAT-sú,Šamaš-ellassu,Šamaš-ellassu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-ellassu
lexicon,(d)UTU-du-gu₅-ul-ma,Šamaš-dugulma,Šamaš-dugul,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-dugul
lexicon,ša-ma-áš,Šamaš,Šamaš,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš
lexicon,ša-ma-aš-a-bí,Šamaš-abī,Šamaš-abī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-abī
lexicon,wa-ṣé-e,wāṣiē,waṣiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣiu
lexicon,(d)UTU-a-bi₄,Šamaš-abī,Šamaš-abī,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-abī
lexicon,wa-ṣí-e,wāṣiē,waṣiu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣiu
lexicon,sú-ri-na-nim,Zurinānum,Zurinānu,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zurinānu
lexicon,(d)UTU-e-na,Šamaš-enna,Šamaš-enna,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-enna
lexicon,(d)UTU-e-na-am,Šamaš-ennam,Šamaš-enna,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Šamaš-enna
lexicon,ip-qí-da-ku-ni,ipqidakkunni,paqādu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paqādu
lexicon,zu-za,Zuzā,Zuzā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzā
lexicon,pa-ni-am-ma,paniamma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,is-ni-qám,isniqam,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,zu-zu-ba,Zuzuba,Zuzuba,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuba
lexicon,iš-tap-ku-ú,ištapkū,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,iš-tap-ku-ni,ištapkūni,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,li-iš-pu-ku,lišpuku,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pá-nu-ú,panū,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,iš-ta-ap-ku,ištapku,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pá-nu,panū,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,iš-tap-ku-ú,ištapku,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,ìš-tap-ku,ištapku,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,zu-zu-wa-a-ma,Zuzuwama,Zuzuā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuā
lexicon,ba-ni-ri,pannerē,pannuru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=pannuru
lexicon,iš-pu-uk,išpuk,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,ta-áš-pu-kà,tašpuka,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pá-na-ra-am,pannaram,pannuru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=pannuru
lexicon,pá-nu-ru,pannurū,pannuru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=pannuru
lexicon,iš-pu-ku-ma,išpukuma,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pá-na-re-e,pannarē,pannuru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=pannuru
lexicon,i-ša-pu-ku-ni,išapukuni,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,zu-zu-wa-ma,Zuzuwama,Zuzuā,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuā
lexicon,iš-ta-ap-ku,ištapkū,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pa-ni-am,paniam,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,ìš-tap-ku,ištapkū,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,is-ni-iq,isniq,sanāqu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=sanāqu
lexicon,u-ṣa-ab,uṣṣab,waṣābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=waṣābu
lexicon,ša-pí-ik,šapik,šapāku,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāku
lexicon,pá-nu-ú-a,panūa,panu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=panu
lexicon,zu-zu-pá,Zuzuba,Zuzubia,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzubia
lexicon,ú-ša-ba-a-ni,uššabanni,wašābu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=wašābu
lexicon,zu-zu-ga,Zuzuka,Zuzuka,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuka
lexicon,zu-zu-li,Zuzuli,Zuzuli,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuli
lexicon,áš-pu-ra-ni,ašpuranni,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,áš-pu-ra-ni-ku-nu-tí,ašpurannikkunūti,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,pá-ni-ù-tim-ma,paniūtemma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
lexicon,zu-zu-li-im,Zuzulim,Zuzuli,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuli
lexicon,áš-pu-ra-šum,ašpuraššum,šapāru,word,,0,False,https://www.ebl.lmu.de/dictionary?word=šapāru
lexicon,zu-zi-li,Zuzili,Zuzuli,PN,,0,False,https://www.ebl.lmu.de/dictionary?word=Zuzuli
lexicon,pá-ni-ú-ma,paniumma,paniu,word,,0,False,https://www.ebl.lmu.de/dictionary?word=paniu
