transliteration,translation
um-ma A-šur-UTU-ši-ma a-na A-šur-DÙG-ma am-ma lu-qú-tám ša A-lá-hi-im ša ar-de8-a-ku-ni áp-qí-da-kum,"Thus says Assur-šamši to Assur-tab: 'Look, I have entrusted to you the merchandise of Alahum which I brought to you.'"
um-ma A-šur-DÙG-ma 4 TÚG.HI-tù mì-šu-um ba-at-qú,Thus says Assur-tab: 'Why are four textiles missing?'
um-ma A-šur-UTU-ši-ma i-na É.GAL-lim ha-al-qú,Thus says Assur-šamši: 'They were lost in the palace.'
a-ma-lá ṭup-pí-im ša A-limki IGI GÍR ša A-šur ší-bu-ta-áš-nu ša GÁNA-lim i-dí-nu,"In accordance with the tablet of the City, they gave their testimony of the countryside before the dagger of Assur."
Be-lúm-ba-ni a-na Lá-qé-pì-im iṣ-ba-at-ni-a-tí-ma,Belum-bani seized us against La-qepum.
13 ma-na KÙ.B a-bu-kà a-na a-bi4-a ha-bu-ul,Your father owes thirteen minas of silver to my father.
i-na A-limki i-na me-hi-ri-im ša a-bi4-a lá-pì-it,"In the City, it is recorded in the copy belonging to my father."
a-na-kam ṭup-pu ša a-bi4-ni pá-at-ru-ma,Here the tablets of our father are released.
ṭup-pu-um ša hu-bu-ul a-bi4-kà lá-šu,There is no tablet concerning your father's debt.
ṭup-pá-am : a-šé-e,I am searching for the tablet.
iš-tù : u4-mì-im ša né-ru-ba-ni šu-ma : ma-ma-an i-na a-hi-a : ṭup-pá-am i-ta-áb-lá-kum ba-lá-tù-a lá ta-ma-kà-ar,"From the day we entered, if anyone among my brothers brings the tablet to you, do not make a transaction without my consent."
ṭup-pá-am ša hu-bu-ul a-bi4-a : bi4-lá-ma : mì-in a-qá-bi4,"Bring the tablet of my father's debt, and then what shall I say?"
ni-qí-a-am a-na a-bi-a : ta-dí-in,You gave a sacrifice to my father.
ni-qí-a lu a-dí-in,I did indeed give a sacrifice.
ší-bi4 : i-ša-kà-ma,He will establish witnesses.
E-id-NI DUMU I-ku-nim,"Elali, son of Ikunum"
E-ld-li sà-an-gi5-im,Elali the priest
nis sarrim ina pi PN sakânum,to make PN pronounce an oath
ana awilé sa issûnim,for the gentlemen who brought (them/it) here
ma-ma-na a-na GÉME.HI a-na Kàr-ri-a ú-lá i-tù-ar,No one shall return to Karria for the slave girls.
ša ILLAT-at Im-dí-DINGIR Bu-zi-a ú A-lá-hi-im wa-ar-ki ILLAT-at A-šùr-i-mì-tí! i-lá-qé-ú,Buzia and Alahum will take that of the caravan of Imdi-ilum after the caravan of Ashur-imitti.
5 ma-na KÙ.B ṣa-ru-pu-um ik-ri-bu ša A-šùr i-ṣé-er A-šùr-DÙG Ì-lí-ìš-tí-kál i-šu,"Ashur-tab and Ili-ishtikal owe 5 minas of refined silver, a votive offering of Ashur."
iš-tù ha-mu-uš-tim ša A-mur-Ištar ù Kur-ub-Ištar DINGIR ša-pá-ta-am i-li-ik-ma 1 1/2 GÍN.TA i-ITU.KAM a-na ma-na-im ú-ṣa-áb,"From the hamushtum-period of Amur-Ishtar and Kurub-Ishtar, once the deity has gone through the shapattum-period, he shall add 1 1/2 shekels per month per mina."
um-ma A-šur-i-dí-ma,Thus says Ashur-idi.
a-na A-la1-hi-im ù Kur-ub-Ištar qí-bi4-ma,Speak to Alahum and Kurub-Ishtar.
17 TÚG.HI.A a-na 6 ma-na 10 GÍN KÙ.B na-ad-a-ku,I have been credited with 17 textiles for 6 minas 10 shekels of silver.
mì-ma a-nim A-šur-dUTU-ši DUMU A-ma-a na-áš-a-ku-nu-tí,"Ashur-shamshi, son of Amaya, is bringing all this to you."
šu-ma a-hu-a-tù-nu ih-da,"If you are my brothers, pay attention."
6 TÚG.HI.A ša šu-mì DAM.QAR lá-áp-tù,Six textiles are registered in the name of the merchant.
KÙ.B-áp-šu-nu šé-bi4-lá-nim lu ša-li-ṭa,Send their silver to me; let it be at my disposal.
a-na A-lá-hi-im qí-bi4-ma,Speak to Alahum.
8 1/3 ma-na 4 GÍN KÙ.B a-na ṣí-ib-tim i-lá-kà-kum,8 1/3 minas 4 shekels of silver accrue as interest against you.
um-ma A-šùr-i-dí-ma ù A-um-ke-en6-ma a-na A-la1-hi-im ù A-šùr-na-da qí-bi-ma,Thus says Ashur-idi and Am-kenum: speak to Alahum and Ashur-nada.
a-na A-la1-hi-im qí-bi-ma ší-bu-tum dí-nam i-dí-nu-ma 12 ma-na KÙ.B ší-im sà-am-ru-a-tim ša Qá-ṭá-ra a-ta ù DUMU dAB-ba-ni ta-ša-qá-la1,"To Alahum speak: the elders gave a judgment and you and the son of Ab-bani shall pay 12 minas of silver, the price of the samruatum-objects of Qattara."
6 ma-na KÙ.B a-ṣí-ib-tim ni-il5-qé-a-ku-ma KÙ.B a-ṣí-ib-tim i-la1-kà-kum,"We have taken 6 minas of silver for you on interest, and the silver is accruing interest for you."
KÙ.B ù ṣí-ba-sú ša iš-tù ŠÈ.3.MU ku-un-kà-ma iš-tí a-li-ki-im pá-né-e-ma šé-bi4-lá-nim,Seal the silver and its interest for the past three years and send it here with the first messenger.
1 ma-na-um 8 GÍN.TA i-la1-ak,It accrues at 8 shekels per mina.
KÙ.B i-nu-mì ta-kà-na-kà-ni-ni a-na ni-a-tí ù Nu-ur-ZU iš-tí-ni lu-up-ta,"When you seal the silver, record it for us and Nur-Suen together with us."
KÙ.B ší-im sà-am-ru-wa-tim wa-dí-a,Identify the silver for the price of the samruatum-objects.
a-na A-šùr-na-da qí-bi-ma šu-ma KÙ.B la1 i-kà-na-kam KI ba-tí-qí-im na-pá-al-tù-šu šu-up-ra-am,"To Ashur-nada speak: if he does not seal the silver, send me his answer with a messenger."
a-pu-tum KÙ.B i-šé-pí-kà la1 té-zi-ba-am,"Please, do not leave the silver behind with your caravan."
bé-lu KÙ.B a-dí-tí-a la1 i-ta-na-lu-ku-nim e ta-aq-bi4-a,"Do not say: ""The owners of the silver should not keep coming back to me."""
um-ma a-tù-nu-ma KÙ.B šu-wa-um KÙ.B ù-la1 i-a-um,"Thus you (say): ""That silver is his; the silver is not mine."""
ṣí-ib-tum ù ṣí-ba-at ṣí-ib-tim lá i-kà-bi-it,The interest and the interest on the interest should not become heavy.
um-ma A-šùr-DÙG-ma a-na Bu-zu-a Ší-im-gi-ma-dal Na-na ù A-šùr-be-el-SA.TU qí-bi-ma,"Thus says Ashur-tab to Buzua, Shimgi-madal, Nana and Ashur-bel-shadue: speak!"
a-na Ší-im-gi-ma-dal ù Na-na qí-bi-ma,To Shimgi-madal and Nana speak:
mì-šu a-ni-um ša a-ma-kam A-šùr-be-el-SA.TU tù-na-a-ni-ma KÙ.B ù ṣí-ba-sú ša-qá-lá-am lá ta-mu-a-ni,"What is this, that you mistreat Ashur-bel-shadue there and you refuse to pay the silver and its interest?"
a-ṣé-er i-nu-mì a-wa-tí-kà ú-ga-me-ru KÙ.B ma-da-am-ma i-na ṣí-ba-tí-im ú-kà-bi-sà-ku-nu-tí-ni-ma ù u4-me áš-ta-kà-na-ku-nu-tí-ni,"In addition to when I settled your affairs, I remitted for you much silver from the interest and I have repeatedly set dates for you."
ù u4-ma-am da-nu-tám ta-ta-wa-a-ni-ma KÙ.B ša-qá-lam lá ta-mu-a-ni,And today you speak with force and you refuse to pay the silver.
šu-ma i-na ṭá-ba-tim KÙ.B lá ta-ša-qá-lá ṭup-pá-am ša kà-ri-im a-lá-qé-a-ma ú-ša-sà-ah-ku-nu,"If you do not pay the silver in a friendly way, I shall take a tablet of the karum and I shall have you evicted."
a-na ša ki-ma i-a-tí qí-bi-ma ih-da-ma KÙ.B ù ṣí-ba-sú ša-áš-qí-lá-šu-nu,Speak to my representatives: Take care and make them pay the silver and its interest!
šu-ma da-nu-tám té-er!-ta-ku-nu iš-tí pá-nim-ma li-li-kam-ma ṭup-pá-am ša kà-ri-im a-na ša-sú-hi-šu-nu lá-al-qé,"If there is force, let your report come to me with the first messenger so that I may take a tablet of the karum to evict them."
18 GÍN KÙ.B ša-a-du-at KÙ.B a-na E-na-A-šur a-dí-in,"I gave 18 shekels of silver, the transport fee of the silver, to Enna-Ashur."
iš-tù ha-muš-tim ša A-mur-dUTU ú Šu-Ku-bi-im a-na 6 ha-am-ša-tim i-ša-qú-lu,"From the hamuštum-period of Amur-Šamaš and Šu-Kūbum, they shall pay within six hamuštum-periods."
a-dí KÙ.B i-ša-qú-lu-ni Il5-ME-da-ak wa-ra-ad A-ni-ni-im,"Until they pay the silver, Il-mē-dak is the slave of Anninum."
1 ma-na KÙ.B a-mu-ra-am i-ṣé-er A-bu-ša-lim ú Ša-ša-ba-ar-na-ša-na,One mana of Amurrum silver is owed by Abu-šalim and Šašabarnašana.
iš-tù ha-muš-tim ša E-nu-Be-lim ú A-šur-ANDUL a-8 ha-am-ša-tí i-ša-qú-lu,"From the hamuštum-period of Ennu-Bēlum and Aššur-ṣulūlī, they shall pay within eight hamuštum-periods."
1 ma-na KÙ.B i-ṣé-er dUTU-ba-ni DUMU Puzur2-Ištar iš-tù ha-muš-tim ša E-lá-lí ú dUTU-ba-ni a-ITU.2.KAM i-ša-qal,"One mana of silver is owed by Šamaš-bāni, son of Puzur-Ištar; from the hamuštum-period of Elāli and Šamaš-bāni, he shall pay in two months."
ta-ah-sí-is-tù ša 23 2/3 ma-na 1/3 GÍN KÙ.B ša Šu-Ku-bu-um ú Bu-zu-ta-a i-na ba-áb-tí-kà il5-qé-ú-ni-ma ú-šé-bi-lu-ni-ku-ma i-li-bi4 ṭup-pu-šu ša A-šùr-DÙG e-li-a-ma,"A memorandum of 23 2/3 minas 1/3 shekel of silver which Shu-Kubum and Buzutaya took from your outstanding balance and sent to you, and it appeared in the tablet of Ashur-tab."
KÙ.B a-na ša A-šur-DÙG iš-ta-ak-nu,They have placed the silver to the account of Ashur-tab.
um-ma ša ki-ma A-šur-DÙG-ma KÙ.B a-num A-šur-DÙG a-na A-lá-hi-im ú-šé-bi4-il5,Thus say the representatives of Ashur-tab: 'Ashur-tab sent this silver to Alahum.'
ur-ki-šu-nu ni-sà-hu-ur-ma a-ma-ma lá i-du-nu-ni-a-tí,"We are going after them, but they do not give us anything."
a-na ṣa-hu-ru-tim ša ke-na-tim iš-ta-ak-nu-ni-a-tí ú pá-ha-ra-am lá i-mu-ú,They have truly treated us like small children and they refuse to gather.
šu-ma ra-bi4-ṣa-am da-nam lá ta-hu-za-ma i-ša-ha-tí-ni lá i-zi-iz ú-lá ni-le-e-ma a-wa-tum!(AD) lá ni-kà-ša-ad,"If you do not hire a strong attorney and he does not stand by our side, we will not be able to prevail in the matter."
ú a-wi-lu a-a-wa-tim ik-ta-an-šu-ni-a-tí,And the men have subjected us to the legal matters.
um-ma A-lá-hu-um-ma a-na A-šùr-ma-lik qí-bi-ma,Thus says Alahum to Ashur-malik: speak!
mì-ma a-ni-im a-ra-de8-kum,All this I am bringing to you.
a-hi a-ta i-hi-id-ma a-na ṣé-er a-hi-kà na-áš-pè-er-tí ša-ak-ší-id-ma,"You are my brother, take care and make my message reach your brother."
mì-li-ik lu-qú-tim mì-il5-kà-ma té-er-tum a-na pá-ni-a li-li-kam-ma uz-ni pì-tí,Make a decision about the merchandise and let a report come to me and inform me.
1 ma-na KÙ.B a-Ma-ni-a-a šé-bi4-lam,Send one mina of silver to Mania.
um-ma A-lá-hu-um-ma a-na Ta-ah-ša-ili5 ú A-šùr-be-el-SA.TU qí-bi-ma,Thus says Alahum: speak to Tahsa-ili and Assur-bel-sadu.
a-pu-tum ki-ma a-nàm ta-áš-me-a-ni lu KÙ.B lu KÙ.GI ma-lá i-qá-tí-ku-nu i-ba-ší-ú ku-nu-ki-ku-nu a-na Kà-ni-iš a-ṣé-er A-šur-ma-lik šé-bi4-lá-nim-ma,"Please, as soon as you hear this, send whatever silver or gold is available to you under your seals to Kanesh to Assur-malik."
ú A-šur-ma-lik a-na A-limki ku-nu-ki-ku-nu lu-šé-bi4-lam,And let Assur-malik send your seals to the City.
ú a-tù-nu 10 u4-mì-im lá ta-sà-hu-ra,"And as for you, do not delay for ten days."
a-tal-kam-ma A-šur-be-el-SA.TU a-na A-limki li-tal-kam,Come here and let Assur-bel-sadu go to the City.
Ta-ha-ší-li lu-qú-tám ša šé-ep Ku-ra ša iš-tù A-limki ú-šé-li-a-ni a-na Wa-ah-šu-ša-na lu-ta-e-er-ma,Let Tahsa-ili return to Wahsusana the merchandise of Kura's caravan which he brought up from the City.
ba-tí-iq ú-tur4 lu-qú-tí li-dí-ma a-na A-limki wa-ar-kà-tám li-ik-šu-dam,Let him sell my merchandise at any price and let him reach the City afterwards.
mì-šu ša Hu-ba-ba a-na šu-a-tí a-na Wa-ah-šu-ša-na i-li-kà-ni-ma ú iš-tí A-šur-UTU-ši a-Pu-ru-uš-ha-tim lá i-li-ku-ma qá-at A-šur-UTU-ši lá i-du-ku,Why is it that Hubaba went to him to Wahsusana and they did not go with Assur-šamsi to Purushattum and did not help Assur-šamsi?
ú Ha-dí-ni a-na ku-nu-a-tí ta-áš-ta-na-pá-ra-šu,And you keep sending Hadini to you.
KÙ.B ú KÙ.KI ša A-šur-be-el-SA.TU ú-šé-bi4-lá-nim a-na ik-ri-bi4 ša A-šur ú dIM i-lá-ak,The silver and gold that Assur-bel-sadu sent to me shall go to the votive offerings of Assur and Adad.
KÙ.B ú ší-a-ma-tí-šu šé-bi4-lá-nim,Send the silver and its purchases to me.
44 ma-na KÙ.B ṣa-ru-pu-um ša tám-kà-ru-tim ša Šu-Ištar a-na A-šur-DÙG ha-bu-lu-ma A-šur-ták-lá-ku e-pu-lu,"44 minas of refined silver of the merchants, which Shu-Ishtar owed to Ashur-tab and for which Ashur-taklaku became responsible."
KÙ.B a-na Bu-za-zu ni-ip-qí-id-ma a-na Kà-ni-iš ú-ba-al-ma a-na ša ki-ma A-šur-DÙG A-lá-hi-im ù ra-bi-ṣí-im i-ša-qal,"We entrusted the silver to Buzazu, and he is bringing it to Kanish and will pay the representatives of Ashur-tab, Alahum, and the attorney."
GÁNA-lam a-šu-mì : Šu-Ištar e-tí-iq,He will cross the countryside on account of Shu-Ishtar.
A-šur-ma-lik DUMU A-lá-hi-im GÍR ša A-šur i-ta-ma-ma KÙ.B-áp tám-kà-ru-tim pá-šu lá i-dí-nu-šu-ni ù KÙ.B ṣa-ru-pá-am i-ša-qal,"Ashur-malik, son of Alahum, swore by the dagger of Ashur that they did not give him the silver of the merchants, and he will pay the refined silver."
2 né-pí-ša-an 21 ma-na KÙ.B ṣa-ru-pu-um ni-is-ha-sú DIRI ša-du-a-sú : ša-bu i-a-um,"Two packets of 21 minas of refined silver, its excise added, its transportation cost paid; it is mine."
2 né-pí-ša-an 21 ma-na KÙ.B ṣa-ru-pu-um ni-is-ha-sú DIRI ša-du-a-sú ša-bu ša DAM.QAR,"Two packets of 21 minas of refined silver, its excise added, its transportation cost paid, belonging to the merchant."
ŠUNIGIN 42 ma-na KÙ.B ṣa-ru-pu-um ni-is-ha-sú DIRI ša-du-a-sú ša-bu a-ṣé-er ú-me-a-ni-a ù ša ki-ma : i-a-tí,"Total: 42 minas of refined silver, its excise added, its transportation cost paid, to my investors and my representatives."
6 GÍN KÙ a-ṣé-er bé-ú-lá-tí-šu ša A-limki a-na Il5-ba-ni ú-ṣí-ib,I added 6 shekels of silver for Ili-bani in addition to his working capital from the City.
um-ma A-lá-hu-um-ma a-na A-šur-DÙG qí-bi4-ma,"Thus says Alahum, speak to Ashur-tab."
ta-áš-pu-ra-am um-ma a-ta-ma KÙ.B ú ṣí-ba-sú ša Šu-Nu-nu É Pu-šu-ke-en6 áp-qí-id,"You wrote to me as follows: ""I deposited the silver and its interest of Shu-Nunu in the house of Pushu-ken."""
um-ma a-ta-ma a-ma-kam e ta-mì-gi5-ir-ma KÙ.B e tal-qé,"Thus you said: ""Do not agree there and do not take the silver."""
mì-ma a-na-kam ú a-ma-kà-ar i-hi-id-ma KÙ.B ú ṣí-ba-sú ša-áš-qí-il5 lá ta-ga-mì-il5,Pay attention to everything here and there and make him pay the silver and its interest; do not show favor.
lá KÙ.B ṣa-ru-pá-am a-be-a-li a-dí-šu-um,I did not give him refined silver for my use.
a-na Ta-ha-ša-li šu-pur-ma KÙ.B 10 ma-na i-qá-tí-šu lá i-ba-ší,Write to Tahashali so that 10 minas of silver are not in his hand.
pá-ni-a-ma áb-kam,Send the previous ones to me.
KÙ.B ša i-ba-a-ba-tí-a i-Tí-me-el-ki-a tal-qé-ú,You took the silver which was in my outstanding accounts in Timelkia.
ú 5 ma-na KÙ.B ša li-bi4-kà i-hi-id-ma šé-bi4-lam iš-tí pá-ni-ú-tí-ma,And pay attention and send me the 5 minas of silver which you owe with the first messengers.
ú a-ta lu-qú-ut-kà ša šé-ep Kur-ub-Ištar a-pu-tum za-ki-a-ma tí-ib-a-ma a-tal-kam lá ta-sà-hu-ur,"And as for you, please clear your merchandise of the caravan of Kurub-Ishtar, set out and come here; do not delay."
i-nu-mì KÙ.B 10 ma-na tù-šé-lá-ma iš-tù Kà-ni-iš i-ta-ṣa-ni i-ba-tí-qí-im té-er-ta-kà li-li-kam,"When you bring up the 10 minas of silver and it has left Kanesh, let your report come to me by the next opportunity."
ú i-DUB šu-mì a-wi-lim ša KÙ.B na-áš-a-ni lu-up-tám,And write down the name of the man who is carrying the silver on a tablet.
a-na A-šur-DÙG qí-bi4-ma um-ma A-šur-ma-lik,"Speak to Ashur-tab, thus says Ashur-malik."
1 TÚG i-pá-ni-tim šé-pì-šu Ša-lim-a-hu ub-lá-ku,Shalim-ahu brought you 1 textile in his previous caravan.
2 TÚG E-ša-lam ub-lá-am,Eshalam brought 2 textiles to me.
a-bi4 a-ta ší-im-šu-nu šé-bi4-lam,"My father, send me their price."
8 1/3 ma-na 4 GÍN KÙ.B ṣa-ru-pá-am i-ṣé-er A-šùr-ma-lik DUMU Ili5-iš-tí-kál DAM.QAR i-šu,"Ashur-malik, son of Ili-istikal, owes 8 1/3 minas 4 shekels of refined silver to the merchant."
iš-tù ha-muš-tim ša A-šur-ták-lá-ku DUMU Am-ri-a : a-na 4 ha-am-ša-tim i-ša-qal,"He shall pay within 4 hamuštum-periods from the hamuštum-period of Ashur-taklaku, son of Amria."
i-na u4-mì-im i-na u4-mì-im um-mì-ni ta-ṣa-a-al iš-tí-a,Day after day our mother quarrels with me.
um-ma ší-it-ma mì-šu-um ni-qí-a-am i-na na-as-pí-tim la1 ta-da-na-nim,She said: 'Why do you not give me the sacrifice in the basket?'
i-na dUTU-ši ta-am-ri-im bé-tù-um e-dí-il5,At the sunset the house was locked.
1 GÍN KÙ.B ša a-ta-ma tù-šé-bi-lá-ni i-na ri-ik-sé-e-ma i-na ki-ší-im i-ba-ší,The 1 shekel of silver that you yourself sent to me was in the bundle in the bag.
ší-it té-ru-ub-ma KÙ.B i-na ki-ší-im ta-al-té-qé,She entered and took the silver from the bag.
um-ma a-na-ku-ma am-ma KÙ.B ta-al-té-qé,"I said: 'Look, you took the silver!'"
um-ma ší-it-ma mì-šu KÙ.B ša al-qé-ú,She said: 'What is the silver that I took?'
um-ma ší-it-ma a-na ma-ma-an li-bi-ki KÙ.B ta-dí-ni-ma i-na ṣé-ri-a ta-ma-qú-tí,She said: 'You gave the silver to someone of your choice and then you fall upon me!'
a-dí KÙ.B i-na sú-ni-ša a-wi-lu-ú ú-šé-li-ú-ni-ni ší-it lá tù-kà-in,"Until the men brought out the silver from her lap, she would not admit it."
ší-mì DINGIR bé-el ma-mì-tim,"Hear, O god, lord of the oath!"
i-nu-mì a-ta ú DINGIR-ma-lá-ak a-wa-tí-a : ta-ag-mu-ra-ni a-na KÙ.B-áp DAM.QAR-ru-tim pá-kà lá ta-dí-na-ni,"When you and Ilum-malak settled my affairs, you did not give me your word regarding the silver of the merchant enterprise."
a-na A-šur-ma-lik A-lá-bi4-im ù A-lá-hi-im qí-bi-ma um-ma A-šur-be-el-ša-du-e-ma,"Speak to Ashur-malik, Alabum, and Alahum, thus says Ashur-bel-shadu'e."
a-na A-lá-hi-im qí-bi4-ma A-šur lu i-de8,Speak to Alahum: May Ashur know!
a-na a-hu-tim áš-e-kà-ma ½ ma-na KÙ.B be-ú-lá-tim a-dí-na-kum-ma,I sought you for brotherhood and I gave you 1/2 mina of silver as working capital.
wa-ar-ki lu-qú-tim ša KÙ.B 5 ma-na aṭ-ru-ud-kà,"After the merchandise of 5 minas of silver, I sent you."
a-pu-ùh né-me-lim ša-ar-šu-im a-ta-ma i-na É-tí-kà ta-am-ta-áš-ha-ni,"Instead of making a profit, you yourself have robbed me in your house."
2/3 ma-na KÙ.B bi4-it-qá-tim ta-áš-ku-nam-ma,You have imposed on me a loss of 2/3 mina of silver.
um-ma a-na-ku-ma ú-lá ú-ba-šu! pá-ni a-áš-ta-kán,Thus I said: 'I will not be ashamed; I have set my face.'
mì-ma a-nim i-na Za-al-pá i!-na be-tí-kà ta-am-šu-ha-ni,All this you robbed me of in Zalpa in your house.
ú-lá a-wi-lu-um ha-al-pu-um a-na-ku,I am not a 'clothed' man.
a-na kà-ri-im lá a-lá-ak ú pu-ru-kà ú-lá a-ša-kán,I will not go to the karum and I will not cast your lot.
a-ma-kam lu KÙ.B lu ší-ma-am mì-ma ša ta-du-nu ša ki-ma i-a-tí ša-bi,"There, whether silver or goods, whatever you give, satisfy my representatives."
a-na A-šur-ma-lik qí-bi4-ma a-hi a-ta be-lí a-ta,"Speak to Ashur-malik: You are my brother, you are my lord."
Bi-ga-a a-na A-lá-hi-im DUMU Hi-na-a iṣ-ba-at-ni-a-tí-ma,"Biga seized us against Alahum, son of Hina."
...-Ištar a-na mì-ma šu-um-šu lá i-tù-ru-ú,...-Ishtar shall not return for anything whatsoever.
1 GÍN KÙ.B i-nu-mì DUMU Ha-lá-bi4-im a-ša-tám e-hu-zu a-na A-lá-hi-im a-dí-in,I gave 1 shekel of silver to Alahum when the son of Halabium took a wife.
1 GÍN KÙ.B i-dUTU-ši a-na Ùh-šu-ša-na i-li-ku a-dí-šu-um,I gave 1 shekel of silver to him when Samsi went to Wahsusana.
½ GÍN 15 ŠE a-na ší-né-e-šu šu-hu-pè-en áš-qúl,I paid 1/2 shekel and 15 grains for two pairs of shoes.
mì-ma a-nim a-šu-mì A-lá-hi-im DUMU A-de8-lá-at ú-ša-qí-il5,"I caused all this to be paid on account of Alahum, son of Adelat."
um-ma A-lá-hu-um-ma a-na A-šur-na-da A-šur-ma-lik ù A-šùr-ma-lik-ma qí-bi-ma,"Thus says Alahum to Assur-nada, Assur-malik, and Assur-malik: speak!"
DAM.QAR-re tù-qí-pá-ma KÙ.B a-na A-šùr-DÙG tù-pá-ta,You have entrusted the merchants and you have allocated the silver to Assur-tab.
TÚG.HI-tí-a a-na Šu-Ištar DUMU Ì-lí-iš-ta-ki-il5 dí-na,"Give my textiles to Shu-Ishtar, son of Ili-ishtakil."
ù a-wa-tum a-ni-a-tum i-na A-limki i-ší-im-a-ma,And these matters were heard in the City.
ṭup-pá-am ša DUMU Im-dí-lim ša-ṣí-ra,Guard the tablet of the son of Imdilum.
2 ṭup-pé-šu ú-kà-al,I hold two of his tablets.
li-mu-um Ku-bi-a 1 ṭup-pu-šu a-na MU.3.ŠÈ i-ša-qal,The eponym is Kubiya; he shall pay one of his tablets in 3 years.
ša-num ṭup-pu-šu a-na MU.2.ŠÈ i-ša-qal,His second tablet he shall pay in 2 years.
um-ma Nu-úr-ZU-ma a-na A-la1-hi-im qí-bi-ma,Thus says Nur-Suen: say to Al-ahum.
a-šu-mì té-er-tim ša e-na-na-tim ta-áš-pu-ra-ni : ṭup-pá-kà iš-me-ú-ma,Regarding the report of the favors which you sent me: they heard your tablet.
um-ma šu-nu-ma ú-lá ni-ma-gàr,Thus they said: 'We do not agree.'
li-li-kam-ma i-nu-mì-šu : mì-ma i-qá-bi-ú : ni-ma-gàr-šu,Let him come and at that time we will agree to whatever they say.
mì-ma li-ba-kà lá tù-lá-ma-an,Do not be upset at all.
i-na a-lá-ki-kà a-mì-ma ta-qá-bi-ú : a-na-ku ú-ma-ga-ra-ku-šu-nu,"Upon your arrival, I will make them agree with you on whatever you say."
a-dí-na-kum šu-ma a-hi a-ta a-na ša ta-ad-mì-iq-tí-a KÙ.B 1 ma-na ú 2 ma-na ra-ma-kà ší-gi5-iš-ma šé-bi4-lam gi-im-lá-ni,"I gave (it) to you; if you are my brother, exert yourself regarding my interest-free loan of 1 or 2 minas of silver and send (it) to me; do me a favor."
6 2/3 ma-na 7 GÍN KÙ.B Im-dí-DINGIR i-na É.GAL-lim na-dí,6 2/3 minas 7 shekels of silver of Imdi-ilum is deposited in the palace.
a-na A-šur-ma-lik Ú-ṣur-ša-A-šur ú A-šur-ma-lik qí-bi4-ma um-ma A-šur-be-el-ša-du-e-ma,"To Ashur-malik, Usur-sha-Ashur, and Ashur-malik say: thus says Ashur-bel-shadu'e:"
a-ma-kam ba-a-ba-tim ša e-zi-ba-ku-nu-tí-ni ih-da-ma KÙ.B šé-ṣí-a-ma,"There, pay attention to the outstanding assets which I left to you and produce the silver."
KÙ.B iš-tí A-šur-ma-lik ku-un-kà-nim a-pu-tum,Seal the silver for me with Ashur-malik; it is urgent!
a-pu-tum A-šur-ma-lik a-ma-kam lá i-sá-hu-ur,It is urgent: Ashur-malik must not delay there.
ú a-na A-lá-hi-im a-šar wa-áš-bu té-er-ta-ak-nu li-li-ik,And let your instruction go to Alahum where he resides.
ba-a-ba-tí-a ša áš-pu-ru-šu li-hi-iṭ-ma lu-šé-ṣí-a-am,Let him check my outstanding assets about which I wrote to him and let him produce (them).
a-na A-šùr-ma-lik qí-bi4-ma ú a-ta 17 GÍN KÙ.B ša tù-ma-šé-e-ni a-li-bi4 KÙ.B i-dí,"Say to Ashur-malik: and you, add the 17 shekels of silver that you are holding to the silver."
ú ša DUMU Puzur4-A-na ih-da-ma lu KÙ.B lu KÙ.GI iš-tí A-šur-ma-lik ša-ak-ší-da-nim,And pay attention to (the assets) of the son of Puzur-Ana and make either the silver or the gold reach me with Ashur-malik.
a-na Ú-ṣur-ša-A-šur qí-bi-ma a-hi a-ta ú a-ta KÙ.B ša li-bi4-kà ša-ak-ší-dam,"Say to Usur-sha-Ashur: you are my brother, and you, make the silver which you owe reach me."
i-nu-mì A-šur-ma-lik i-lá-kà-ni ṭup-pì-a a-na iš-tí-in i-ba-ri-ku-nu le-zi-ib,"When Ashur-malik comes, he should leave my tablets with one of you."
A-lá-hu-um DUMU E-lá-lí a-na A-lá-hi-im DUMU Sú-ku-hi-im iṣ-ba-at-ni-a-tí-ma,"Alahum, son of Elali, seized us against Alahum, son of Sukuhi."
mì-nam sí-ki tù-kà-al,Why are you holding my hem?
a-ki-li ṭù-pí-kà-ma ú-kà-al-kà,I am holding you in accordance with your tablets.
1 GÚ 9 ma-na KÙ.B a-ta-ah-ba-lá-ku-um,I have become indebted to you for 1 talent and 9 minas of silver.
ša ni-ìš A-limki ú ru-ba-im ta-mu-ú lu ú-kà-al,May he hold that which you swore by the life of the City and the prince.
a-na a-wa-tim a-ni-a-tim kà-ru-um Kà-ni-eš i-dí-ni-a-tí-ma IGI GÍR ša A-šur ší-bu-tí-ni ni-dí-in,"For these matters, the karum of Kanesh commissioned us, and we gave our testimony before the dagger of Ashur."
um-ma A-šur-DÙG-ma a-na Šu-Ištar Ha-ba-ar x x x A-mur-dUTU I-ku-ùh-lim ú A-ni-na qí-bi-ma a-na Šu-Ištar qí-bi4-ma,"Thus says Ashur-tab: speak to Shu-Ishtar, Habar..., Amur-Shamash, Ikuh-lim and Anina; speak to Shu-Ishtar."
