oa,english
"[a-na ... š]a ki-m[a] i-a-tí [...] qí-bi-ma um-m[a ...]-x-šu ... ITU 5.KAM a-na-kam wa-áš-ba-ku-[ma] ma-lá ù ší-ni-šu šál-[ší-šu] [ṣú]-ha-ri-a áš-pu-r[a-kum] [KÙ].B. ú-lá tù-uš-té-bi5-[lam] [x-š/t]a-ba-am ú-lá ta-a-mu-a [...]x i-na IGI A-šur x x -nam-ma ITU 8.KAM wa-ša-ba-am x [... a]-hi a-ta lá ti-dé x x ......x ma-na a-na a-x ...........-bi-ku-ni a-[... a-h]i a-ta KÙ.B. ..... ma-n]a šé-bi-lam-ma li-[ba-am] dí-[nam] ù ta-áš-pu-ra-am um-ma a-ta-ma KÙ.B. iš-tù É.GAL-lim ú-ra-dam-[ma] KÙ.B.","[To PN], my representative ... say, thus [...]: '[since] five months I am staying here and though I sent my servants once, twice, even three times to you, you have not sent me silver, you did not wish to ...... before Aššur you ... to me and to stay eight months ... Please, by brother, don't you know [that... x] mina(s) for ... for you. ... Please, my brother?, send me [x] minas of silver and thereby encourage me. You also wrote me as follows: 'When silver will come down from the palace, I will send you silver, not less"
"10 ma-na ú-šé-ba-lá-kum KÙ.B. iš-tù É.GAL-lim ur-dam-ma a-na DAM.GÀR-ru-tim tù-š/ta-x-ni-šu i-a-tí mì-ma ú-lá tù-ha-dí ša KÙ.B. 5 ma-na 10 ma-na [š]a i-a-tí tù-šé-ba-lá-ni né-ma-al-šu lá ha-áš-ha-at [a-h]i a-ta ù šu-ma KÙ.B. [...] kà-lá-šu a-na É.GAL-lim [... k]à-ri-im a-šu-mì-a [a-na] ṣí-ib-tim li-qí-ma [sí]-ib-tám a-na-ku ú-ma-li i-na ša-am-ší En-um-A-šur e-ra-ba-ni KÙ.B. [x ma-n]a dí-šu-um-ma ar-hi-iš [...i-li x ...] ás-hu-ur [...] ki-ma i-a-tí [...] a-pu-na-ma BA [...] [...]-im En-um [A-šur] [...]-x-ma [...i]-na u4-me [...] ba-a-nim [KÙ.]B. dí-šu-um-ma [...] šu-ma / a-[...] KÙ.B. [ ] i-tí-dí-šu [...] ra-mì-ni-šu [...]1 ma-na .[...]","then 10 minas! Silver indeed came down from the palace, but you have invested it in commercial activities. You did not any pleasure to me! You really don't need the profit of the 5 or 10 minas of silver that could have sent me! Please my brother even when all the silver ...[is due] to the palace [turn] to the kārum and borrow it at interest in my name and I would have made good the interest. The very day Ennam-Aššur arrives in town give him [x] minas of silver and [send him] quickly ... I have waited ... my representative ... it is urgent ... Ennam-Aššur ... at the time of... ... give him the silver and ... If / ... the silver ... he could have given it ... from his own means ... 1 mina [of silver ......]"
"Be-lá-nu-um ú A-sà-li-a ki-ma dUTU-SIPA a-na I-tur4-DINGIR iṣ-bu-tù-ni-a-tí-ma um-ma šu-nu-ma a-ma-lá dí-in da-a-a-ni ta-ak-li-am li-qí šu-ma i-na dí-in da-a-a-ni a-pá-lam [qá]-bi4-a-ni lu né-pu-ul [ú] šu-ma KÙ.B ša-qá-lam [q]á-bi-a-ni lu ni-iš-qú-lá-ku-um um-ma I-tur4-DINGIR-[ma] a-na [Be-lá]-nim ú A-[sà-li-a] a-na ma-lá dí-in da-a-a-ni u4-ma-ma ta-ak-li-am lá-al-qé-a-ku-nu-tí i-na ṭup-pi-im ša da-a-a-ni ki-ma Wa-ar-dí-im ta-zi-za-ma šu-um-ku-nu wa-du-ú ša ni-ša-lim úz-na-tí-ni il5-pu-tù a-na a-wa-tim a-ni-a-tim kà-ru-um Kà-ni-iš i-dí-ni-a-tí-ma IGI šu-ga-ri-a-en ša A-šur ší-bu-tí-ni ni-dí-in","Bēlānum and Asaliya, in the name of Šamaš-rē'ī seized us against Itūr-ilī and they declared: 'In accordance with the verdict of the judges you must obtain... If we have been ordered by the verdict of the judges to guarantee payment, we will do that, and if we have been ordered to actually pay silver we will pay it to you'. Itūr-ilī answered Bēlanum and Asaliya as follows: 'In accordance with the verdict of the judges I will even today obtain ... for you. In the tablet of the judges (is recorded that) you acted in the name of Wardum and thus your name has been registered'. They impressed this on us with the oath by the City. For (making) this statement kārum Kanesh made us available and before the twin šugarriā'um-symbol of Aššur we gave our testimony."
"a-na I-dí-Sú-in ú A-šur-ba-ni qí-bi4-ma <um-ma Ba-zi-a-ma> be-lu-a a-tù-nu a-na-kam a-ší-ra-am ú-la ar-tí-ší iš-tù 10 ITU.KAM i-pí-i A-nu-a DUMU GAL-A-šur i-ki-šé-er-ší-im a-na [mu]-a-tim na-ad-a-ku [um-ma] šu-ut-ma a-na [ru-ba-i]m-ma Ba-zi-a [ÌR-du-um š]a ru-ba-im [ ]-im (lacuna) [. [x] x [ K]à-ni-iš [ma-m]a-an ú-lá [i-ma-h]a-ar-šu be-lu-a [a]-tù-nu lu šu-um-ku-nu a-na a-limki A-šur a-ma-kam na-áš-pè-er-tí ša a-kà-ri-im lá-pu-ta-at-ni IGI kà-ri-im šu-uk-na-ma ú i-pí-ku-<nu> ki-ma ša A-šur a-wa-tum","To Iddin-Suen and Aššur-bāni, say <thus Baziya>: 'Please, my lords, here I have been unable to find a helper. Since 10 months I am now in jail at the instigation of Anuwa, son of Rabi-Aššur (and) I am going to die. He has said to the [rule]r: 'Baziya is only [a servant] of the king' ... [From?] Kanish. nobody does approach him. Please, my lords, your reputation vis-à-vis the City of Assur is at stake. Submit over there to the kārum my letter which has been written to the kārum, to the kārum and let a word as fine as one of Aššur himself come out"
"da-mì-iq-tum [lu-uṣ-a-ma k]à-ru-um [ ]-ku-ni-ma KÙ.B-áp [a-limki] A-šur lá i-ha-li [iq]","your month, so that the kārum [will...] that I am indeed ..... and the silver of [the City] of Assur shall not get lost!'"
"A-hu-a-hi a-na I-[na-a] iṣ-ba-at-ni-a-tí-ma um-ma A-hu-a-hi-ma a-na I-[na-a] ta-li-kam-ma KÙ.B. ù ṣí-ba-sú ša a-na I-dí-A-šur DUMU Er-šu-ma-lik ha-bu-lá-ku-ni ki-ma I-dí-A-šur KÙ.B. tal-qé u4-ma-am ta-li-kam-ma ṭup-pá-am ša ku-nu-ki-a ša a-ni-ša-am wa-ba-la-am qá-bi-a-tí-ni u4-ma-am lá ta-ta-ab-lam Er-šu-ma-lik ma-lá ù ší-né-šu iš-pu-ra-am um-ma šu-ut-ma É-kà a-na I-na-a dí-in ṭup-pá-am ša ku-nu-ki-kà a-na-ku ú-kà-al um-ma A-hu-a-hi-ma a-na I-na-a-ma šu-ma Er-šu-ma-lik ṭup-pá-am ša ku-nu-ki-a Er-šu-ma-lik i-ta-áb-lam-ma KÙ.B. ù ṣí-ba-sú lá ta-ša-qá-lam um-ma I-na-a-ma a-ša-qá-lá-kum a-na a-wa-tim a-ni-a-tim kà-ru-[um] Né-eh-ri-a i-dí-[ni-a-tí]-ma IGI GÍR ša [A-šur ší-b]u-tù-šu Pí-lá-ah-A-[šur DUMU I-bi]-sú-a i-dí-in [...] DUMU I-x-[...] tap-pá-i","Ahu'ahi seized us against Innāya and Ahu'ahi said to Innāya: 'You came here and the silver with the interest on it that I owe to Iddin-Aššur, son of Eršum-mālik, that silver you took in the name of Iddin-Aššur. Today you came here, but the tablet with my seal, which you had promised to bring here you have not brought me today. Eršum-māik wrote me a few times, saying: 'Give your house to Innāya; It is me who has the tablet with your seal in my possession'. Ahu'ahi also said to Innāya: 'If Eršum-mālik has brought the tablet with my seal will you then not pay me the silver and the interest on it?' Innāya answered: 'Yes, I will pay (it) to you'. For these words kārum Nehriya made us available and before Aššur's dagger Pilah-Aššur, son of Ibisua, gave his testimony. [PN] son of Iddi[n-...] was my fellow witness."
"2 e-li-a-tum ša ša-<áp>-tim(TÁM) 2 mu-ta-tum ša hu-ur-hu-[ra] ni ša du-ul-ba-tí ša kà-mu-ni ú ša zi-bi4-bi4-a-ni iš-tí hu-ur-hu-ra-ni ra-ak-sú(ŠU) 1 na-ru-qú-um ša pá-na 1 na-ru-qum ša bu-uq-lim ú ba-pí-ri a-na qá-tum ša ra e 1 na-ru-qum a-bi4 ù [ ha-mu-uš-tim [ša ...] ZI-li-[ ù Puzur4-[...] DUMU A-šur-ba-ni x [ a]-na 13 ha-[am-ša-tim] DUMU A-šur-ta-ak-[lá-ku e. i-ša-qú-lu x [ ú 5 1/3 ma-n[a iš-tù]","2 top-packs with wool, 2 half-packs with ........., with dulbātum, with cumin and with ........., (which) are packed together with the .........; 1 bag which is in front, 1 bag with malt and beer-bread for use of the herders, 1 (other) bag ... and ... hamuštim [of ...] ... and Puzur-[...] son of Aššur-bāni ... for 13 ha[muštim] son of Aššur-tak[lāku ... they will pay ... and 5 1/3 mina[s from]"
"um-ma Ku-du-du-ma a-na Mu-za ù En-nam-A-šur qí-bi4-ma 17 ma-na URUDU ší-kam «TÚG» a-na Kà-na-a kà-ṣa-ri-ni a-dí-in-ma pu-úz-ra-am i-ṣa-áb«-ta»-at a-ma-kam ṣa-ba-sú-ma 2 1/2 ma-na TA a-KB [ṣa]-ba-at-ma KB ša-áš-qí-il5-šu 1 ma-na ni-ga-li ku-nu-ki-a a-na Mu-za A-šur-GAL na-sí 2 GÍN KB ku-nu-ki-a Pí-it-ha-na ub-lá-[ku-um] a-ha-ma 5 2/3 ma-na URUDU SIG5 ig-ri-šu šu-a-tí-ma a-dí-šu-um a-na En-nam-A-šur qí-bi4-ma [AN].NA-ki-ma ni-iṣ-ba-at-ma 7 ma-na KB nu-ša-ak-ni-[ik] a-na A-[lu-a]-ma ni-ip-qí-id a-ṣé-rí-kà ù a-[ší]-bu-tí KB a-ma-kam i-ri-iš ṭup-pì-[a] [x x x]","From Kududu to Muza and Ennam-Aššur: I gave 17 minas of šikku copper to our harnessor Kanaya but he has gone into hiding. Seize him there and take hold of 2 1/2 minas of silver (per talent) and make him pay the silver. Aššur-rabi brings 1 mina of sickles under my seal for Muza. Pithana has brought you 2 shekels of silver under my seal; further, I gave 5 2/3 minas of good copper as his salary to him as well. To Ennam-Aššur: We seized my own tin and had 7 minas of silver sealed. We entrusted it to Aluwa; for you and for the witnesses the silver there ... as soon as you have my tablet ..."
"um-ma En-um-A-šur-ma a-na Ku-ra qí-bi-ma ha-ra-ni a-na A-limki 3 GÚ 35 ma-na URUDU ší-kam ša ṭup-pí-kà ša-ni-im e-li-im u4-mu-kà 2 ša-na-at e-tí-qú i-na tù-wa-ar ṣú-ha-ri-a iš-tù Pu-ru-uš-ha-dim URUDU-ú-šu ma-sí-a-am a-na Ah-ša-lim ù a-[na] ša ki-ma i-a-tí šu-qú-ul-ma ṭup-pá-kà iš-tí Ah-ša-lim le-qé šu-ma URUDU lá ta-kà-ša-ad 1 GÚ URUDU SIG5 šu-qú-ul-ma ta-ah-sí-is-tám pá-tí-tám id-a-ma i-na hu-bu-li-kà li-iṣ-hi-ir ù URUDU na-am-a-dam ša ṭup-pì-kà a-dí tù-wa-ri-a ni-sí 1 ma-na URUDU a-na qá-té ṣú-ha-ri-a dí-in","From Ennam-Aššur to Kura: My journey goes to the City. As to the 3 talents 35 minas of šikku copper from your second, upper tablet, your term is exceeded by 2 years. When my servant returns from Purušhaddum pay his washed copper to Ah-šalim or to my representatives, and get your tablet from Ah-šalim. If you do not acquire enough copper, then pay 1 talent of good copper and set down in an open memorandum that it will be deducted from your debt. Then we have settled the majority of the copper from your tablet until my return. Give 1 mina of copper to my servant to dispose of."
"[a-na Lu-lu] [ù] En-um-A-[šur] [qí-bi-ma a-n]a Lu-lu [qí-bi-ma ...] [...] [x ma-na K]B ṣa-ru-pá-am ni-is-ha-sú DIRI ša-du-a-sú ša-bu-ú IGI Tù-ra-am-ì-lí ù Šu-Ištar a-na ší-a-ma-tim i-nu-mì a-na A-limki ta-li-ku a-dí-na-kum a-hi a-ta šu-ma AN.NA ú-lá TÚG.HI.A tù-šé-li-am a-na En-um-A-šur dí-in-ma ku-un-kà-ma šé-bi-lá-nim a-ha-ma 6 GÍN KB-pí iš-tí [En-]um-A-šur tal-qé [x x š]a KB šu-a-tí [x x x]-šu a-pá-ni [x x x šé-]bi4-lá-nim","To Lulu and Ennam-Aššur; specifically to Lulu from ...: ... I gave you x minas of refined silver, its import duty added, its transport tariff paid for, with Tūram-ilī and Šu-Ištar as witnesses, for purchases when you went to the City. My dear brother, if you have brought up tin or textiles, give them to Ennam-Aššur, seal them and send them to me. Further, you received 6 shekels of silver from Ennam-Aššur. ... of this silver ... before ... send it to me."
"um-ma Ša-lim-Ištar-[ma a-na] A-šur-na-da ù E[n-nam-A-šur] a-na En-nam-A-šur [qí-bi-ma] 20 ma-na KB ku-nu-ki[-kà] Da-da-a-a ù Lá-dí-[a] ub-lu-nim ŠÀ.BA 50[+x ...] 4 TÚG šu-ru-[tum] [...] KB it-b[u-lu ...] AN.NA 16 [GÍN TA] 9 5/6 ma-[na KB ...] 1 ma-na [...] 7 GÍN K[B ...]","From Šalim-Ištar to Aššur-nādā and Ennam-Aššur; specifically to Ennam-Aššur: Dādaya and Ladiya brought 20 minas of silver under your seal. Thereof 50 ... 4 black textiles cost ... silver; ... tin at the rate 16:1 cost 9 5/6 minas of silver; 1 mina ... 7 shekels of silver ..."
"a-na En-um-A-šur [ù] A-lá-hi-im [qí-b]i-ma um-ma Šu-dDUMU./ZI-ma [šu]-ma a-hu-ú-a a-tù-nu-ma ta-ra-a-ma-ni ki-ma a-na-ku a-na-kam ki-ma ku-nu-tí am-ta-hu-ṣú-ma a-na a-wa-tí-ku-nu a-[za]-zu 26 ma-na KB É a-[...] a-dí-šu [ú] a-ni-[...] 2 né-nu n[a-a]l-pu-ta-ni a-ša-me-ma e-pi-iš-tí a-we-lim ša-ah-lá-[a]t šu-ma a-we-lúm É-tám i-šu-ma na-[ru-qú]-šu šál-ma-at [a-ni-t]um lá a-ni-tum [tí-ir-]ta-ak-nu za-ku-tum li-li-kam šu-ma a-we-lam5 ta-da-ga-lá-ma lá i-dum ki-ma i-a-tí mì-ta-ah-ṣa-ma ša [...] ku [...]","To Ennam-Aššur and Ali-ahum from Šu-Tammuzi: If you are my brothers and love me, since I here fight for you and take care of your affairs, 26 minas of silver ... I gave and ... the two of us have been booked. I hear that the man's actions are in disorder. Send me a clear report whether it is so or not that the man has a house and his joint-stock capital is safe. If you observe that the man has no sense, then do your very best, acting for me, and ... ..."
"a-na En-um-A-šur qí-bi5-ma um-ma Tù-ta-a-ma iš-ra-am ša a-na Um-ma-za ta-dí-na-ni-ni a-na-ku ù šu-ut i-na ga-bar-tí ha-ra-nim ni-mì-hi-ir-ma iš-ra-am lá a-dí-šu-um té-er-ta-kà li-li-kam a-šar pá-nu-im pá-ni-ší a-hi a-ta ar-ša-tim kà-ar-pá-at a-na qá-tí-im dí-in","To Ennam-Aššur from Tutaya: As to the belt you gave me for Ummaza, when I and he met at the conclusion of the journey, I did not give him the belt. Send me word and dispose of it wherever possible. My dear brother, give a pot of wheat to dispose over."
"[a-na En]-um-A-šur qí-bi-ma [um-ma] Šu-Nu-nu-ma a-[na] ma-lá [na-áš-p]é-er-tí-kà ša a-na [sé]-ri <-a> ù a-ṣé-er [A-šù]r-kà-ší-id tù-lá-pì-tù [x x] ni-ṣa-ba-sú um-ma [šu-ut-ma] e-lá-an KB 1 1/2 m[a-n]a [x x x]-ra-dí ku-nu-ki-šu [x x x]-hi-im a-dí-in [KB mì-ma] la i-dí-na-am [x x x um]-ma a-na-ku-ma [x x x x] šé-sí-am [x x x x] x il5-kà [x x x x [ma] URUDU [x x x] um-ma šu-ut-ma [x x x] i-dí-nim [um-ma a-na]-ku-ma a-ša-ar-ba [KB a-dí]-na-ku-ni KB-ba [ke-]na-tí-ma lá-dí-šu-um [um-ma] šu-ut-ma a-ša-qal [IGI] I-ku-pì-a DUMU A-[da-lá-al] [IGI] Šu-Ištar DUMU Šu-ku-tí-im","To Ennam-Aššur from Šu-Nūnu: in accordance with your missive which you wrote to me and to Aššur-kāšid we have seized him ... and he said: ""Apart from some 1 1/2 mina of silver ... under his seal ... I gave."" He did not give me any silver! ... I said: ""Produce for me ..."" ... ... copper. ... He answered: ""... in court."" I answered: ""In case I did give you the silver, should I in fact also give that very silver it to him?"" He answered: ""I shall pay"". Witnessed by Ikūn-piya son of Adalal, by Šu-Ištar son of Šukkutum."
"a-na E[n-nam-A-šur] ù A-lá-[hi-im] me-er-e Š[ál-ma-A-šur]","to Ennam-Aššur and Ali-ahum, Šalim-Aššur's sons"
"[a-na E]n-um-A-[šur] [KIŠIB x]-na [...]","To Ennam-Aššur ... seal of ..."
"[um-m]a [x x x x-ma] [a-]na [En-um-A-šur qí-bi-ma] [a-šu-mì ša ta-áš-pu-ra-ni] um-ma a-ta-ma [DUMU um-me-a-nim] [sí]-me-ma qá-qá-sú ta-ma-ha-aṣ [KI Šu-A]-ṣ[ùr] [lu] a-na um-me-a-[nim] [qá-qí-dí lá] [am-ha]-as ki-ma ša KB [ma-dum] x x x [za-ku x ú ta-áš-pu-[ra]-am um-ma a-ta[-ma] 40 [GÚ URUDU ma]-as-am [x x] ša ki-ma um-me-a-ni-[m] [En-nam-]A-šur qá-qá-sú im-[ha-as] [x x x] [URUDU x] [x] 26 ma-na [KB] [x x x] tí [x x x] ma [x x šu-ma] a [x x x ma-nim] [x x a dí šu KB ma [...]]","From ... to Ennam-Aššur: Concerning what you wrote to me, saying: ""Listen to(?) an affiliated trader and you will assume guarantee for him."" With Šu-Aššur I did not assume guarantee for the investor. Since a lot ... of silver ... ... you wrote and said: ""Ennam-Aššur assumed guarantee for 40 talents of washed copper ... the representatives of the investors."" ... copper ... 26 minas of silver ..."
"[x] ṭup-pí-im ú lá [...] [...] [x x x] KB ma-dam [...] [...] ù [lú] x [...] [a-]na um-me-a-[nim] [...] [x x] da-na a-pu-tum mì-[ma] [l]i-ba-kà lá i-[pá]-ri-id al-kam-ma a-[na-kam a-šar] [ús]-ma-at-ni ni-ma-[li-ik] [ú] ra-bi-sú-um [iš-][tí-][kà] [li-dí][...] mì-ma i-li-bi-kà [lá] tù-uš-[x] lá bi [x] tí-ir ki a-wa-tim ša du-[um] [x]-ku-nu ta-al-[...] [x] ší lá ma a-ma-tim KB [bu x x] [i]-ša-ku-nu-ku-nu-tí [...] [x x x] ú-kà-lu [...] tí [x] URUDU ša a-na [...] [x x x x x] [a-na] [...] [x x x]-mì-im [...] [x x qá-tim x x x x] [...] x ag-mu-ru [...] [...] ra a [x x] gu5-mu[-ur] [...] dí [x x x] [...]","... a lot of silver ... ... to the investor ... Urgent, do not worry at all. Come so that we can decide what is fitting here. Also, an attorney ... together with you ... Do not at all ... ... the matter that ... ... the slave-girls ... ... ... copper that for ..."
"[a-n]a ša 2 1/2 ma-na [(x)] [KB] ṣa-ru-pì-im ú ṣí-b[a-tí-šu] [ša] A-da-da ha-bu-lá-[ku-ni] [ni-k]à-sí ni-sí-ma [x] ma-na KB ṣa-ru-pá-am [ú] 1 ku-ta-nam i-na [p]ì ṭup-pí-šu a-na A-lá-hi-im i-da-[an] a-ha-ma a-na 1 ma-na 7 GÍN ša ší-ta ta-ah-sí-sà-tí-a a-za-kà-ar-šu-ma i-ša-qá-lam5 IGI I-tur4-DINGIR DUMU A-mur-Ištar IGI A-ta-ta ha-pu-dim IGI A-lu-lá-a DUMU I-sá-li-a 1 ma-na 10 GÍN KB iš-tí A-lu-lá-a","Concerning the 2 1/2 minas of refined silver and its interest that Adada owes to you, we settled accounts and he must give x mina refined silver and 1 kutānu in accordance with the text of his tablet to Ali-ahum. Further, I shall formally state to him the 1 mina 7 shekels from my two memoranda, and he must pay. Witnessed by Itūr-ili son of Amur-Ištar, by Atata the blind one, by Alulaya son of Isalia. 1 mina 10 shekels of silver from Alulaya"
"ù <X->dUTU al-qé-ú 6 TÚG.HI.A qá-dum 1 TÚG ša E-na-ah-DINGIR i-dí-nu-ni a-na É kà-ri-im a-na mì-iš-li ša a-bi-ni a-dí-i ma-lá ta-<az>-me-ru-ni šu-mì a-bi-ni i-na É kà-ri-im lu-up-ta-ma ú mì-iš-li ša a-bi-a I-dí-Ištar ù En-na-num li-ta-dí-ú a-ba-ú-a bé-lu-a a-tù-nu ú ší-tí KB ša i-É kà-ri-im i-ší-tù ih-da-ma ša-dí-na-šu-nu 4 ma-na KB ṣa-ru-pá-am a-ha-ma 1 ṭup-pu-um ša 1 ma-na KB i-na É i-[...]","and ...-Šamaš. I deposited at the office of the colony as a half-share of our father 6 textiles, including Enahili's textile. Write our father's name in the office of the colony for what you account for them, and then Iddin-Ištar and Ennānum may deposit my father's (other) half-share. My dear fathers and lords, also, the remainder of the silver, whatever is left in the office of the colony – take care to make them pay that! 4 minas of refined silver, further, 1 tablet concerning 1 mina of silver in the house of ..."
"i-šu-šu-um um-ma I-na-ah-DINGIR-ma KB šu-qú-ul a-we-lúm KB ú-ša-áš-(erasure)qá-lá-ni a-na-kam Šu-Ištar ù Ištar-lá-[ma]-sí ik-ta-na-lu-ú-ni um-ma šu-nu-ma KB a-hi-kà [lá] ta-ša-qá-al-ma lu-mu-ul-li-bi4-im a-na a-hi-kà","... he has against him. Inah-ili said: ""Pay the silver!"" The man wants to make me pay the silver. Šu-Ištar and Ištar-lamassi keep holding me back here, saying: ""Do not pay your brother's silver and incur his anger!"""
"lá ta-ra-ší um-ma I-na-ah-DINGIR-ma KB 10 ma-na té-pu-uš-ma tù-ub-lam KB a-na ma-lá ṭup-pí-kà ha-ar-mì-im šu-qú-ul šu-ma a-dí 10 u4-me-e lá ta-tal-kam ú-lá tí-ir-ta-kà a-na ṣé-er ša ki-ma ku-wa-tí lá i-tal-kam KB a-na I-na-ah-DINGIR a-ša-qal","Inah-ili said: ""You have made and brought here some 10 minas of silver. Pay the silver in accordance with your certified tablet."" If you have not come within 10 days or have sent word to your representatives, I shall pay the silver to Inah-ili."
"Lá-qé-ep DUMU Šu-A-šur a-dí-in a-ša-me-ma ma-áš-kà-tù-šu ú-šé-bi-lam a-ma-kam DUMU Puzur4-ša-du-e ša-lá-ma lu KB ša-al-ṭám lu ší-im pí-ri-kà-ni ú-šé-bi-lam KB ma-lá ú-šé-bi4-lá-ni i-ku-nu-ki-šu-ma i-qá-tí am-tí-a li-ib-ší a-hu-a a-tù-nu a-ma-kam GEME ú E-wa-ri-mu-ša na-hi-da-ma ba-áb-tí lu-pá-hi-ru-ma KB ma-lá","... I gave to Lā-qēp son of Šu-Aššur. I hear that he sent his deposit. Ask the son of Puzur-šadu'e there whether he sent ready cash or the proceeds from the pirikannus. What silver he sent should remain in the hands of my maid under his own seal. My dear brothers, instruct the maid and Ewarimuša there to collect my outstanding claims, and the silver you produce"
"tù-šé-ṣa-a-ni-ni i-na ku-nu-ki-ku-nu a-dí a-lá-kà-ni i-be-tí-a li-ib-ší ú ṣú-ha-ri-a na-hi-da-ma ú-ṭá-tám na-hi-da-ma ú-ṭá-tám ú e-ṣí lu-pá-hi-ru-nim ú-ṭá-tám lu ŠE-am lu GIG ša ú-šé-ru-hu-ni-ni-ma a-na KB am-tum lu ta-ta-dí-in-ma KB É-tí-ša li-ib-ší a-dí a-lá-kà-ni 12 GÍN KB iš-tí <PN> 6 e-ri-qá-tum iš-tí A-ší-ú-ma-an a-hu-a a-tù-nu ba-áb-tí za-ki-a","(plural) should remain in my house under your seals until I arrive. Also, instruct my servants to gather grain and firewood. The maid should sell the grain, whether barley or wheat, that they bring in, for silver and the silver should remain in her house until I come. 12 shekels of silver is owed by PN. 6 wagons are owed by Aši-uman. My dear brothers, clear my outstanding claims."
"KIŠIB A-lu-lá-a a-na En-nam-[A-šur]","Sealed by Alulaya; to Ennam-Aššur."
"a-na Ma-[nu-ki-A]-[šur]","To Mannum-ki-Aššur ..."
"a-na ša ki-ma i-a-tí [ù] Bé-lá-nim KIŠIB En-um-A-šur","To my representatives and Bēlānum; seal of Ennam-Aššur."
"16 ma-na KB ṣa-ru-pá-am i-ṣé-er I-ku-nim DUMU Ili5-ba-ni ITI.1.KAM áb-ša-ra-ni li-mu-um Šu-Hu-bur DUMU E-lá-lí a-na MU.10.ŠÈ KB i-ša-qal a-ha-ma 1 1/3 ma-na K[B ṣ]a-ru-pu-um iš-tí-šu-ma a-na ba-áb ha-[ra-n]i-a i-ša-qal 12 ma-na KB ṣ[a-ru-p]á-am i-ṣé-er A-ta-a-a DUMU Šu-Ištar En-um-A-ṣ[ù]r i-šu-ú ù Ša-lim-A-šur qá-ta-[t]um ITI.1.KAM ša k[en]a-tim li-mu-um ša qá-tí Puzur4-Ni-r[a-ah] a-na 46 ha-am-ša-tim i-ša-qal a-ha-ma 1 1/2 ma-na KB ṣa-ru-pá-am i-ṣé-er A-ta-a-a-ma a-na 20 ha-am-š[a-tim] i-ša-qal ù 2/3 ma-na KB bé-ú-lá-t[ù-šu] [i]š-tí KB-pí-ma uk-ta-al 12 ma-[na KB] ṣa-ru-pu-um i-ṣé-er I-ri-ší-im a-n[a] 16 ha-am-ša-tim i-ša-qal a-ha-ma 2 1/2 [m]a-na KB ṣa-ru-pu-um i-ṣé-er I-ri-ší-im-ma a-na 12 ha-am-ša-tim i-ša-qal 1 1/2 ma-na KB ṣa-ru-pu-um i-ṣé-er E-ri-ší-im ù Ili5-ba-ni a-hi-šu a-na 4 ha-am-ša-tim i-ša-qú-lu 1/3 ma-na KB ṣa-ru-pu-um iš-tí Ili5-ba-ni iš-tù A-lim i-[tù-]a-ri-šu i-ša-qal 10 1/2 ma-na KB ṣa-ru-pu-um i-ṣé-er Pí-lá-ah-Ištar ITI.1.KAM té-i-na-t[im] li-mu-um I-dí-A-šur a-na 46 ha-am-ša-tim","16 minas of refined silver owed by Ikūnum son of Ili-bāni. Month Abšarāni, eponymy Šu-Hubur son of Elāli. He will pay in 10 years. Further, 1 1/3 mina of refined silver is owed by him as well; he will pay at the start of my journey. Ataya son of Šu-Ištar owes 12 minas of refined silver to Ennam-Aššur, and Šalim-Aššur is guarantor. Month Šakēnātim, eponymy after that of Puzur-Nirah. He will pay in 46 weeks. Further, 1 1/2 mina of refined silver is owed by Ataya as well; he will pay in 20 weeks. Also, 2/3 mina of silver is his working-capital; he is held in service by the silver. 12 minas of refined silver is owed by Erišum. He will pay in 16 weeks. Further, 2 1/2 minas of refined silver is owed by Erišum as well; he will pay in 12 weeks. 1 1/2 mina of refined silver is owed by Erišum and his brother Ili-bāni; they will pay in 4 weeks. 1/3 mina of refined silver is owed by Ili-bāni; he will pay on his return from the City. 10 1/2 minas of refined silver is owed by Pilah-Ištar. Month Tē'inātum, eponymy Iddin-Aššur. He will pay in 46 weeks."
